PredictiveFeature,TargetFeature,SHAP*R2
BAG3_C(185) BAG3_C(377) BAG3_C(385) BAG3_C(386) BAG3_S(136) BAG3_S(179) BAG3_S(2) BAG3_S(268) BAG3_S(5),SAMHD1_S(102) SAMHD1,0.001135722077662675
GPATCH8_S(1065) GPATCH8_S(204) GPATCH8_S(328) GPATCH8_S(349) GPATCH8_S(353) GPATCH8_S(469) GPATCH8_S(491) GPATCH8_S(494) GPATCH8_S(499) GPATCH8_S(526) GPATCH8_S(637) GPATCH8_S(644) GPATCH8_S(662) GPATCH8_S(766) GPATCH8_S(820) GPATCH8_S(908) GPATCH8_S(911) GPATCH8_S(981) GPATCH8_S(998) GPATCH8_T(293) GPATCH8_T(332) GPATCH8_T(520) GPATCH8_Y(916),SAMHD1_S(102) SAMHD1,0.0006395588960290617
PCBP2_S(18) PCBP2_S(184) PCBP2_S(185) PCBP2_S(187) PCBP2_S(189) PCBP2_S(272) PCBP2_S(365) PCBP2_T(10) PCBP2_Y(13),SAMHD1_S(102) SAMHD1,0.00045960768993331583
RANBP3_C(211) RANBP3_M(548) RANBP3_M(551) RANBP3_S(116) RANBP3_S(126) RANBP3_S(203) RANBP3_S(221) RANBP3_S(280) RANBP3_S(286) RANBP3_S(539) RANBP3_S(548) RANBP3_T(124) RANBP3_T(290) RANBP3_Y(116),SAMHD1_S(102) SAMHD1,0.0026669189648853998
PLEKHO2_C(390) PLEKHO2_S(164) PLEKHO2_S(238) PLEKHO2_S(248) PLEKHO2_S(258) PLEKHO2_S(264) PLEKHO2_S(295) PLEKHO2_S(488) PLEKHO2_T(224) PLEKHO2_T(232) PLEKHO2_T(311) PLEKHO2_T(354),SAMHD1_S(102) SAMHD1,0.004139167751840895
PPIG_S(1) PPIG_S(275) PPIG_S(290) PPIG_S(315) PPIG_S(382) PPIG_S(398) PPIG_S(400) PPIG_S(431) PPIG_S(531) PPIG_S(681) PPIG_S(684) PPIG_S(687) PPIG_S(691) PPIG_S(702) PPIG_S(713) PPIG_S(729) PPIG_S(738),SAMHD1_S(102) SAMHD1,0.0008839301791444319
ZNF185_C(469) ZNF185_C(472) ZNF185_S(152) ZNF185_S(153) ZNF185_S(155) ZNF185_S(17) ZNF185_S(216) ZNF185_S(233) ZNF185_S(3) ZNF185_S(406) ZNF185_S(454) ZNF185_S(462) ZNF185_S(465) ZNF185_S(466) ZNF185_S(468) ZNF185_S(512) ZNF185_S(513) ZNF185_S(520) ZNF185_S(545) ZNF185_S(61) ZNF185_S(64) ZNF185_T(154) ZNF185_T(158) ZNF185_T(289) ZNF185_T(447) ZNF185_T(448) ZNF185_T(514) ZNF185_T(551),SAMHD1_S(102) SAMHD1,0.01604448587416489
CCNY_C(103) CCNY_S(1) CCNY_S(100) CCNY_S(101) CCNY_S(2) CCNY_S(301) CCNY_S(326) CCNY_S(66) CCNY_T(103) CCNY_T(67) CCNY_Y(101),SAMHD1_S(102) SAMHD1,0.00036923570786385394
BRD8_S(1158) BRD8_S(381) BRD8_S(387) BRD8_S(460) BRD8_S(573) BRD8_S(579) BRD8_S(585) BRD8_S(631) BRD8_S(635) BRD8_S(637) BRD8_S(641) BRD8_S(652) BRD8_S(658) BRD8_S(694) BRD8_T(565) BRD8_T(572),TAF1D_C(40) TAF1D_S(,0.00323313949898118
BAG3_C(185) BAG3_C(377) BAG3_C(385) BAG3_C(386) BAG3_S(136) BAG3_S(179) BAG3_S(2) BAG3_S(268) BAG3_S(5),TAF1D_C(40) TAF1D_S(,0.0004711071461099886
ABLIM1_S(143) ABLIM1_S(164) ABLIM1_S(2) ABLIM1_S(210) ABLIM1_S(219) ABLIM1_S(264) ABLIM1_S(332) ABLIM1_S(359) ABLIM1_S(420) ABLIM1_S(428) ABLIM1_S(431) ABLIM1_S(450) ABLIM1_S(452) ABLIM1_S(490) ABLIM1_S(498) ABLIM1_S(5) ABLIM1_S(539) ABLIM1_S(584) ABLIM1_S(618) ABLIM1_S(652) ABLIM1_S(706) ABLIM1_T(350) ABLIM1_T(371) ABLIM1_T(470) ABLIM1_T(502) ABLIM1_Y(323) ABLIM1_Y(373) ABLIM1_Y(383),TAF1D_C(40) TAF1D_S(,0.0012460515397894577
USP24_S(1301) USP24_S(1887) USP24_S(2041) USP24_S(2044) USP24_S(2047) USP24_S(2073) USP24_S(21) USP24_S(2588) USP24_S(2602) USP24_S(3) USP24_S(4) USP24_S(7) USP24_S(9) USP24_Y(101) USP24_Y(2024),TAF1D_C(40) TAF1D_S(,0.0028228183551271156
PLEKHO2_C(390) PLEKHO2_S(164) PLEKHO2_S(238) PLEKHO2_S(248) PLEKHO2_S(258) PLEKHO2_S(264) PLEKHO2_S(295) PLEKHO2_S(488) PLEKHO2_T(224) PLEKHO2_T(232) PLEKHO2_T(311) PLEKHO2_T(354),TAF1D_C(40) TAF1D_S(,0.002212499486510796
NOLC1_S(230) NOLC1_S(302) NOLC1_S(407) NOLC1_S(496) NOLC1_S(518) NOLC1_S(538) NOLC1_S(548) NOLC1_S(563) NOLC1_S(572) NOLC1_S(619) NOLC1_S(620) NOLC1_S(643) NOLC1_S(653) NOLC1_S(698) NOLC1_S(707) NOLC1_S(708) NOLC1_T(255) NOLC1_T(617) NOLC1_T(620) NOLC1_T(675),TAF1D_C(40) TAF1D_S(,0.0024200838274075535
CALD1_S(14) CALD1_S(252) CALD1_S(3) CALD1_S(463) CALD1_S(513) CALD1_S(534) CALD1_S(628) CALD1_S(656) CALD1_S(758) CALD1_S(786) CALD1_S(789) CALD1_T(167) CALD1_T(469) CALD1_T(492) CALD1_T(718) CALD1_T(730) CALD1_T(83) CALD1_Y(160),TAF1D_C(40) TAF1D_S(,0.0009702033048031741
NCL_S(12) NCL_S(18) NCL_S(184) NCL_S(206) NCL_S(3) NCL_S(563) NCL_S(62) NCL_S(63) NCL_S(67) NCL_T(102) NCL_T(105) NCL_T(62) NCL_T(95),TAF1D_C(40) TAF1D_S(,0.004232158713711317
AHNAK2_M(4477) AHNAK2_S(1012) AHNAK2_S(102) AHNAK2_S(1153) AHNAK2_S(1201) AHNAK2_S(1710) AHNAK2_S(1994) AHNAK2_S(2107) AHNAK2_S(2175) AHNAK2_S(2207) AHNAK2_S(2327) AHNAK2_S(277) AHNAK2_S(297) AHNAK2_S(329) AHNAK2_S(3757) AHNAK2_S(4003) AHNAK2_S(4006) AHNAK2_S(409) AHNAK2_S(4185) AHNAK2_S(447) AHNAK2_S(4536) AHNAK2_S(4610) AHNAK2_S(4787) AHNAK2_S(4862) AHNAK2_S(4866) AHNAK2_S(4897) AHNAK2_S(4936) AHNAK2_S(4966) AHNAK2_S(5) AHNAK2_S(5028) AHNAK2_S(509) AHNAK2_S(5401) AHNAK2_S(5605) AHNAK2_S(5705) AHNAK2_S(5706) AHNAK2_S(5712) AHNAK2_S(5766) AHNAK2_S(584) AHNAK2_S(665) AHNAK2_S(753) AHNAK2_S(823) AHNAK2_S(837) AHNAK2_S(851) AHNAK2_S(86) AHNAK2_T(200) AHNAK2_T(298) AHNAK2_T(33) AHNAK2_T(5709) AHNAK2_T(5715),GTF3C4_S(19) GTF3C4_,0.0023285595344041832
KMT2D_C(1911) KMT2D_M(1873) KMT2D_S(1172) KMT2D_S(1173) KMT2D_S(1180) KMT2D_S(1765) KMT2D_S(1801) KMT2D_S(1834) KMT2D_S(1846) KMT2D_S(1861) KMT2D_S(2158) KMT2D_S(2248) KMT2D_S(2267) KMT2D_S(2295) KMT2D_S(2309) KMT2D_S(2342) KMT2D_S(2414) KMT2D_S(2417) KMT2D_S(2420) KMT2D_S(3199) KMT2D_S(3614) KMT2D_S(3620) KMT2D_S(373) KMT2D_S(3837) KMT2D_S(4215) KMT2D_S(4346) KMT2D_S(4357) KMT2D_S(4463) KMT2D_S(477) KMT2D_S(48) KMT2D_S(4810) KMT2D_S(4843) KMT2D_S(744) KMT2D_T(1164) KMT2D_T(1172) KMT2D_T(1182) KMT2D_T(1189) KMT2D_T(1568) KMT2D_T(1803) KMT2D_T(1806) KMT2D_T(1857) KMT2D_T(1870) KMT2D_T(1914) KMT2D_T(2197) KMT2D_T(2236) KMT2D_T(2240) KMT2D_T(2312) KMT2D_T(2384) KMT2D_T(3182) KMT2D_T(3197) KMT2D_T(3637) KMT2D_T(369) KMT2D_T(4646) KMT2D_T(4672) KMT2D_T(4685) KMT2D_T(4843) KMT2D_T(4852) KMT2D_T(54),GTF3C4_S(19) GTF3C4_,0.003996506307746026
IRS2_S(1101) IRS2_S(1103) IRS2_S(1181) IRS2_S(1185) IRS2_S(307) IRS2_S(366) IRS2_S(381) IRS2_S(389) IRS2_S(392) IRS2_S(406) IRS2_S(515) IRS2_S(518) IRS2_S(550) IRS2_S(562) IRS2_S(592) IRS2_S(609) IRS2_S(621) IRS2_S(622) IRS2_S(672) IRS2_S(682) IRS2_S(683) IRS2_S(730) IRS2_S(733) IRS2_S(827) IRS2_S(844) IRS2_S(916) IRS2_S(978) IRS2_T(1102) IRS2_T(1157) IRS2_T(1159) IRS2_T(1202) IRS2_T(346) IRS2_T(404) IRS2_T(527) IRS2_T(528) IRS2_T(560) IRS2_T(580) IRS2_T(873) IRS2_Y(675) IRS2_Y(919),GTF3C4_S(19) GTF3C4_,0.021152469532267515
MAP1S_C(598) MAP1S_C(603) MAP1S_C(608) MAP1S_M(759) MAP1S_M(762) MAP1S_M(763) MAP1S_S(3) MAP1S_S(452) MAP1S_S(6) MAP1S_S(743) MAP1S_S(759) MAP1S_S(786) MAP1S_S(790) MAP1S_S(809),GTF3C4_S(19) GTF3C4_,0.02945718333281033
RIF1_C(1157) RIF1_C(1162) RIF1_C(1869) RIF1_C(2176) RIF1_S(1045) RIF1_S(1046) RIF1_S(1162) RIF1_S(1454) RIF1_S(1483) RIF1_S(1494) RIF1_S(1540) RIF1_S(1703) RIF1_S(1709) RIF1_S(1760) RIF1_S(1869) RIF1_S(1952) RIF1_S(2119) RIF1_S(2149) RIF1_S(2163) RIF1_S(2165) RIF1_S(2168) RIF1_S(2172) RIF1_S(2176) RIF1_S(2180) RIF1_S(2205) RIF1_S(2224) RIF1_S(2230) RIF1_S(2234) RIF1_S(2243) RIF1_S(2465) RIF1_S(401) RIF1_S(989) RIF1_T(1161) RIF1_T(1220) RIF1_T(1428) RIF1_T(1489) RIF1_T(1512) RIF1_T(1712) RIF1_T(1887) RIF1_T(1966) RIF1_T(2242),GTF3C4_S(19) GTF3C4_,0.012970960013511187
NCL_S(12) NCL_S(18) NCL_S(184) NCL_S(206) NCL_S(3) NCL_S(563) NCL_S(62) NCL_S(63) NCL_S(67) NCL_T(102) NCL_T(105) NCL_T(62) NCL_T(95),GTF3C4_S(19) GTF3C4_,0.009099142935783264
USP24_S(1301) USP24_S(1887) USP24_S(2041) USP24_S(2044) USP24_S(2047) USP24_S(2073) USP24_S(21) USP24_S(2588) USP24_S(2602) USP24_S(3) USP24_S(4) USP24_S(7) USP24_S(9) USP24_Y(101) USP24_Y(2024),GTF3C4_S(19) GTF3C4_,0.016560619887369402
CA3_S(16) CA3_T(58) CA3_T(73),GTF3C4_S(19) GTF3C4_,0.002918176592205359
PRRC2A_S(1115) PRRC2A_S(1120) PRRC2A_S(1128) PRRC2A_S(1328) PRRC2A_S(1384) PRRC2A_S(160) PRRC2A_S(2) PRRC2A_S(2105) PRRC2A_S(766) PRRC2A_S(932) PRRC2A_S(995) PRRC2A_T(1083) PRRC2A_T(1112) PRRC2A_T(116) PRRC2A_T(1323) PRRC2A_T(799),OFD1_S(195) OFD1_S(2,0.004094293278841032
KMT2D_C(1911) KMT2D_M(1873) KMT2D_S(1172) KMT2D_S(1173) KMT2D_S(1180) KMT2D_S(1765) KMT2D_S(1801) KMT2D_S(1834) KMT2D_S(1846) KMT2D_S(1861) KMT2D_S(2158) KMT2D_S(2248) KMT2D_S(2267) KMT2D_S(2295) KMT2D_S(2309) KMT2D_S(2342) KMT2D_S(2414) KMT2D_S(2417) KMT2D_S(2420) KMT2D_S(3199) KMT2D_S(3614) KMT2D_S(3620) KMT2D_S(373) KMT2D_S(3837) KMT2D_S(4215) KMT2D_S(4346) KMT2D_S(4357) KMT2D_S(4463) KMT2D_S(477) KMT2D_S(48) KMT2D_S(4810) KMT2D_S(4843) KMT2D_S(744) KMT2D_T(1164) KMT2D_T(1172) KMT2D_T(1182) KMT2D_T(1189) KMT2D_T(1568) KMT2D_T(1803) KMT2D_T(1806) KMT2D_T(1857) KMT2D_T(1870) KMT2D_T(1914) KMT2D_T(2197) KMT2D_T(2236) KMT2D_T(2240) KMT2D_T(2312) KMT2D_T(2384) KMT2D_T(3182) KMT2D_T(3197) KMT2D_T(3637) KMT2D_T(369) KMT2D_T(4646) KMT2D_T(4672) KMT2D_T(4685) KMT2D_T(4843) KMT2D_T(4852) KMT2D_T(54),OFD1_S(195) OFD1_S(2,0.04342358513540362
SRRM2_C(1482) SRRM2_C(1483) SRRM2_C(2121) SRRM2_C(2123) SRRM2_C(2135) SRRM2_M(1270) SRRM2_M(1271) SRRM2_S(1) SRRM2_S(1021) SRRM2_S(1034) SRRM2_S(1054) SRRM2_S(1058) SRRM2_S(1068) SRRM2_S(1090) SRRM2_S(1140) SRRM2_S(1142) SRRM2_S(1152) SRRM2_S(1157) SRRM2_S(1186) SRRM2_S(1239) SRRM2_S(1244) SRRM2_S(1245) SRRM2_S(1254) SRRM2_S(1258) SRRM2_S(1270) SRRM2_S(1311) SRRM2_S(1368) SRRM2_S(1378) SRRM2_S(1397) SRRM2_S(14) SRRM2_S(1423) SRRM2_S(1455) SRRM2_S(1474) SRRM2_S(1482) SRRM2_S(1519) SRRM2_S(1548) SRRM2_S(1559) SRRM2_S(1561) SRRM2_S(1565) SRRM2_S(1648) SRRM2_S(1653) SRRM2_S(1709) SRRM2_S(1712) SRRM2_S(1713) SRRM2_S(1747) SRRM2_S(1750) SRRM2_S(1791) SRRM2_S(1814) SRRM2_S(1831) SRRM2_S(1834) SRRM2_S(1848) SRRM2_S(1866) SRRM2_S(1888) SRRM2_S(1896) SRRM2_S(19) SRRM2_S(1901) SRRM2_S(1919) SRRM2_S(1937) SRRM2_S(1983) SRRM2_S(1987) SRRM2_S(1996) SRRM2_S(2) SRRM2_S(2084) SRRM2_S(2089) SRRM2_S(21) SRRM2_S(2111) SRRM2_S(2209) SRRM2_S(2219) SRRM2_S(222) SRRM2_S(2224) SRRM2_S(224) SRRM2_S(2368) SRRM2_S(24) SRRM2_S(2415) SRRM2_S(2417) SRRM2_S(2421) SRRM2_S(2618) SRRM2_S(265) SRRM2_S(268) SRRM2_S(2698) SRRM2_S(270) SRRM2_S(271) SRRM2_S(2714) SRRM2_S(2719) SRRM2_S(2735) SRRM2_S(275) SRRM2_S(279) SRRM2_S(281) SRRM2_S(3872) SRRM2_S(4) SRRM2_S(417) SRRM2_S(432) SRRM2_S(435) SRRM2_S(449) SRRM2_S(472) SRRM2_S(474) SRRM2_S(478) SRRM2_S(483) SRRM2_S(495) SRRM2_S(5) SRRM2_S(518) SRRM2_S(562) SRRM2_S(564) SRRM2_S(566) SRRM2_S(573) SRRM2_S(575) SRRM2_S(5831) SRRM2_S(6) SRRM2_S(7) SRRM2_S(713) SRRM2_S(727) SRRM2_S(741) SRRM2_S(743) SRRM2_S(759) SRRM2_S(761) SRRM2_S(763) SRRM2_S(771) SRRM2_S(797) SRRM2_S(799) SRRM2_S(8) SRRM2_S(801) SRRM2_S(802) SRRM2_S(834) SRRM2_S(887) SRRM2_S(890) SRRM2_S(892) SRRM2_S(931) SRRM2_S(934) SRRM2_S(935) SRRM2_S(951) SRRM2_T(1063) SRRM2_T(1409) SRRM2_T(15) SRRM2_T(1527) SRRM2_T(1571) SRRM2_T(1698) SRRM2_T(1844) SRRM2_T(1892) SRRM2_T(1907) SRRM2_T(1931) SRRM2_T(1939) SRRM2_T(1942) SRRM2_T(2089) SRRM2_T(2247) SRRM2_T(2291) SRRM2_T(2312) SRRM2_T(2381) SRRM2_T(2734) SRRM2_T(288) SRRM2_T(384) SRRM2_T(458) SRRM2_T(499) SRRM2_T(6) SRRM2_T(977) SRRM2_Y(1820) SRRM2_Y(2693),OFD1_S(195) OFD1_S(2,0.002140738542347289
NUMA1_C(1942) NUMA1_S(1105) NUMA1_S(1438) NUMA1_S(1728) NUMA1_S(1744) NUMA1_S(1756) NUMA1_S(1763) NUMA1_S(1766) NUMA1_S(1773) NUMA1_S(1792) NUMA1_S(1800) NUMA1_S(1804) NUMA1_S(1814) NUMA1_S(1844) NUMA1_S(1847) NUMA1_S(1868) NUMA1_S(1943) NUMA1_S(1970) NUMA1_S(2026) NUMA1_S(2047) NUMA1_S(369) NUMA1_S(386) NUMA1_S(388) NUMA1_S(479) NUMA1_S(80) NUMA1_T(1744) NUMA1_T(1760) NUMA1_T(1811) NUMA1_T(1854) NUMA1_T(2041) NUMA1_T(2051) NUMA1_T(2092) NUMA1_T(211) NUMA1_T(578) NUMA1_Y(1865),OFD1_S(195) OFD1_S(2,0.011751904637163758
NHSL3_C(327) NHSL3_S(1007) NHSL3_S(1028) NHSL3_S(1089) NHSL3_S(155) NHSL3_S(215) NHSL3_S(221) NHSL3_S(280) NHSL3_S(314) NHSL3_S(327) NHSL3_S(338) NHSL3_S(347) NHSL3_S(376) NHSL3_S(381) NHSL3_S(392) NHSL3_S(397) NHSL3_S(398) NHSL3_S(409) NHSL3_S(426) NHSL3_S(429) NHSL3_S(438) NHSL3_S(447) NHSL3_S(561) NHSL3_S(573) NHSL3_S(575) NHSL3_S(579) NHSL3_S(881) NHSL3_S(981) NHSL3_T(221) NHSL3_T(445) NHSL3_T(517) NHSL3_T(590) NHSL3_T(91) NHSL3_Y(737),OFD1_S(195) OFD1_S(2,0.0044478495231745395
AHCTF1_S(1087) AHCTF1_S(1168) AHCTF1_S(1185) AHCTF1_S(1188) AHCTF1_S(1189) AHCTF1_S(1190) AHCTF1_S(1250) AHCTF1_S(1270) AHCTF1_S(1278) AHCTF1_S(1371) AHCTF1_S(1396) AHCTF1_S(1464) AHCTF1_S(1507) AHCTF1_S(1538) AHCTF1_S(1629) AHCTF1_S(1651) AHCTF1_S(1771) AHCTF1_S(1797) AHCTF1_S(1806) AHCTF1_S(1841) AHCTF1_S(1865) AHCTF1_S(1866) AHCTF1_S(1901) AHCTF1_S(1903) AHCTF1_S(1913) AHCTF1_S(1914) AHCTF1_S(1946) AHCTF1_S(2060) AHCTF1_S(2065) AHCTF1_S(2078) AHCTF1_S(2089) AHCTF1_S(2154) AHCTF1_S(2155) AHCTF1_S(2207) AHCTF1_S(2209) AHCTF1_S(2212) AHCTF1_S(2219) AHCTF1_S(2257) AHCTF1_S(2261) AHCTF1_S(566) AHCTF1_S(995) AHCTF1_T(1208) AHCTF1_T(1229) AHCTF1_T(1361) AHCTF1_T(1832) AHCTF1_T(1843) AHCTF1_T(1868) AHCTF1_T(1917) AHCTF1_T(2048),OFD1_S(195) OFD1_S(2,0.007797651952489601
