DatasetName,NELFA_S(237) NELFA_S(350) NELFA_S(360) NELFA_S(363) NELFA_S(374) NELFA_S(83) NELFA_S(86) NELFA_T(246) NELFA_T(250) NELFA_T(288) NELFA_T(297),NELFA_T(146) NELFA_T(243),NELFA_S(13) NELFA_S(192) NELFA_S(196) NELFA_S(225) NELFA_S(229) NELFA_S(230) NELFA_S(233) NELFA_S(244) NELFA_S(367) NELFA_S(7) NELFA_T(157) NELFA_T(212) NELFA_T(227) NELFA_T(239) NELFA_T(277) NELFA_T(365)
CK2022_13 200-1,0.6365436747833002,,0.5008541639358786
AS2011_Ratio H/L Normalized_2,,,
PG2020_Intensity 6h_D,0.6300080794287957,,0.4977388862065553
CK2022_16 16-1,0.6358697708039064,,
FS2019_db/db3,,,
CK2022_15 40-1,,,
NJH2024_Sub9_MICT_Pre,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,
WZ2023_Su_005_10min,0.6443357241216771,,0.5101651226991847
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,
KBE2022_Log2_Ex_41_T,0.6337857269985272,,0.5014230534432569
AMK2021_Ctrl_p1,,,
AH2018_LFQ_IT_3_X,0.6341018825929541,,
HS2024_5_PD_T3,,,0.5150207295013953
AH2018_TMTMS3_3_X,0.6285186181084711,,0.5022246299076472
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,
KBE2022_Log2_Ex_40_U,0.6342944561974985,,
AH2018_LFQ_M_1_N,0.6442439667057595,,
KBE2022_Log2_Ex_27_U,0.6319271846618076,,
HW2015_Ratio M/L normalized Exp3,,,
RKK2015_TNF-α/IKKb(K44M),,,
AH2018_SILAC_M_1_N,0.609997343242095,,
HW2015_Ratio M/L normalized Exp1,,,
RB2022_5_RecoveryStrength,,,
YP2020_Intensity P10_R1_mult_log2,,,
RB2022_7_PreStrength,,,
YA2020_Reporter_intensity_Normal_No.4,0.6388903427054781,,0.5008417214979003
NJH2025_Sub13_HIIT_Pre,,,
PG2020_Intensity CT_D,0.633069597609277,,0.48312772479992805
NJH2025_Sub9_MICT_Post,,,
VOI2024_Veh1 mono,,,
CK2022_12 16-1,0.6361562728475044,,
RN2012_L13,,,0.4917988213476047
LG2023_Control-1_intensity,,,
RM2024_Intensity D6-3___2,,,
KBE2022_Log2_Ex_8_U,0.6308120049844115,,
SR2019_SKBR3_Biol_repl_3,,,
NJH2024_Sub1_MICT_Post,,,
HS2024_3_I_T2,,,0.5057548292919563
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,
RM2024_Intensity D0-3___3,,,
HS2024_6_I_T2,,,0.5041723935650182
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,
AS2011_Ratio H/L Protein Inhi_1,,,
FSO2013_Ratio H/M normalized Rep2___1,0.6380804168145412,,0.5091365309268874
GRW2016_Ratio M/L normalized SILAC 5a___2,,,
CK2022_10 40-1,,,
NJH2024_Sub12_HIIT_Pre,,,
NJH2024_Sub8_MICT_Pre,,,
RM2024_Intensity D0-1___1,,,
LY2019_P3+,0.6330480556460967,,0.5087929023730733
HH2022_Reporter intensity 6,,,
RB2022_2_RecoveryStrength,,,
KTGR2014_Ratio-AA 15 mins,,,
AS2011_Ratio H/L Normalized RNAi_2_2,,,
KS2014_Intensity pY_N3,,,
MV2014_Ratio H/L normalized B1___2 (30 min),,,
LY2019_P5-,0.6210139417080778,,0.5120657329942961
HW2015_Ratio M/L normalized Exp2,,,
SR2019_HCC1419_Biol_repl_1,,,
AH2018_TMTMS2_3_X,0.6314213689880007,,0.4990688406539877
GF2025_P3_Adh,,,0.49593020162494816
SR2019_JIMT1_Biol_repl_2,,,
AH2018_TMTMS2_1_C,0.6348218813035149,,0.498863579249671
RM2024_Intensity D0-1___2,,,
LY2019_P4+,0.6176609092533051,,0.5149338519498305
KBE2022_Log2_Ex_19_U,0.6336000634481823,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,,
RB2022_4_PostStrength,,,
LG2023_GSK3α-3_intensity,0.6317531202338492,,
YA2020_Reporter_intensity_Cancer_No.1,0.6390333047604703,,0.48946228991667434
AST2020_Control,,,0.5012092185990003
JAW2011_Ratio H/L LS1a,,,
RCJD2014_5min_mean,,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,
NJH2025_Sub1_MICT_Mid,,,
TM2022_S2.12h.C,,,
NJH2025_Sub9_MICT_Mid,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,
FSO2013_Ratio M/L normalized Rep2___1,0.6163047591450699,,0.4845489683678172
LG2023_Control-2_intensity,,,
NJH2024_Sub8_HIIT_Pre,,,
KS2014_Intensity pY_N2,,,
RB2022_5_RecoverySprint,,,
RB2022_7_RecoverySprint,,,
YA2020_Reporter_intensity_Normal_No.3,0.6383281167434977,,0.4995713589212475
HS2024_8_B_T2,,,0.4985895014374431
AH2018_LFQ_1_X,0.6364835269546735,,
RM2024_Intensity D6-1___1,,,
RCJD2014_10min_2,,,
FR2021_Norm.Intensity.M,,,
RM2024_Intensity D0-3___1,,,
KS2014_Intensity N2,,,0.5036228707618223
HH2022_Reporter intensity 1,0.6432405200877622,0.3195424262215387,
HH2022_Reporter intensity 2,0.6434063677511616,0.3204164656994314,
RM2024_Intensity D6-2___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,
RM2024_Intensity D2-3___2,,,
YA2020_Reporter_intensity_Normal_No.5,0.6395619009382654,,0.5008319929859791
SR2019_MCF7_Biol_repl_1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,
HS2024_8_B_T1,,,0.49571632093812634
NJH2025_Sub6_HIIT_Pre,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,
EP2017_Untreated R#2 log2 ratio,0.6053890394008541,,0.541211464201923
SR2019_LM2_Biol_repl_3,,,
RB2022_4_RecoveryStrength,,,
CR2017_Ratio Replicate 2,0.6366034845998759,,0.4984977335223157
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,
FSO2013_Ratio H/M normalized Rep3,0.6534537475445384,,0.4978029274305622
AR2021_KD 72h,0.6460095894705297,,
MV2014_Ratio H/M normalized B2___3 (5 min),,,
KBE2022_Log2_Ex_18_U,0.6338336743936003,,
AS2011_Ratio H/L Inhi_1_1,,,
NJH2024_Sub8_MICT_Post,,,
AH2018_TMTMS3_3_C,0.6255839818136733,,0.5014398640620398
KBE2022_Log2_Ex_9_U,0.6326570874912646,,
AH2018_SILAC_M_3_N,,,
KBE2022_Log2_Ex_13_T,0.629984102677827,,
RM2024_Intensity D0-3,,,
SR2019_SKBR3_Biol_repl_1,,,
PG2020_Intensity Mock_10h_C,0.6284641194183025,,0.48556258447200845
CF2017_OSE 29,,,0.4915414007952176
YB2013_Ratio_H_L_Normalized_in_experiment_1,,,
NJH2025_Sub1_HIIT_Post,,,
DL2023_24h-2,,,
HS2024_7_B_N2,,,0.5042526537979053
PG2020_Intensity 10h_A,0.6187370185534397,,0.49990494732524204
RN2012_L12,,,0.5104685735066156
MV2014_Ratio M/L normalized B1___3 (5 min),,,
NJH2024_Sub8_MICT_Mid,,,
AH2018_LFQ_IT_4_C,,,
SAS2015_PLX/AZD_Exp1,,,
FR2021_Norm.Intensity.A,,,
FSO2013_Ratio H/M normalized Rep1___1,0.6069870253622665,,0.5221441311974369
JW2015_Intensity cap2,,,
BS2014_Log2(Ratio H/L normalized Rep_2),,,
NJH2024_Sub6_MICT_Post,,,
CK2022_8 40-1,,,
RB2022_7_RecoveryEndurance,,,
NJH2025_Sub12_HIIT_Post,,,
EJN2021_4_Ex_Basal,,,
TM2022_S2.12h.B,,,
RN2012_L15,,,
KS2014_Intensity pY_PV3,,,
TM2022_S2.4h.B,,,
PG2020_Intensity 4h_A,0.6342750193638351,,0.49360702577063537
FSO2013_Ratio H/M normalized Rep2___2,,,
TM2022_mock.4h.B,,,
KBE2022_Log2_Ex_24_U,0.6331039157235098,,0.5005937680362754
NJH2025_Sub13_MICT_Mid,,,
KS2014_Intensity C3,,,
RB2022_1_PreSprint,,,
HS2024_4_I_N1,,,0.4982108509775706
CK2022_7 200-1,0.635834517611182,,0.5042760724438644
CK2022_5 200-1,0.6357307073124969,,0.5041844714020199
