DatasetName,CAD_M(1833) CAD_S(10) CAD_S(1038) CAD_S(1403) CAD_S(1796) CAD_S(1828) CAD_S(1830) CAD_S(1859) CAD_S(1900) CAD_S(1938) CAD_T(1037) CAD_T(1827) CAD_T(1830) CAD_T(1833) CAD_T(1884) CAD_T(1889) CAD_T(1906),CAD_S(1044) CAD_S(1112) CAD_S(1343) CAD_S(138) CAD_S(1406) CAD_S(1407) CAD_S(5) CAD_S(975) CAD_T(1831) CAD_T(1888)
CK2022_13 200-1,0.5968501278573877,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.6011930521794568,
CK2022_16 16-1,0.5984878335265972,
FS2019_db/db3,,0.40794587617148304
CK2022_15 40-1,0.6002236545091378,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.6103194666200796,0.3962109380303572
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.599607662916493,0.3842283474952793
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,
HS2024_5_PD_T3,0.5911961664062,0.41103765110838664
AH2018_TMTMS3_3_X,0.5970219521772442,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,0.6039161849396306,0.40378110459480154
KBE2022_Log2_Ex_40_U,0.604983788240926,0.3814644162052899
AH2018_LFQ_M_1_N,0.6024611785058341,
KBE2022_Log2_Ex_27_U,0.6015877066290755,0.384700119094968
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5921120326631147,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,
YP2020_Intensity P10_R1_mult_log2,0.5876881946437983,0.3933225467124676
RB2022_7_PreStrength,,
YA2020_Reporter_intensity_Normal_No.4,,0.41179617364294907
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.6055599401887317,0.37438275436256435
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5981381187471105,
RN2012_L13,0.5996446010428506,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5994826817256901,0.39203822243079023
SR2019_SKBR3_Biol_repl_3,0.5989609031354737,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.6082587700834334,0.4285075067749865
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5867322669670517,
CW2012_10 µM Erl/control Experiment 2 Replicate B,0.594002233789364,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5884543117231548,0.40318228723529037
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5992569729756108,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5986667978120964,0.40689193690050784
HH2022_Reporter intensity 6,0.5957803144639348,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.6065961905634588,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5866984651164608,0.42062660430194254
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.6021502175094284,0.40957405544437886
AH2018_TMTMS2_3_X,0.5915366176061904,0.40453777270798275
GF2025_P3_Adh,0.5914239077215849,0.41245006086038466
SR2019_JIMT1_Biol_repl_2,0.6099528222921043,
AH2018_TMTMS2_1_C,0.5913363803829468,0.4029991323278531
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5907093891386321,0.4296218802653648
KBE2022_Log2_Ex_19_U,0.6012483214545435,0.3800745508042596
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,0.40867797677990386
AST2020_Control,0.5979287772380862,0.4021782874509925
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5932440239787511,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.6059472998967029,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,,0.4028195103108888
HS2024_8_B_T2,0.5844851234271204,
AH2018_LFQ_1_X,0.601393110276903,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,0.5926006608114621,0.4081515620199948
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.6069540532309463,
HH2022_Reporter intensity 1,0.5928414460692784,
HH2022_Reporter intensity 2,0.5928208861455809,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,0.5927718010846482,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,0.4026444592444326
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,0.5929491980270925,
HS2024_8_B_T1,0.5881723302163564,0.370725069420894
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.573262888662363,0.37102944653661357
SR2019_LM2_Biol_repl_3,0.5835882782570582,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.5969549057772494,0.39240692551712375
CW2012_10 µM Erl/control Experiment 2 Replicate A,0.5946982793516361,
FSO2013_Ratio H/M normalized Rep3,0.5889022621493974,0.39877299027296953
AR2021_KD 72h,0.6004258048095177,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.6000396635419325,0.395233230911534
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5964367887105371,
KBE2022_Log2_Ex_9_U,0.5995195988179474,0.3860976726688306
AH2018_SILAC_M_3_N,0.5928787025418254,
KBE2022_Log2_Ex_13_T,0.6039770203378511,0.385412666140433
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.5988377038737722,
PG2020_Intensity Mock_10h_C,0.6046597834553935,
CF2017_OSE 29,0.5863554959589554,0.40351258515712896
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5862169494642865,
PG2020_Intensity 10h_A,0.5821863537643905,
RN2012_L12,0.5920654067962127,0.4104857962023294
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5926062418603264,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,0.5937798771391514,0.4109458111740706
FSO2013_Ratio H/M normalized Rep1___1,0.5858165171727389,0.4071081943628686
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5985172260196989,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,0.5875009334417308,0.4249610979113762
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.6044669761623453,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5995853293526326,0.3850936751143311
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5824778247318618,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5875701797759332,
CK2022_7 200-1,0.5995689238376021,
