DatasetName,PTMS_S(13) PTMS_S(2),PTMS_S(5)
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,0.4612591531498131
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5025743927852612,0.4918675539703767
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,,0.5669664061822465
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,,0.7659960802280024
HS2024_8_I_T3,,0.4507798812303802
CF2017_EOC 3,0.5594187106659768,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.4773416697047834,0.4876902269218744
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,,0.6023298306542262
AS2011_Ratio H/L_3,,
CK2022_1 40-1,,0.5334771736175776
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,,0.5471768346015791
KS2014_Intensity N3,0.5393149391409491,0.3637601562794338
RB2022_4_RecoveryEndurance,,0.5331113828230987
RB2022_5_RecoveryEndurance,,0.5563169119553855
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5566171969260845,0.5487706389373731
FSO2013_Ratio H/M normalized Rep2,,
RAM2015_Log2 A,0.5501471342392079,0.5024823839939575
HS2024_8_PD_T1,,0.5844340539240099
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,
KS2014_Intensity E15_2,,0.2205759871668313
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5203236674781816,0.5436888899359233
HS2024_7_I_T1,0.6691586010486699,0.7038924895011384
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,,0.544603542639152
AH2018_SILAC_M_3_X,0.5669417099925083,0.5599021688737442
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,0.5570704595153839,0.4808641778557432
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.65432239611865,0.6128370440561324
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,,0.5031131677253574
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5584068294894015,0.6215445264035476
HS2024_6_B_N1,,0.55326120836938
KBE2022_Log2_Ex_27_T,,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,,0.5284599073476485
AH2018_SILAC_IT_3_X,0.5188148359166597,0.4636484207220472
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,0.4576861231216782
FSO2013_Ratio M/L normalized Rep2,,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,,0.5500792539768452
RB2022_6_PreSprint,,0.6159455090612038
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.6141592097041078,0.5564835891535219
DL2023_control-1,,
AR2021_ALG 10 μM,,0.5646779418511518
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5312627430872352,0.4885442350631982
EJN2021_4_Rest_Ins,,
RN2012_H05,0.5277502493141377,0.637443023502685
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,,0.3538589441916392
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,,0.521828129784633
EJN2021_1_Rest_Ins,,
HH2022_Reporter intensity 3,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5388138062934841,0.5296438727748665
JW2021_After_3,,
GF2025_P8_Sph,,0.7411812223844206
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5394125634429487,0.5048438757746254
CK2022_11 200-1,,0.4833127320252773
CK2022_12 200-1,,0.484326397083977
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,,
WZ2023_Su_010_20min,,0.6156561614090319
AH2018_TMTMS2_2_N,0.6217720676263943,0.4032061107510966
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,
AH2018_TMTMS3_Pool,0.7650696211289025,0.6225198292985702
KS2014_Intensity N4,0.5277029312839424,0.5927911155180468
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,,
CK2022_14 200-1,,0.5022725020375035
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,,0.5918463276532425
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.7848205752309325,0.6886452092353222
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,,0.5024842902376104
GF2025_P1_Adh,,0.5148976479480303
GF2025_P1_Sph,,0.6958151808757501
EJN2021_5_Ex_Basal,,
HS2024_7_I_T3,0.7196054666566534,0.741786505316977
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,,0.58413782383183
CF2017_EOC 1,0.49877420123254723,
CK2022_3 200-1,,0.4890596541091947
AH2018_LFQ_IT_3_C,0.5193879708495188,0.4647946905877655
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,,0.5817344752715072
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.6390900022042779,0.5144557120115724
HS2024_5_B_T1,,0.4799282858592912
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,,0.6463842839174245
RB2022_6_PreStrength,,0.5832553655471218
CK2022_2 40-1,,0.5264877781838481
RB2022_1_PostSprint,,
CK2022_4 200-1,,0.484086222574815
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,,0.5510017812560378
AR2021_ALG 1 μM,,0.7172922953176926
HS2024_4_B_T1,0.6021665014055004,0.5909409677659508
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,,0.4098406055746253
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,,0.3100227029612783
CK2022_9 16-1,,0.4679341762309377
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,,0.4999561849348143
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,,
CK2022_16 16-1,,0.5138872816660084
FS2019_db/db3,,
CK2022_15 40-1,,0.5420599907484035
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,,0.6300576650871408
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5620268025481592,0.5500723539850462
HS2024_5_PD_T3,,0.585789260822769
AH2018_TMTMS3_3_X,0.7153618799660563,0.571211328553189
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,,
AH2018_LFQ_M_1_N,0.6231111902814235,0.5571610569720749
KBE2022_Log2_Ex_27_U,,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5580294546140061,0.5515374010601036
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,0.5148001640757914
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,,0.533745487081976
YA2020_Reporter_intensity_Normal_No.4,,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,,0.474233432936667
RN2012_L13,0.5610180573510859,0.3404571934648349
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5041251314388958,0.4596510208538168
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,0.4093650929189292
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,0.5369714809710002
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,,
HH2022_Reporter intensity 6,,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.6905062730127927,0.4444375621441153
GF2025_P3_Adh,,0.3037087956038564
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.6139279091665689,0.439835864930769
RM2024_Intensity D0-1___2,,
LY2019_P4+,,
KBE2022_Log2_Ex_19_U,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,0.585139236041727
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,0.611541166854038
RB2022_7_RecoverySprint,,0.5163056255429032
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,,0.740315583816591
AH2018_LFQ_1_X,0.6362043940796022,0.5899355764111072
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,0.6137144480734071,0.4698693677125083
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.557933329670349,0.5542423213116711
HH2022_Reporter intensity 1,,
HH2022_Reporter intensity 2,,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,0.544876481534527
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5888417287267078,0.572726368102169
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.6056836912793772,0.6571888596351828
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,,0.6061257600859363
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.7451816478302795,0.5966681286601787
KBE2022_Log2_Ex_9_U,,
AH2018_SILAC_M_3_N,0.5461618356672167,0.5183424202231612
KBE2022_Log2_Ex_13_T,,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,0.3913098080102977
PG2020_Intensity 10h_A,,0.4301276671960708
RN2012_L12,,0.6007351175998876
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5318160324940201,0.489650813876768
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,0.5936210190246004,0.5352460221381292
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,0.597590358258034
RB2022_7_RecoveryEndurance,,0.5809855159225785
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,,0.5438589566839234
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5572483103412074,0.6902077985266369
RB2022_1_PreSprint,,
HS2024_4_I_N1,,0.3194962089204571
CK2022_7 200-1,,0.5866571740513994
CK2022_5 200-1,,0.5868766823963738
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5978218745613311,0.5207737633177132
AH2018_SILAC_MR_1_X,0.6167259085316068,0.4927802013683084
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,0.5433762888338088
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,
AH2018_SILAC_3_C,0.5318543984559061,0.48972754580054
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,0.4296000470371662
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.614485206384852,0.5350449970425094
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.6750011326016367,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.49689434648384634,0.4675777911425693
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,0.5568619975292768
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,0.5467464763832555,0.5195117016552386
AH2018_SILAC_IT_1_X,0.501575277305069,0.4291693034988659
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.7420627667428263,0.7818559974140148
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,,0.6619354368235845
WZ2023_Pe_025_20min,,0.6084564418372241
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.6136723760778211,0.5214067787909776
HS2024_4_I_N2,,0.5559268947002916
AH2018_TMTMS2_3_N,0.6371400882712208,0.3761197752528462
RN2012_H06,,0.4043692696202103
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,0.5807626745841588
