DatasetName,DHX8_S(228) DHX8_S(230) DHX8_S(385) DHX8_S(395) DHX8_S(454) DHX8_S(460),DHX8_M(460) DHX8_S(129) DHX8_S(456) DHX8_S(513)
SR2019_HCC1419_Biol_repl_1,0.5601900785457948,
AH2018_TMTMS2_3_X,,0.40405035750835394
GF2025_P3_Adh,0.5689675695317146,
SR2019_JIMT1_Biol_repl_2,0.5550315815954591,
AH2018_TMTMS2_1_C,,0.399111210064571
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5689649498150677,
KBE2022_Log2_Ex_19_U,0.5661149699340818,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,0.5529488752614228,
AH2018_LFQ_1_X,,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5629992611590073,
HH2022_Reporter intensity 1,0.5670812286821483,
HH2022_Reporter intensity 2,0.56647563939646,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,0.568659263278052,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5532304730423007,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5710594902747996,
SR2019_LM2_Biol_repl_3,0.5419945766328148,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.5738898488776034,0.43289324486099195
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,0.593822587110418,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5674707639597717,0.39090224041774024
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,
KBE2022_Log2_Ex_9_U,0.5630436844226095,0.39312451864690867
AH2018_SILAC_M_3_N,,
KBE2022_Log2_Ex_13_T,0.5616638649863425,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,0.5469794282058036,
PG2020_Intensity Mock_10h_C,0.5536168934330616,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5597198165006784,
PG2020_Intensity 10h_A,,
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5641252056967595,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5384519304578178,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5659960727147576,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5749064913701311,
CK2022_7 200-1,0.5759569444627072,
CK2022_5 200-1,0.5769700622929864,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,,
AH2018_SILAC_MR_1_X,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.5814855551684813,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5711000435594389,
AH2018_SILAC_3_C,,
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,0.5632330598937657,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5525198691395315,
KBE2022_Log2_Ex_9_T,0.5682642593247568,0.3942271149769271
AH2018_SILAC_IT_2_N,,
AH2018_SILAC_IT_1_X,,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.5577837619398077,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5476910768928576,
WZ2023_Pe_025_20min,0.5821360101962717,0.3983914400633791
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,0.5698850310507806,
AH2018_TMTMS2_3_N,,0.39804050070927344
RN2012_H06,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,0.585485205248472,
WZ2023_Su_005_30min,0.5810666639690054,0.3956454014389393
SR2019_HCC1419_Biol_repl_4,0.5553744690008173,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,0.5485643745669823,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5619141186840694,0.407270678832826
WZ2023_Su_025_10min,0.5837183304903157,0.4194776920547856
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5841299716521693,0.39521127235991116
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5495493425546759,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5650952931661869,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,,
LY2019_P7+,0.5835443304938944,
EP2017_Untreated R#1 normalized log2 ratio,0.5787606887173361,
RN2012_L10,,
PG2020_Intensity 4h_C,,
EP2017_Mitotic R#3 normalized log2 ratio,0.5499750311713135,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
