DatasetName,CDK12_S(1053) CDK12_S(1080) CDK12_S(1082) CDK12_S(1083) CDK12_S(1236) CDK12_S(133) CDK12_S(14) CDK12_S(152) CDK12_S(154) CDK12_S(215) CDK12_S(225) CDK12_S(228) CDK12_S(236) CDK12_S(238) CDK12_S(24) CDK12_S(249) CDK12_S(25) CDK12_S(253) CDK12_S(265) CDK12_S(268) CDK12_S(274) CDK12_S(276) CDK12_S(283) CDK12_S(291) CDK12_S(292) CDK12_S(293) CDK12_S(3) CDK12_S(30) CDK12_S(300) CDK12_S(301) CDK12_S(302) CDK12_S(303) CDK12_S(306) CDK12_S(318) CDK12_S(32) CDK12_S(320) CDK12_S(322) CDK12_S(323) CDK12_S(325) CDK12_S(331) CDK12_S(332) CDK12_S(333) CDK12_S(334) CDK12_S(338) CDK12_S(341) CDK12_S(343) CDK12_S(345) CDK12_S(356) CDK12_S(360) CDK12_S(382) CDK12_S(383) CDK12_S(384) CDK12_S(385) CDK12_S(394) CDK12_S(400) CDK12_S(418) CDK12_S(420) CDK12_S(423) CDK12_S(440) CDK12_S(644) CDK12_S(681) CDK12_S(685) CDK12_S(889) CDK12_T(1242) CDK12_T(1244) CDK12_T(1246) CDK12_T(1255) CDK12_T(514) CDK12_T(692) CDK12_T(871) CDK12_T(882) CDK12_T(889) CDK12_T(892) CDK12_T(893) CDK12_Y(279) CDK12_Y(327),CDK12_S(1226) CDK12_S(1232) CDK12_S(153) CDK12_S(211) CDK12_S(261) CDK12_S(290) CDK12_S(315) CDK12_S(349) CDK12_S(357) CDK12_S(359) CDK12_S(614) CDK12_S(680) CDK12_S(684) CDK12_T(11) CDK12_T(255) CDK12_T(57) CDK12_T(65) CDK12_Y(319)
ZQ2022_C2,0.5529783543403304,
RB2022_5_PreSprint,0.5543932628133292,
PG2020_Intensity 8h_C,0.5512972028275822,
AH2018_SILAC_MR_2_N,0.5595459424039358,
MV2014_Ratio M/L normalized A1___2 (2 min),,
TM2022_S2.8h.B,,
MV2014_Ratio M/H normalized B3___1 (30 min),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,
RM2024_Intensity D6-1___2,,
NJH2025_Sub7_MICT_Mid,,
LY2019_P1+,0.5477884476608149,
AS2011_Ratio H/L Proteins Inhi_2,,
BS2014_Log2(Ratio H/L normalized),,
UK2020_HCM_2,0.5526755506827369,
FSO2013_Ratio H/L normalized Rep2___2,,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5410143687873749,
RM2024_Intensity D4-3___3,,
RB2022_5_PreStrength,0.5526576024410431,
NJH2024_Sub4_MICT_Mid,,
TM2022_S2.4h.A,,
RB2022_5_PostStrength,0.55510389020723,
GF2025_P6_Sph,0.5421088538777008,
RB2022_2_PreSprint,0.5529049045523697,
ZX2022_CB treated Replicate 3,0.5441714827783742,
RM2024_Intensity D6-2___3,,
WZ2023_Pe_025_10min,0.5592888595352832,0.3611063121455363
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,0.5550018373144517,
KBE2022_Log2_Ex_34_U,0.5522790282811773,0.36577190308421326
WZ2023_Pu_005_10min,0.5634181261926643,0.3611276609203278
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,,
CK2022_9 40-1,0.553393172703748,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,0.5521811576815646,
WZ2023_Pu_025_30min,0.563063614911214,0.3600928532745594
AH2018_SILAC_MR_2_X,0.5591605737920295,
HS2024_4_PD_T2,0.5532226013191197,
NJH2024_Sub4_HIIT_Pre,,
RB2022_2_RecoverySprint,0.5511995774384179,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,,
CR2017_Ratio Replicate 1.4,0.5664666250491456,
FR2021_Norm.Intensity.B,,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,
RB2022_5_PostSprint,0.5511191005619201,
EJN2021_3_Rest_Basal,,0.3637681753280435
CR2017_Ratio Replicate 1.3,0.5655741607785479,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.5574416415152872,
JJ2018_Ratio M/L normalized pP3,,
AH2018_SILAC_M_2_N,0.5632196886313517,
HS2024_7_PD_T2,0.553321669275497,
FSO2013_Ratio H/L normalized Rep1___1,0.5583963439211275,
AH2018_LFQ_1_C,0.5560689101027929,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5576437824595066,
HS2024_3_B_N1,0.5528846352582112,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5577370569584916,0.36191509094493163
CK2022_11 40-1,0.5533397193194403,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,0.56308717530805,
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5555712009523016,
FSO2013_Ratio H/L normalized Rep2,0.5530461336215422,
WZ2023_Pu_005_20min,0.5624353249235395,0.36476831699207646
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5656443405789544,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,0.5535685853412212,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,0.552248457384774,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5538638217090533,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,0.5534721368592933,
HS2024_9_B_T2,0.5516940862485641,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5534831389410056,
FSO2013_Ratio M/L normalized Rep3___2,,
SR2019_BT549_Biol_repl_3,0.5492073926732907,
RCJD2014_20min_mean,0.5410134700354196,
FR2021_Norm.Intensity.H,,
RB2022_2_PreStrength,0.5508563811838911,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5539025463015703,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5532833428365131,
CK2022_1 200-1,0.5590797808524259,0.3592188429533079
PG2020_Intensity Mock_10h_D,0.5454643176114552,
SR2019_MCF10A_Biol_repl_2,0.5464710047782468,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.5527338804705604,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5349524057687661,
RCJD2014_5min_1,0.5664508633764233,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,0.554320609256288,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,,
SAS2015_PLX/AZD_Exp2,0.55328234465011,
CR2017_Ratio Replicate 3.3,0.5601627528760499,
PG2020_Intensity 2h_C,0.542188442485834,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5466602002269668,
KBE2022_Log2_Ex_8_T,0.5532730732733901,0.36283489848930284
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,0.5512967293522376,
RN2012_L11,0.5469478836915845,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.5523361223517662,
HS2024_5_PD_T1,0.554364632522393,
AH2018_LFQ_M_2_C,0.5501667354922699,
CK2022_3 40-1,0.5545893510507897,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,0.5538135123974748,
YA2020_Reporter_intensity_Cancer_No.5,0.5582513595777028,
HH2022_Reporter intensity 8,0.5437307614894054,0.366116006273308
ZQ2022_N2,0.5499289330073193,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5604188829432456,
EJN2021_5_Rest_Basal,,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.5573398285054836,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5573094204681756,
YA2020_Reporter_intensity_Normal_No.1,0.559520424181835,
HS2024_3_B_T1,0.5537434819804979,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,0.5523713334532322,
RB2022_1_PostEndurance,0.5527063174271601,
CR2017_Ratio Replicate 3,0.548982081985363,0.3762116372614157
SR2019_Hs578T_Biol_repl_3,0.5493219406853859,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.556425391982044,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5313538611215951,
HS2024_8_I_T3,0.5535102269345671,
CF2017_EOC 3,0.5490945987097281,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.5520856792514878,
DL2023_12h-2,0.5525188564934043,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5476863246282556,
WZ2023_Pu_010_20min,0.5636142536743133,0.3631061395797468
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5544411085513812,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,0.5514207931966483,
KS2014_Intensity N3,0.5601174306175155,0.36203511024990687
RB2022_4_RecoveryEndurance,0.552439963739997,
RB2022_5_RecoveryEndurance,0.553167777689613,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5647516086651554,
FSO2013_Ratio H/M normalized Rep2,0.5523117279490295,
RAM2015_Log2 A,0.5738260820162133,
HS2024_8_PD_T1,0.5538000118859929,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,0.5523703117154647,
KS2014_Intensity E15_2,0.5504508639634929,0.35708233561994246
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5511023556003339,0.35190725026907343
HS2024_7_I_T1,0.5523245311219594,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.5529155546925546,
SR2019_JIMT1_Biol_repl_1,0.5506679661760894,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5529823207428264,
AH2018_SILAC_M_3_X,0.5579075753938479,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5558726599465056,0.36674038390394936
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.553641042783372,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.548524070688542,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.554212345952247,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5500583814480166,
HS2024_6_B_N1,0.5533780567367104,
KBE2022_Log2_Ex_27_T,0.5568875383895057,0.3638804553591901
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5530119478041899,0.3652639888303015
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5538688929449052,
AH2018_SILAC_IT_3_X,0.5615663780865682,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5501507517583604,
FSO2013_Ratio M/L normalized Rep2,0.5495359272220123,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5500689450288683,0.3707397457202388
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.5536935564067136,
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.5446458268377546,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5535013516631617,
DL2023_control-1,0.552212638434613,
AR2021_ALG 10 μM,0.5434064550783733,0.36157144032531136
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5550503507237813,
EJN2021_4_Rest_Ins,,0.36134508629783924
RN2012_H05,0.5521736593658421,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5515455802220077,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5509026971647735,
EJN2021_1_Rest_Ins,,0.3651948798060028
HH2022_Reporter intensity 3,0.5607458315579744,0.3613614193296055
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5656395286804202,
JW2021_After_3,,
GF2025_P8_Sph,0.5396906741098266,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.562204358411114,
CK2022_11 200-1,0.5617897660758288,0.36521844929101177
CK2022_12 200-1,0.562098196348625,0.366762797238478
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.551734204288798,0.36455463865902704
WZ2023_Su_010_20min,0.5611583501523466,0.3635156833922578
AH2018_TMTMS2_2_N,0.5649514495593517,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.553801308048608,0.36722898881288607
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5539026673130314,0.3696743399693671
AH2018_TMTMS3_Pool,0.5616260466935045,
KS2014_Intensity N4,0.5472677948689335,0.3618287081592689
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,0.5506306838787605,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5543120062316779,
CK2022_14 200-1,0.5599409462571886,0.3633298440780948
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5529971442949522,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.5562438562735116,
AST2020_anti-CD3+PDL2.2,0.554628272779941,
PG2020_Intensity Mock_10h_A,0.5417831285262331,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,,0.3617136130265532
SR2019_LM2_Biol_repl_4,0.5423475616890774,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5530523002448309,
GF2025_P1_Adh,0.545936127756412,
GF2025_P1_Sph,0.5457704089720209,
EJN2021_5_Ex_Basal,,0.35851038233532073
HS2024_7_I_T3,0.5551863162086651,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.561266370897782,0.3589631247758851
CF2017_EOC 1,0.5447495088315665,
CK2022_3 200-1,0.5587688403037864,0.359540645508537
AH2018_LFQ_IT_3_C,0.5622490088530675,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.5517717312004438,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,0.5382389816709329,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5525361254330245,
HS2024_5_B_T1,0.5527831584643643,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.5539507999846965,
SR2019_MDAMB231_Biol_repl_2,0.5508832957953608,
HS2024_3_B_T2,0.5526667910422501,
RB2022_6_PreStrength,,
CK2022_2 40-1,0.5544850873958509,
RB2022_1_PostSprint,0.5532592564296761,
CK2022_4 200-1,0.5582927574255645,0.359846204076548
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5518505346356894,
AR2021_ALG 1 μM,0.5348072239382226,
HS2024_4_B_T1,0.5547834045806147,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.5512142408316685,
EJN2021_1_Rest_Basal,,0.3688738453111428
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.542771122453345,
CR2017_Ratio Replicate 3.2,0.5465072385868548,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5474528054945544,
CK2022_9 16-1,0.5530751730506195,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.5532297612696556,
CK2022_13 200-1,0.5604232311129835,0.3628547309274543
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5410382654924307,
CK2022_16 16-1,0.5533463870057864,
FS2019_db/db3,0.5530159649400456,
CK2022_15 40-1,0.5536994185764139,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5578618453840049,0.3677260552251316
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5557745751844938,0.36608224106351966
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5630242237802203,
HS2024_5_PD_T3,0.5536566980966127,
AH2018_TMTMS3_3_X,0.5630099656713679,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5522466523296924,0.3608111681969208
AH2018_LFQ_M_1_N,0.5491772983264988,
KBE2022_Log2_Ex_27_U,0.5566000694415486,0.35985283174901433
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.5524961057680309,
AH2018_SILAC_M_1_N,0.5659686344189815,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5550332921529859,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5521073023126588,
YA2020_Reporter_intensity_Normal_No.4,0.5561351134969372,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5504643048583309,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5533627053541593,
RN2012_L13,0.5497885648946611,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5538064019054618,0.36176899543821633
SR2019_SKBR3_Biol_repl_3,0.55300982581553,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5525284093696223,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5528472677871651,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5526857557729755,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5533553904140527,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5514035368587936,
HH2022_Reporter intensity 6,0.5522102467592032,0.35973109572393575
RB2022_2_RecoveryStrength,0.5531249060891306,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.5530108216750458,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.54721148234041,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5508765675723275,
AH2018_TMTMS2_3_X,0.5667605226238814,
GF2025_P3_Adh,0.5498291092819468,
SR2019_JIMT1_Biol_repl_2,0.5522498182783853,
AH2018_TMTMS2_1_C,0.5654641651109867,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5503937942022441,
KBE2022_Log2_Ex_19_U,0.5534385815926678,0.3597773066859596
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5544861453879983,
RB2022_4_PostStrength,0.5509056301951205,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5526515068534085,
AST2020_Control,0.5544432797515945,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5284135264669164,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.5519861630411032,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5525180599761195,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.5529067110493416,
RB2022_5_RecoverySprint,0.5559670049391229,
RB2022_7_RecoverySprint,0.5536343692929466,
YA2020_Reporter_intensity_Normal_No.3,0.557731529550972,
HS2024_8_B_T2,0.5511933840199478,
AH2018_LFQ_1_X,0.5512216677550086,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.520756397398741,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5443828871148,0.3551887273193248
HH2022_Reporter intensity 1,0.5605905147175735,0.36131551442725857
HH2022_Reporter intensity 2,0.56048533504244,0.35989158471185245
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5572467145710807,
SR2019_MCF7_Biol_repl_1,0.5492682455534922,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5549313527288209,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5498891372293292,
SR2019_LM2_Biol_repl_3,0.5501370109448419,
RB2022_4_RecoveryStrength,0.5546524971941151,
