DatasetName,PTOV1_S(36),PTOV1_S(34) PTOV1_S(73),PTOV1_S(40) PTOV1_S(53)
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,
KBE2022_Log2_Ex_40_U,,,
AH2018_LFQ_M_1_N,,0.5265760997841746,
KBE2022_Log2_Ex_27_U,,,
HW2015_Ratio M/L normalized Exp3,,,
RKK2015_TNF-α/IKKb(K44M),0.6695789734569576,,0.7004293631856047
AH2018_SILAC_M_1_N,,,
HW2015_Ratio M/L normalized Exp1,,,
RB2022_5_RecoveryStrength,,,
YP2020_Intensity P10_R1_mult_log2,,,
RB2022_7_PreStrength,,,
YA2020_Reporter_intensity_Normal_No.4,,,
NJH2025_Sub13_HIIT_Pre,,,
PG2020_Intensity CT_D,0.3482202855809524,,
NJH2025_Sub9_MICT_Post,,,
VOI2024_Veh1 mono,,,
CK2022_12 16-1,,,
RN2012_L13,0.5717755964236557,,
LG2023_Control-1_intensity,,,
RM2024_Intensity D6-3___2,,,
KBE2022_Log2_Ex_8_U,,,
SR2019_SKBR3_Biol_repl_3,0.2964179341974399,,
NJH2024_Sub1_MICT_Post,,,
HS2024_3_I_T2,0.4758123128295639,,0.533492802953009
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,
RM2024_Intensity D0-3___3,,,
HS2024_6_I_T2,0.5093828064737137,,0.5103749173844222
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,
AS2011_Ratio H/L Protein Inhi_1,,,
FSO2013_Ratio H/M normalized Rep2___1,0.3920753482408272,,0.4694171907119897
GRW2016_Ratio M/L normalized SILAC 5a___2,,,
CK2022_10 40-1,,,
NJH2024_Sub12_HIIT_Pre,,,
NJH2024_Sub8_MICT_Pre,,,
RM2024_Intensity D0-1___1,,,
LY2019_P3+,0.4399297498631856,,0.5095341643584195
HH2022_Reporter intensity 6,,,
RB2022_2_RecoveryStrength,,,
KTGR2014_Ratio-AA 15 mins,,,
AS2011_Ratio H/L Normalized RNAi_2_2,,,
KS2014_Intensity pY_N3,,,
MV2014_Ratio H/L normalized B1___2 (30 min),,,
LY2019_P5-,,,
HW2015_Ratio M/L normalized Exp2,,,
SR2019_HCC1419_Biol_repl_1,0.3921386613125469,,
AH2018_TMTMS2_3_X,,,
GF2025_P3_Adh,0.6618815021240523,,0.5459259963095873
SR2019_JIMT1_Biol_repl_2,0.3949431720892918,,
AH2018_TMTMS2_1_C,,,
RM2024_Intensity D0-1___2,,,
LY2019_P4+,0.6160220367941138,,0.6133819214941654
KBE2022_Log2_Ex_19_U,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5815459866852604,,
RB2022_4_PostStrength,,,
LG2023_GSK3α-3_intensity,,,
YA2020_Reporter_intensity_Cancer_No.1,,,
AST2020_Control,,,
JAW2011_Ratio H/L LS1a,,,
RCJD2014_5min_mean,,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,
NJH2025_Sub1_MICT_Mid,,,
TM2022_S2.12h.C,0.4437297245381181,,0.5293613094873093
NJH2025_Sub9_MICT_Mid,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.6248370541487208,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,
FSO2013_Ratio M/L normalized Rep2___1,0.4206859514165378,,0.4870906909198952
LG2023_Control-2_intensity,,,
NJH2024_Sub8_HIIT_Pre,,,
KS2014_Intensity pY_N2,,,
RB2022_5_RecoverySprint,,,
RB2022_7_RecoverySprint,,,
YA2020_Reporter_intensity_Normal_No.3,,,
HS2024_8_B_T2,0.4695378305026708,,0.5257787453519329
AH2018_LFQ_1_X,,0.48218170810237426,
RM2024_Intensity D6-1___1,,,
RCJD2014_10min_2,,,
FR2021_Norm.Intensity.M,0.4752439940698,,
RM2024_Intensity D0-3___1,,,
KS2014_Intensity N2,,,
HH2022_Reporter intensity 1,,,
HH2022_Reporter intensity 2,,,
RM2024_Intensity D6-2___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,
RM2024_Intensity D2-3___2,,,
YA2020_Reporter_intensity_Normal_No.5,,,
SR2019_MCF7_Biol_repl_1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,
HS2024_8_B_T1,0.3864899303568336,,0.4509200544805415
NJH2025_Sub6_HIIT_Pre,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,
EP2017_Untreated R#2 log2 ratio,,,
SR2019_LM2_Biol_repl_3,,,
RB2022_4_RecoveryStrength,,,
CR2017_Ratio Replicate 2,0.4558698219837436,,0.555620661310867
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,
FSO2013_Ratio H/M normalized Rep3,0.345154956748071,,0.5278770644736337
AR2021_KD 72h,,,
MV2014_Ratio H/M normalized B2___3 (5 min),,,
KBE2022_Log2_Ex_18_U,,,
AS2011_Ratio H/L Inhi_1_1,,,
NJH2024_Sub8_MICT_Post,,,
AH2018_TMTMS3_3_C,,,
KBE2022_Log2_Ex_9_U,,,
AH2018_SILAC_M_3_N,,0.5008601447356889,
KBE2022_Log2_Ex_13_T,,,
RM2024_Intensity D0-3,,,
SR2019_SKBR3_Biol_repl_1,0.3375341575563588,,
PG2020_Intensity Mock_10h_C,,,0.41191697078056255
CF2017_OSE 29,,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,,
NJH2025_Sub1_HIIT_Post,,,
DL2023_24h-2,,,
HS2024_7_B_N2,0.5205257116820505,,0.4873683106387098
PG2020_Intensity 10h_A,,,
RN2012_L12,,,
MV2014_Ratio M/L normalized B1___3 (5 min),,,
NJH2024_Sub8_MICT_Mid,,,
AH2018_LFQ_IT_4_C,,0.49656674926831845,
SAS2015_PLX/AZD_Exp1,,,
FR2021_Norm.Intensity.A,0.4536104755919322,,
FSO2013_Ratio H/M normalized Rep1___1,0.5814675928880779,,0.4692939812897663
JW2015_Intensity cap2,,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.3814072890009682,,0.4120798631286775
NJH2024_Sub6_MICT_Post,,,
CK2022_8 40-1,,,
RB2022_7_RecoveryEndurance,,,
NJH2025_Sub12_HIIT_Post,,,
EJN2021_4_Ex_Basal,,,
TM2022_S2.12h.B,0.4095487293649497,,0.5139785955166203
RN2012_L15,,,
KS2014_Intensity pY_PV3,,,
TM2022_S2.4h.B,0.5017983633030337,,0.5237574037595583
PG2020_Intensity 4h_A,,,
FSO2013_Ratio H/M normalized Rep2___2,,,
TM2022_mock.4h.B,0.4596597724869862,,0.5349875287397353
KBE2022_Log2_Ex_24_U,,,
NJH2025_Sub13_MICT_Mid,,,
KS2014_Intensity C3,,,
RB2022_1_PreSprint,,,
HS2024_4_I_N1,0.5763141310741021,,0.5743278762941815
CK2022_7 200-1,0.3939471566387709,,0.5267815844223351
CK2022_5 200-1,0.4125288743437386,,0.5190575908644148
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,0.5670669710212584,,
FSO2013_Ratio H/L normalized Rep2___1,0.4520435369405048,,0.4974808286325686
NJH2024_Sub10_HIIT_Mid,,,
RB2022_2_PostEndurance,,,
AH2018_LFQ_2_C,,,
AH2018_SILAC_MR_1_X,,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,
IMM2018_normalised rep. int. Empty-2,,,
RM2024_Intensity D4-1,,,
KBE2022_Log2_Ex_25_U,,,
AH2018_SILAC_3_C,,0.4966389855178947,
EJN2021_5_Rest_Ins,,,
VOI2024_0.1uM 24 h_3 di,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,
DB2022_LFQ intensity L2.1,,,
FSO2013_Ratio H/M normalized Rep1,0.5740292430347108,,0.4621755799485848
CK2022_4 16-1,,,
AS2011_Ratio H/L,,,
SR2019_MCF7_Biol_repl_4,0.3815836734505817,,
EJN2021_2_Ex_Ins,,,
AS2011_Ratio H/L Inhi_2_3,,,
JAW2011_Ratio H/L LS1a_1,,,
AH2018_LFQ_1_N,,0.514851378032541,
SAS2015_PLX/DMSO_Exp1,,,
SFR2015_HL_log2_ratio_avg_c,,,
JJ2018_Ratio M/L normalized pP2,,,
NJH2024_Sub7_MICT_Mid,,,
PG2020_Intensity 6h_B,,,
FSO2013_Ratio H/L normalized Rep3,0.4469631068687955,,0.5301492585841467
GRW2016_Ratio H/L normalized SILAC 2___2,,,
