DatasetName,MME_S(1) MME_S(3) MME_S(4) MME_S(6) MME_S(8) MME_T(76),MME_T(3)
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,0.4526686829688251,
RN2012_L11,,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,,
HS2024_5_PD_T1,0.4516361875313764,
AH2018_LFQ_M_2_C,,
CK2022_3 40-1,,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,0.5434217103048198,
YA2020_Reporter_intensity_Cancer_No.5,,
HH2022_Reporter intensity 8,0.4888169348894397,0.5920984575932022
ZQ2022_N2,0.5662560178567487,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,,
EJN2021_5_Rest_Basal,0.48712512049980855,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.5259684079589885,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,,
YA2020_Reporter_intensity_Normal_No.1,,
HS2024_3_B_T1,0.5030005067567869,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,0.5175567644240489,
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5040007519207509,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.5018379364025354,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5031082687207343,
HS2024_8_I_T3,0.4106178486040048,
CF2017_EOC 3,,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.5489633597799126,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,0.5466849556905782,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,,
KS2014_Intensity N3,,
RB2022_4_RecoveryEndurance,0.5292553221222055,
RB2022_5_RecoveryEndurance,0.5096800535696085,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,,
FSO2013_Ratio H/M normalized Rep2,,
RAM2015_Log2 A,,
HS2024_8_PD_T1,0.3932639696010307,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,
KS2014_Intensity E15_2,,
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.48946305266158996,
HS2024_7_I_T1,0.4380600867899787,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.46727612855997086,
AH2018_SILAC_M_3_X,,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.545097918186601,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,,
HS2024_6_B_N1,0.48266498635710015,
KBE2022_Log2_Ex_27_T,,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5172972293277399,
AH2018_SILAC_IT_3_X,,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,
FSO2013_Ratio M/L normalized Rep2,,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.519911697573321,0.6193359859221776
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,,
RB2022_6_PreSprint,0.5302281183981057,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,,
DL2023_control-1,,
AR2021_ALG 10 μM,,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,,
EJN2021_4_Rest_Ins,0.4531123190189066,
RN2012_H05,,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.42840894169444005,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5322042156375977,
EJN2021_1_Rest_Ins,0.4553976620945621,
HH2022_Reporter intensity 3,0.5153397404663744,0.6833399142334403
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,,
JW2021_After_3,,
GF2025_P8_Sph,0.4441132857243631,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,,
CK2022_11 200-1,,
CK2022_12 200-1,,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.472328629340935,0.5460871230432373
WZ2023_Su_010_20min,0.5329131075273223,
AH2018_TMTMS2_2_N,,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,
AH2018_TMTMS3_Pool,,
KS2014_Intensity N4,,
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,,
CK2022_14 200-1,,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5261321891051672,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,,
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,0.3801674641834553,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.4900200613202366,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,,
GF2025_P1_Adh,0.43028732783124396,
GF2025_P1_Sph,0.47554166188623864,
EJN2021_5_Ex_Basal,0.48307171092093837,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5301643482362305,
CF2017_EOC 1,0.4683612815748512,
CK2022_3 200-1,,
AH2018_LFQ_IT_3_C,,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.5077944146700094,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.47393070528100106,
HS2024_5_B_T1,0.5281302250478969,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.4741200113426364,
RB2022_6_PreStrength,0.500150037383622,
CK2022_2 40-1,,
RB2022_1_PostSprint,,
CK2022_4 200-1,,
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,,
AR2021_ALG 1 μM,,
HS2024_4_B_T1,0.46402945316196226,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.49253159049861034,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5298662702538784,
CK2022_9 16-1,,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.4812347753085371,
CK2022_16 16-1,,
FS2019_db/db3,,
CK2022_15 40-1,,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5269043197369259,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,,
HS2024_5_PD_T3,0.4865460894202347,
AH2018_TMTMS3_3_X,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,,
AH2018_LFQ_M_1_N,,
KBE2022_Log2_Ex_27_U,,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.48749156481499506,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5279798806067467,
YA2020_Reporter_intensity_Normal_No.4,,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,,
RN2012_L13,,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5112854521854022,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.4926292634188549,
HH2022_Reporter intensity 6,0.4816798459691018,0.6360135140232234
RB2022_2_RecoveryStrength,0.5015829989677912,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.47770278334114,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,,
GF2025_P3_Adh,0.4284205006732759,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.48032012145277597,
KBE2022_Log2_Ex_19_U,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5099644500915677,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5312533757499232,
RB2022_7_RecoverySprint,0.4980605461228123,
YA2020_Reporter_intensity_Normal_No.3,,
HS2024_8_B_T2,0.49625701568753006,
AH2018_LFQ_1_X,,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,
HH2022_Reporter intensity 1,0.5136272291972382,0.67821317726746
HH2022_Reporter intensity 2,0.49938986305883554,0.6874837837546653
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.4988055640223881,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.50780802547416,
CR2017_Ratio Replicate 2,0.4888043864776422,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,0.4937550797928993,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,,
KBE2022_Log2_Ex_9_U,,
AH2018_SILAC_M_3_N,,
KBE2022_Log2_Ex_13_T,,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,
CF2017_OSE 29,0.49061876500205964,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,0.407777649071084,
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,
RB2022_7_RecoveryEndurance,0.5255722202963337,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.4754567155963933,
TM2022_S2.12h.B,,
RN2012_L15,,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.52258615854585,
CK2022_7 200-1,,
CK2022_5 200-1,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,0.5315663576595479,
AH2018_LFQ_2_C,,
AH2018_SILAC_MR_1_X,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,,
AH2018_SILAC_3_C,,
EJN2021_5_Rest_Ins,0.46262958763154566,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.47574596348095904,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.4700833033466358,
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.5027073760444521,
KBE2022_Log2_Ex_9_T,,
AH2018_SILAC_IT_2_N,,
AH2018_SILAC_IT_1_X,,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.49285173679206123,
WZ2023_Pe_025_20min,0.5292033568495561,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,,
HS2024_4_I_N2,0.5463881083814655,
AH2018_TMTMS2_3_N,,
RN2012_H06,,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5435122500966268,
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5138825238092869,
WZ2023_Su_025_10min,0.5350007888212347,
AH2018_LFQ_IT_4_X,,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,0.5408762842298849,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.527570018942562,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,0.5052024278398117,
KS2014_Intensity,,
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.4508558283665927,
LY2019_P7+,0.5294444468731742,
EP2017_Untreated R#1 normalized log2 ratio,,
RN2012_L10,,
PG2020_Intensity 4h_C,0.44605513142283293,
EP2017_Mitotic R#3 normalized log2 ratio,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4,,
DB2022_LFQ intensity L1,,
KBE2022_Log2_Ex_24_T,,
RB2022_8_PostStrength,0.5248981565004228,
AH2018_SILAC_IT_2_X,,
HS2024_4_B_T3,0.4858920560802387,
NJH2024_Sub2_HIIT_Post,,
HS2024_8_B_N2,0.5499997114158675,
NJH2025_Sub8_HIIT_Pre,,
JJ2018_Ratio H/L normalized pP2___1,,
HS2024_8_I_T2,0.5053017356512036,
KBE2022_Log2_Ex_6_U,,
LATM2013_Normalized Log2 Ratio (Light/Medium) Reverse,,
CR2017_Ratio Replicate 1.1,0.4990657421090354,
CKC2017_log2 normalized phosphoproteomics_30min_rep#1,,
MV2014_Ratio M/H normalized B3___2 (30 min),,
CK2022_16 200-1,,
VOI2024_0.1uM 2 h_3 di,,
EP2017_Mitotic R#1 normalized log2 ratio,,
GF2025_P9_Sph,0.5033901196512226,
CK2022_6 200-1,,
NJH2024_Sub7_MICT_Post,,
