DatasetName,PNN_S(1) PNN_S(100) PNN_S(114) PNN_S(115) PNN_S(120) PNN_S(160) PNN_S(3) PNN_S(347) PNN_S(362) PNN_S(375) PNN_S(381) PNN_S(4) PNN_S(410) PNN_S(413) PNN_S(417) PNN_S(422) PNN_S(443) PNN_S(450) PNN_S(458) PNN_S(48) PNN_S(485) PNN_S(536) PNN_S(552) PNN_S(554) PNN_S(58) PNN_S(62) PNN_S(63) PNN_S(654) PNN_S(655) PNN_S(658) PNN_S(66) PNN_S(68) PNN_S(688) PNN_S(690) PNN_S(692) PNN_S(694) PNN_S(695) PNN_S(697) PNN_S(7) PNN_S(824) PNN_S(84) PNN_S(96) PNN_S(97) PNN_T(547) PNN_T(655) PNN_T(657),PNN_S(392) PNN_T(152) PNN_T(408)
RM2024_Intensity D0-1___1,0.5705594522017206,
LY2019_P3+,0.5657436108146853,
HH2022_Reporter intensity 6,0.5572467558344827,
RB2022_2_RecoveryStrength,0.561152251654558,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5614882693119779,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.5587029062909201,
AH2018_TMTMS2_3_X,0.5682189554198557,
GF2025_P3_Adh,0.5535728231625655,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5691837621001522,
RM2024_Intensity D0-1___2,0.5646223678349072,
LY2019_P4+,0.555324510917256,
KBE2022_Log2_Ex_19_U,0.5838719041011822,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5628396753208648,
RB2022_4_PostStrength,0.5601843028078726,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5654632887021186,
AST2020_Control,0.570749652717305,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5541340401719463,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,0.558563351922015,
TM2022_S2.12h.C,0.5697399091921369,
NJH2025_Sub9_MICT_Mid,0.5640616434508915,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.563255168156153,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5681476704367852,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,0.5581334507819901,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5619993023452138,
RB2022_7_RecoverySprint,0.5607944195231916,
YA2020_Reporter_intensity_Normal_No.3,0.5645539369560184,
HS2024_8_B_T2,0.5527991277078181,
AH2018_LFQ_1_X,0.5682396791727514,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.56726282383478,
FR2021_Norm.Intensity.M,0.5639902431062156,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5563588040103841,
HH2022_Reporter intensity 1,0.5671804546382372,
HH2022_Reporter intensity 2,0.5685565176992261,
RM2024_Intensity D6-2___2,0.5685026676311391,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,0.5719021260873289,
YA2020_Reporter_intensity_Normal_No.5,0.5662679178151396,
SR2019_MCF7_Biol_repl_1,0.5585093174578899,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.556816966899089,
NJH2025_Sub6_HIIT_Pre,0.5644487712683669,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,0.5629961256315213,
EP2017_Untreated R#2 log2 ratio,0.5500933129239705,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5594187264932016,
CR2017_Ratio Replicate 2,0.5560396388352785,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5565415347522983,
AR2021_KD 72h,0.579590682946832,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5603271784910933,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,0.5590737454143745,
AH2018_TMTMS3_3_C,0.5702054644762545,
KBE2022_Log2_Ex_9_U,0.568814432631701,
AH2018_SILAC_M_3_N,0.5667995916749196,
KBE2022_Log2_Ex_13_T,0.5768812525568275,
RM2024_Intensity D0-3,0.5672822000225277,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5524579552120886,
CF2017_OSE 29,0.5598798987357706,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,0.5586391754422807,
DL2023_24h-2,,
HS2024_7_B_N2,0.549224412233778,
PG2020_Intensity 10h_A,0.5540240185471286,
RN2012_L12,0.5576031429355353,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,0.5587867319310762,
AH2018_LFQ_IT_4_C,0.5642598133076436,
SAS2015_PLX/AZD_Exp1,,
