DatasetName,COIL_S(105) COIL_S(202) COIL_S(217) COIL_S(218) COIL_S(226) COIL_S(232) COIL_S(233) COIL_S(235) COIL_S(269) COIL_S(271) COIL_S(272) COIL_S(280) COIL_S(297) COIL_S(301) COIL_S(305) COIL_S(358) COIL_S(382) COIL_S(446) COIL_S(447) COIL_S(486) COIL_S(487) COIL_S(489) COIL_S(557) COIL_S(561) COIL_S(566) COIL_S(568) COIL_S(571) COIL_S(94) COIL_T(122) COIL_T(290) COIL_T(297) COIL_T(303) COIL_T(444) COIL_T(456),COIL_T(126)
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,0.4971766812094106,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.49693969417293077,
SAS2015_PLX/AZD_Exp2,0.49477794750923243,
CR2017_Ratio Replicate 3.3,0.49663963295687474,
PG2020_Intensity 2h_C,0.4955439765557272,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5002761452400795,
KBE2022_Log2_Ex_8_T,0.5015442331454096,
NJH2025_Sub10_MICT_Post,0.4913209605283792,
HS2024_6_I_T3,0.4812874507030456,
RN2012_L11,0.48549125022812256,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.5044507007891728,
HS2024_5_PD_T1,0.4877497360244872,
AH2018_LFQ_M_2_C,0.49920037257148464,
CK2022_3 40-1,0.5017602151959769,
RBK2021_1260T Early,0.49495103359444803,
NJH2024_Sub4_HIIT_Post,0.49486682028723195,
HS2024_4_I_T1,0.4944401878788781,
YA2020_Reporter_intensity_Cancer_No.5,0.4937255927907105,
HH2022_Reporter intensity 8,0.49084178425877345,
ZQ2022_N2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.4993222194331236,
EJN2021_5_Rest_Basal,0.4920806612477687,
NJH2025_Sub2_HIIT_Post,0.4906383511975021,
NJH2025_Sub1_MICT_Post,0.4940499613474979,
HS2024_9_B_T1,0.4758432168916492,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,0.4921955589878241,
AH2018_SILAC_3_N,0.4954893885941606,
YA2020_Reporter_intensity_Normal_No.1,0.4910989456946875,
HS2024_3_B_T1,0.4998735855070606,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5022227739032057,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,0.49829520051453724,
RB2022_3_PostSprint,,
NJH2024_Sub13_MICT_Mid,0.4959215038424291,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.4930123536730581,
HS2024_8_I_T3,0.49573036209584465,
CF2017_EOC 3,0.4967748131032627,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.4863938879208758,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,0.5100894728619557,0.7858314909655973
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5014008143080824,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,0.4978011145802377,
KS2014_Intensity N3,0.504963640221197,
RB2022_4_RecoveryEndurance,0.49540732243056357,
RB2022_5_RecoveryEndurance,,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,0.49268335487294457,
AH2018_LFQ_IT_1_N,0.49546636240631464,
FSO2013_Ratio H/M normalized Rep2,0.49165497649246653,
RAM2015_Log2 A,0.4992328326052187,
HS2024_8_PD_T1,0.4915336400560355,
JJ2018_Ratio H/L normalized pP2,0.49873539978844417,
CF2017_OSE 27,0.4946862957564669,
KS2014_Intensity E15_2,0.4890978304260873,
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5045307570768995,
HS2024_7_I_T1,0.49099963725210927,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.516921269733751,
SR2019_JIMT1_Biol_repl_1,0.483931329571408,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5127829077965034,
AH2018_SILAC_M_3_X,0.49491869193329,
NJH2024_Sub9_HIIT_Post,0.49659417972576836,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,0.492591614046878,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,0.49694131427989907,
NJH2024_Sub4_HIIT_Mid,0.4936724158651651,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5003444856625191,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.48819106591808986,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.4984539622823704,
NJH2025_Sub4_MICT_Mid,0.49548632611520727,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,,
NJH2025_Sub4_HIIT_Post,0.49486682028723195,
EP2017_Untreated R#4 log2 ratio,0.5021543129050813,
HS2024_6_B_N1,0.4922310477983596,
KBE2022_Log2_Ex_27_T,0.5019837464133565,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,0.4940988266023233,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,,
AH2018_SILAC_IT_3_X,0.4964034251644647,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5021157346220506,
FSO2013_Ratio M/L normalized Rep2,0.49146606520019404,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.49239096082766226,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.49917150548002004,
RB2022_6_PreSprint,0.49302672762797844,
NJH2025_Sub12_MICT_Mid,0.493311135390008,
PG2020_Intensity 4h_D,0.49133532397777335,
NJH2025_Sub2_MICT_Post,0.49378377929515277,
AH2018_LFQ_4_C,0.49088476255261343,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5015225101850402,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.49629392196078775,
EJN2021_4_Rest_Ins,0.49300123665156265,
RN2012_H05,0.49133011553665457,
NJH2024_Sub7_HIIT_Mid,0.49430428616383665,
GF2025_P2_Adh,0.5001758285617801,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.49633757737860124,
EJN2021_1_Rest_Ins,0.4935357514448647,
HH2022_Reporter intensity 3,0.5057350811670844,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.4943371729089269,
JW2021_After_3,0.5004866466973078,
GF2025_P8_Sph,0.4968085799308263,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,0.498913489899322,
AH2018_SILAC_2_N,0.49644859693851395,
CK2022_11 200-1,0.49598446653288614,
CK2022_12 200-1,0.4954574708229535,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,0.49325253260207136,
HH2022_Reporter intensity 9,0.4881729202779628,
WZ2023_Su_010_20min,0.5068465043805889,0.7774512838464616
AH2018_TMTMS2_2_N,0.5016498542336918,
NJH2024_Sub13_MICT_Pre,0.49519603430205794,
KBE2022_Log2_Ex_41_U,0.5059758624605597,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),,
AH2018_TMTMS3_Pool,0.5003349129677643,
KS2014_Intensity N4,0.5023855238228925,
NJH2024_Sub1_HIIT_Post,0.49364132599006066,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,0.49576006231641806,
CF2017_OSE 26,0.49836954031237657,
CK2022_14 200-1,0.496193680501662,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,,
TM2022_mock.4h.A,0.49738068305600813,
NJH2025_Sub12_HIIT_Pre,0.49333461392981626,
AH2018_TMTMS3_1_N,0.5003070980148241,
AST2020_anti-CD3+PDL2.2,,
PG2020_Intensity Mock_10h_A,0.5013584924635888,
JW2021_After_2,0.4918337184869548,
NJH2024_Sub2_MICT_Post,0.49378377929515277,
EJN2021_2_Rest_Ins,0.494223178071505,
SR2019_LM2_Biol_repl_4,0.48725114886976884,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.49328681378904427,
GF2025_P1_Adh,0.493510813253818,
GF2025_P1_Sph,0.494223118378838,
EJN2021_5_Ex_Basal,0.4934332573688592,
HS2024_7_I_T3,0.4949293457015174,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.503948216887921,0.7732957675132557
CF2017_EOC 1,0.4981742194029058,
CK2022_3 200-1,0.501639713730412,
AH2018_LFQ_IT_3_C,0.4977109979978226,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,0.4937994999309868,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,0.4933055921335011,
NJH2024_Sub13_MICT_Post,0.49518588758122695,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5027540833276896,
RB2022_3_RecoverySprint,,
NJH2025_Sub1_HIIT_Mid,0.49361023253653674,
RCJD2014_20min_2,0.4904574002000025,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5060773265502453,
HS2024_5_B_T1,0.5009359597526639,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,0.4870665963477065,
HS2024_3_B_T2,0.489392871955135,
RB2022_6_PreStrength,0.4978333176491359,
CK2022_2 40-1,0.501692972132782,
RB2022_1_PostSprint,,
CK2022_4 200-1,0.5013737493816047,
JW2021_Before_2,0.49645742989406283,
TM2022_S2.12h.A,0.4972399999826295,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.4971184453553665,
AR2021_ALG 1 μM,0.4972974249562232,
HS2024_4_B_T1,0.49362227841966266,
MV2014_Ratio M/H normalized A3___1 (10 min),0.49456178540276907,
SR2019_BT549_Biol_repl_4,0.49304643659277714,
EJN2021_1_Rest_Basal,0.4932233732889228,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.4954755735841494,
CR2017_Ratio Replicate 3.2,0.5134975806674313,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.4975900545286072,
CK2022_9 16-1,0.49433568488079305,
NJH2024_Sub6_HIIT_Post,0.49504181890887117,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.49843456790081797,
CK2022_13 200-1,0.496120108267136,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.4985795384460868,
CK2022_16 16-1,0.49198892285116735,
FS2019_db/db3,,
CK2022_15 40-1,0.4993855035795127,
NJH2024_Sub9_MICT_Pre,0.49614228504112423,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5086655068040056,0.7808260941599025
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5046580616709446,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.4960176481703391,
HS2024_5_PD_T3,0.509001275179275,
AH2018_TMTMS3_3_X,0.5020721180150999,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5035276272024409,
AH2018_LFQ_M_1_N,0.4968188580142152,
KBE2022_Log2_Ex_27_U,0.5032412060379601,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.4961447578568687,
AH2018_SILAC_M_1_N,0.4957877923558744,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,,
YA2020_Reporter_intensity_Normal_No.4,0.4920562029063811,
NJH2025_Sub13_HIIT_Pre,0.49576006231641806,
PG2020_Intensity CT_D,0.48818798907289507,
NJH2025_Sub9_MICT_Post,0.4965297879347838,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.4926653648964097,
RN2012_L13,0.49537463205057114,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5022149729181609,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,0.4940499613474979,
HS2024_3_I_T2,0.5228547930134038,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.49569557138809006,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.49338469142357405,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.4999831378579151,
NJH2024_Sub12_HIIT_Pre,0.49333461392981626,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5159179042256001,
HH2022_Reporter intensity 6,0.48865603588947115,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.498272792281808,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.49706869466333325,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,0.48941791949253916,
AH2018_TMTMS2_3_X,0.5010779581461615,
GF2025_P3_Adh,0.49303844877253883,
SR2019_JIMT1_Biol_repl_2,0.4945043573598162,
AH2018_TMTMS2_1_C,0.5007421989110664,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.49776045962131726,
KBE2022_Log2_Ex_19_U,0.5022000072074214,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.49697134703940266,
RB2022_4_PostStrength,0.49854674087111944,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.4930624047758909,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.48773975217504495,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,0.49358438308345354,
TM2022_S2.12h.C,0.4971158594837545,
NJH2025_Sub9_MICT_Mid,0.4969219745360136,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.49439035764311245,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.4914377931615769,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.49787131804229917,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.493188414030731,
HS2024_8_B_T2,0.4886644430462935,
AH2018_LFQ_1_X,0.4942457505695264,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.4962855652839315,
FR2021_Norm.Intensity.M,0.4949118866125719,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5136284106304799,
HH2022_Reporter intensity 1,0.5062804870105606,
HH2022_Reporter intensity 2,0.5065956367371723,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,0.4911709845598094,
YA2020_Reporter_intensity_Normal_No.5,0.4936416784496589,
SR2019_MCF7_Biol_repl_1,0.49197525730220865,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.49121890842610144,
NJH2025_Sub6_HIIT_Pre,0.4921955589878241,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.4916905243537252,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.49728013893855105,
CR2017_Ratio Replicate 2,0.49548710715212657,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.4903717460002175,
AR2021_KD 72h,0.4987966152400528,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5033096621705343,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5003603390717021,
KBE2022_Log2_Ex_9_U,0.5028726729415717,
AH2018_SILAC_M_3_N,0.495614126102438,
KBE2022_Log2_Ex_13_T,0.49906319243566166,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.49854793469637676,
CF2017_OSE 29,0.4992714266093523,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,0.49364132599006066,
DL2023_24h-2,,
HS2024_7_B_N2,0.48389333943512786,
PG2020_Intensity 10h_A,0.5010725456300794,
RN2012_L12,0.4986928258160836,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.49672177759094277,
SAS2015_PLX/AZD_Exp1,0.5023416730011682,
FR2021_Norm.Intensity.A,0.4962403851712903,
FSO2013_Ratio H/M normalized Rep1___1,0.4940134197900286,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5062263846066851,
NJH2024_Sub6_MICT_Post,0.4944879669535813,
CK2022_8 40-1,0.5035793549442877,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,0.4937994999309868,
EJN2021_4_Ex_Basal,0.49389742511704093,
TM2022_S2.12h.B,0.4978169200543918,
RN2012_L15,0.48949569019311573,
KS2014_Intensity pY_PV3,0.4943240701246052,
TM2022_S2.4h.B,0.49682563160863774,
PG2020_Intensity 4h_A,0.4890985516410482,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,0.4974111860529984,
KBE2022_Log2_Ex_24_U,0.5045879626850461,
NJH2025_Sub13_MICT_Mid,0.4959215038424291,
KS2014_Intensity C3,0.5069116855363758,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5025812218616064,
CK2022_7 200-1,0.5011842424811447,
