DatasetName,CIC_S(105) CIC_S(1051) CIC_S(1055) CIC_S(1079) CIC_S(1080) CIC_S(1082) CIC_S(1188) CIC_S(1194) CIC_S(1243) CIC_S(1245) CIC_S(1246) CIC_S(1294) CIC_S(1344) CIC_S(1345) CIC_S(1351) CIC_S(1371) CIC_S(1373) CIC_S(1378) CIC_S(1380) CIC_S(1382) CIC_S(1397) CIC_S(14) CIC_S(1402) CIC_S(1405) CIC_S(1409) CIC_S(1418) CIC_S(142) CIC_S(1429) CIC_S(146) CIC_S(1514) CIC_S(157) CIC_S(16) CIC_S(1609) CIC_S(1630) CIC_S(1639) CIC_S(1648) CIC_S(173) CIC_S(175) CIC_S(1808) CIC_S(1811) CIC_S(1813) CIC_S(191) CIC_S(2) CIC_S(20) CIC_S(2153) CIC_S(2201) CIC_S(225) CIC_S(227) CIC_S(2275) CIC_S(2279) CIC_S(2284) CIC_S(2288) CIC_S(2295) CIC_S(2299) CIC_S(2303) CIC_S(2308) CIC_S(2311) CIC_S(2315) CIC_S(277) CIC_S(278) CIC_S(279) CIC_S(299) CIC_S(3) CIC_S(301) CIC_S(356) CIC_S(423) CIC_S(428) CIC_S(431) CIC_S(436) CIC_S(442) CIC_S(456) CIC_S(459) CIC_S(496) CIC_S(54) CIC_S(55) CIC_S(565) CIC_S(585) CIC_S(605) CIC_S(645) CIC_S(650) CIC_S(662) CIC_S(664) CIC_S(700) CIC_S(710) CIC_S(721) CIC_S(739) CIC_S(766) CIC_S(768) CIC_S(776) CIC_S(778) CIC_S(780) CIC_S(809) CIC_S(9) CIC_S(902) CIC_S(904) CIC_S(946) CIC_T(1053) CIC_T(1228) CIC_T(1291) CIC_T(1318) CIC_T(1375) CIC_T(1379) CIC_T(1381) CIC_T(1398) CIC_T(1406) CIC_T(1408) CIC_T(1426) CIC_T(144) CIC_T(1492) CIC_T(171) CIC_T(2198) CIC_T(2314) CIC_T(3) CIC_T(435) CIC_T(472) CIC_T(489) CIC_T(583) CIC_T(667) CIC_T(674) CIC_T(704) CIC_T(755),CIC_S(1173) CIC_S(1340) CIC_S(154) CIC_S(307)
RB2022_4_PreStrength,0.5168109366093486,
NJH2024_Sub4_MICT_Post,,
AH2018_LFQ_M_1_X,0.519618410136189,
RB2022_8_RecoveryEndurance,0.5181977270998052,
KBE2022_Log2_Ex_14_U,0.5191614055207726,
FSO2013_Ratio M/L normalized Rep3___3,0.5209828133868805,
AH2018_TMTMS3_1_C,0.5188897599439004,
JJ2018_Ratio H/L normalized___1,0.5171589959560579,
ZQ2022_C2,0.5168141197282983,
RB2022_5_PreSprint,0.518275688093159,
PG2020_Intensity 8h_C,0.5144905334587621,
AH2018_SILAC_MR_2_N,0.5187231706976234,
MV2014_Ratio M/L normalized A1___2 (2 min),0.5186137973968897,
TM2022_S2.8h.B,0.5179596210535301,
MV2014_Ratio M/H normalized B3___1 (30 min),,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4a,,
RNJ2017_Log2_ratio_Tsup:Tstim_D2,,
RM2024_Intensity D6-1___2,0.5180219116682243,
NJH2025_Sub7_MICT_Mid,,
LY2019_P1+,0.5197906077657801,
AS2011_Ratio H/L Proteins Inhi_2,,
BS2014_Log2(Ratio H/L normalized),0.5180177762258522,
UK2020_HCM_2,0.5168756136723294,
FSO2013_Ratio H/L normalized Rep2___2,0.5151989470825555,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5187168101191046,
RM2024_Intensity D4-3___3,,
RB2022_5_PreStrength,0.5161027812486583,
NJH2024_Sub4_MICT_Mid,,
TM2022_S2.4h.A,0.5175616167244598,
RB2022_5_PostStrength,0.5198824106229463,
GF2025_P6_Sph,0.5219027469143279,
RB2022_2_PreSprint,,
ZX2022_CB treated Replicate 3,,
RM2024_Intensity D6-2___3,,
WZ2023_Pe_025_10min,0.5219588636157843,
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,0.5177296537309172,
KBE2022_Log2_Ex_34_U,0.5198024151250211,
WZ2023_Pu_005_10min,0.5194326987967206,
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,,
CK2022_9 40-1,,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,,
WZ2023_Pu_025_30min,0.5171024470351586,
AH2018_SILAC_MR_2_X,0.5187803905067937,
HS2024_4_PD_T2,0.5194536964753945,
NJH2024_Sub4_HIIT_Pre,,
RB2022_2_RecoverySprint,,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,0.515834929737333,
CR2017_Ratio Replicate 1.4,0.518715989814978,
FR2021_Norm.Intensity.B,,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,
RB2022_5_PostSprint,0.5167715086217453,
EJN2021_3_Rest_Basal,0.5164264640193351,
CR2017_Ratio Replicate 1.3,0.5100997381000472,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.5182919624017313,
JJ2018_Ratio M/L normalized pP3,0.5193002216916708,
AH2018_SILAC_M_2_N,0.5166779008807435,
HS2024_7_PD_T2,0.5191710920784228,
FSO2013_Ratio H/L normalized Rep1___1,0.5167862088748162,
AH2018_LFQ_1_C,0.5192197738605028,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5163482047000595,
HS2024_3_B_N1,0.5212064270116449,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5208290709538331,
CK2022_11 40-1,,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,0.5164728114649157,
MV2014_Ratio H/M normalized A2___2 (2 min),0.5201405716847781,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5225062587628057,
FSO2013_Ratio H/L normalized Rep2,0.5158646883924468,
WZ2023_Pu_005_20min,0.521482089445956,
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5055967328114134,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,0.5144905735484524,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,0.5180213699995655,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,0.5170638150087786,
AH2018_LFQ_M_1_C,0.5193966132685122,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,,
HS2024_9_B_T2,0.5262613877317032,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5269024785571065,
FSO2013_Ratio M/L normalized Rep3___2,0.5198289056180622,
SR2019_BT549_Biol_repl_3,,
RCJD2014_20min_mean,0.5151026635974991,
FR2021_Norm.Intensity.H,0.5161886250694092,
RB2022_2_PreStrength,,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5226286985414217,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,,
CK2022_1 200-1,0.5130318072143096,
PG2020_Intensity Mock_10h_D,0.516069661776422,
SR2019_MCF10A_Biol_repl_2,,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.521580997231073,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5115144261267794,
RCJD2014_5min_1,0.5199600426588364,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,0.5179346015541051,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.5175536785511634,
SAS2015_PLX/AZD_Exp2,0.5207615745212911,
CR2017_Ratio Replicate 3.3,0.5092266772532128,
PG2020_Intensity 2h_C,0.5157998078566145,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,,
KBE2022_Log2_Ex_8_T,0.5202899608307302,
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,0.5234886693573497,
RN2012_L11,0.5153751942626198,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,0.5167995503410933,
HS2024_5_PD_T1,0.515561634355365,
AH2018_LFQ_M_2_C,0.5183929310637709,
CK2022_3 40-1,,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,0.5239958394376981,
YA2020_Reporter_intensity_Cancer_No.5,0.5191793432787303,
HH2022_Reporter intensity 8,,
ZQ2022_N2,0.5186747718031239,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,0.514648948207862,
AH2018_TMTMS3_2_N,0.5130787446210606,
EJN2021_5_Rest_Basal,0.5157689431641844,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.520622409260147,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5182327243737727,
YA2020_Reporter_intensity_Normal_No.1,0.5207662757599462,
HS2024_3_B_T1,0.5102100823842277,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,0.5157684938919614,
MV2014_Ratio M/L normalized B1___2 (5 min),0.5153776589868035,
RB2022_7_PostStrength,0.5191738341157929,
RB2022_1_PostEndurance,,
CR2017_Ratio Replicate 3,0.5161223204011721,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.5202948676095692,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5220409774476469,
HS2024_8_I_T3,0.5128577986784003,
CF2017_EOC 3,0.5157251661241707,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,0.5120636389476071,
DL2023_12h-2,0.5175761954829374,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5183585844971406,
WZ2023_Pu_010_20min,0.5206949030805924,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,,
KS2014_Intensity N3,0.5150249743476765,
RB2022_4_RecoveryEndurance,0.5169953664532293,
RB2022_5_RecoveryEndurance,0.516723271176182,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5134540949985896,
FSO2013_Ratio H/M normalized Rep2,0.5200526463025158,
RAM2015_Log2 A,0.5180549227967037,
HS2024_8_PD_T1,0.5162884856535515,
JJ2018_Ratio H/L normalized pP2,0.5164699519372368,
CF2017_OSE 27,0.5176600280010196,
KS2014_Intensity E15_2,0.5202818991838783,
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.514995244443901,
HS2024_7_I_T1,0.5121941133557092,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.5195139624090439,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,0.5160571058408813,
AH2018_SILAC_M_3_X,0.5184205203063921,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5166488889978109,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5198734543071307,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5173107718710616,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5177303883338839,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5187859534894748,
HS2024_6_B_N1,0.5209662478277377,
KBE2022_Log2_Ex_27_T,0.5163030930841839,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,0.5166550568817417,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5184368444152794,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5186135660620338,
AH2018_SILAC_IT_3_X,0.519739095981204,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,,
FSO2013_Ratio M/L normalized Rep2,0.5184742836096804,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.51714551647909,
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,,
RB2022_6_PreSprint,0.5161402841461843,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.5169021105575182,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5189402633190175,
DL2023_control-1,0.5175015253053399,
AR2021_ALG 10 μM,0.5187832249362255,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5187773166394225,
EJN2021_4_Rest_Ins,0.5164597978739892,
RN2012_H05,0.5144211277130747,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5176445504481391,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5160760723436574,
EJN2021_1_Rest_Ins,0.5166053432765925,
HH2022_Reporter intensity 3,0.5179728250692655,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5152957888527415,
JW2021_After_3,,
GF2025_P8_Sph,0.5167678314309649,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,0.5174328173695678,
AH2018_SILAC_2_N,0.5164242359504169,
CK2022_11 200-1,0.5191749768239245,
CK2022_12 200-1,0.5176173526651422,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5181080991269275,
WZ2023_Su_010_20min,0.521531086355473,
AH2018_TMTMS2_2_N,0.5194329569016402,
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5202709840333348,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5180793794650125,
AH2018_TMTMS3_Pool,0.5102877745596059,
KS2014_Intensity N4,0.5151635997118628,
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,0.5170621644362645,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5179573424211099,
CK2022_14 200-1,0.5139692801527737,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5190847437231285,
TM2022_mock.4h.A,0.5176223168645092,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.513735386833378,
AST2020_anti-CD3+PDL2.2,0.5177238505825299,
PG2020_Intensity Mock_10h_A,0.5163590288802957,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.516683464217807,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,,
GF2025_P1_Adh,0.5184854461877761,
GF2025_P1_Sph,0.5201756118366732,
EJN2021_5_Ex_Basal,0.5166055044716429,
HS2024_7_I_T3,0.5119118430625152,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5194414019785837,
CF2017_EOC 1,0.5209814447981832,
CK2022_3 200-1,0.5131606792472339,
AH2018_LFQ_IT_3_C,0.5160804745548501,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),0.5195071132373806,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5180211600986424,
RB2022_3_RecoverySprint,0.515512477502934,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,0.518408505313393,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5241074492872396,
HS2024_5_B_T1,0.5235053244499412,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.5165187359489358,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,0.5102072123793033,
RB2022_6_PreStrength,,
CK2022_2 40-1,,
RB2022_1_PostSprint,0.5175810132463592,
CK2022_4 200-1,0.5129023413942216,
JW2021_Before_2,,
TM2022_S2.12h.A,0.5177465560579498,
MV2014_Ratio L/M normalized B2___2 (30 min),0.5172184761348749,
CK2022_5 16-1,,
AR2021_ALG 1 μM,0.521878398076781,
HS2024_4_B_T1,0.5282159066313209,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.5155371855249476,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.5171417732777221,
CR2017_Ratio Replicate 3.2,0.513172307464581,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5166825760803304,
CK2022_9 16-1,,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,0.517198593000257,
KS2014_Intensity pY_N4,,
CK2022_13 200-1,0.5139951559578209,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.515542514920454,
CK2022_16 16-1,,
FS2019_db/db3,0.5165574843051134,
CK2022_15 40-1,,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.521399565932193,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5200587666584201,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5164737334650302,
HS2024_5_PD_T3,0.5182417881218316,
AH2018_TMTMS3_3_X,0.5127818075909538,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5201685879574393,
AH2018_LFQ_M_1_N,0.5205597250183542,
KBE2022_Log2_Ex_27_U,0.5166086599424742,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),0.5224269760660893,
AH2018_SILAC_M_1_N,0.5138325928406694,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5179341599553641,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5173745582695914,
YA2020_Reporter_intensity_Normal_No.4,0.5182609152352349,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5164131870749986,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,0.517911617412713,
CK2022_12 16-1,,
RN2012_L13,0.5164464314371519,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,0.5188740875437399,
KBE2022_Log2_Ex_8_U,0.5190191733954251,
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5247038039900036,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.5191910238880956,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5173755766891744,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,0.5180843010036391,
LY2019_P3+,0.5190274295872096,
HH2022_Reporter intensity 6,0.5174289915281215,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),0.5167562201270443,
LY2019_P5-,0.5191219826689538,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5191302529462576,
GF2025_P3_Adh,0.5161529512753547,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5195395641250203,
RM2024_Intensity D0-1___2,0.5163073481959305,
LY2019_P4+,0.5130742349323988,
KBE2022_Log2_Ex_19_U,0.5193573647869354,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5180008280199622,
RB2022_4_PostStrength,0.5186788243710417,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5162620828546555,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5167041696032828,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,0.5155365968782286,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.5179776457371437,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5179475907768452,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,0.5156014595672971,
RB2022_7_RecoverySprint,0.5167360605007948,
YA2020_Reporter_intensity_Normal_No.3,0.5206358432094743,
HS2024_8_B_T2,0.5215277327706108,
AH2018_LFQ_1_X,0.5201852314011384,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5181492010542521,
FR2021_Norm.Intensity.M,0.5161258582046191,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.510731405533659,
HH2022_Reporter intensity 1,0.5178876621798354,
HH2022_Reporter intensity 2,0.5179368573610659,
RM2024_Intensity D6-2___2,0.5189454546002547,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,0.5172866780647734,
YA2020_Reporter_intensity_Normal_No.5,0.5184344789438522,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.5188198025055987,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5127233198205507,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5180527805307681,
