DatasetName,ESAM_S(13) ESAM_S(276) ESAM_S(312) ESAM_S(315) ESAM_S(336) ESAM_S(338) ESAM_S(388) ESAM_T(309) ESAM_T(314) ESAM_T(332) ESAM_T(334),ESAM_S(311) ESAM_S(366) ESAM_S(367) ESAM_S(6) ESAM_T(274),ESAM_S(305) ESAM_S(330) ESAM_S(339) ESAM_S(344) ESAM_S(359)
NJH2025_Sub12_HIIT_Pre,,,
AH2018_TMTMS3_1_N,,,
AST2020_anti-CD3+PDL2.2,,,
PG2020_Intensity Mock_10h_A,,,
JW2021_After_2,,,
NJH2024_Sub2_MICT_Post,,,
EJN2021_2_Rest_Ins,,,
SR2019_LM2_Biol_repl_4,,,
CP2009_Ratio H/M,,,
JAW2011_Ratio H/L HS,,,
CK2022_13 16-1,,,
GF2025_P1_Adh,,,
GF2025_P1_Sph,,,
EJN2021_5_Ex_Basal,,,
HS2024_7_I_T3,,,0.5941482870491696
JJ2018_Ratio H/L normalized pP2___2,,,
WZ2023_Pe_010_10min,0.5021777515803477,0.40686000258265215,0.6684064840167109
CF2017_EOC 1,,,
CK2022_3 200-1,,,
AH2018_LFQ_IT_3_C,,,
SR2019_Hs578T_Biol_repl_2,,,
NJH2024_Sub12_HIIT_Post,,,
JJ2018_Ratio H/L normalized pP1___2,,,
MV2014_Ratio H/L normalized A1___2 (10 min),0.565051154153354,,0.6465556310721
NJH2024_Sub10_MICT_Mid,,,
NJH2024_Sub13_MICT_Post,,,
BS2014_Log2(Ratio H/L normalized Rep_1),,,
RB2022_3_RecoverySprint,0.5208948833062971,,0.6340706854097389
NJH2025_Sub1_HIIT_Mid,,,
RCJD2014_20min_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,,
HS2024_6_PD_T2,0.5287784079882402,,0.6900902532804609
HS2024_5_B_T1,,,0.6265031611117307
CW2012_10 µM Gef/control Experiment 2 Replicate A,,,
DL2023_12h-3,,,
SR2019_MDAMB231_Biol_repl_2,,,
HS2024_3_B_T2,0.48313620732890245,,0.6407870622818638
RB2022_6_PreStrength,,,
CK2022_2 40-1,,,
RB2022_1_PostSprint,0.49864968616541155,,
CK2022_4 200-1,,,
JW2021_Before_2,,,
TM2022_S2.12h.A,,,
MV2014_Ratio L/M normalized B2___2 (30 min),0.5334539311814338,,0.6234440637089
CK2022_5 16-1,,,
AR2021_ALG 1 μM,,,
HS2024_4_B_T1,,,0.6225047543381865
MV2014_Ratio M/H normalized A3___1 (10 min),0.5250595624400775,,0.6229713426834386
SR2019_BT549_Biol_repl_4,,,
EJN2021_1_Rest_Basal,,,
NJH2025_Sub8_MICT_Post,,,
RCJD2014_5min_3,,,
CR2017_Ratio Replicate 3.2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,,
GF2025_P7_Adh,,,
CK2022_9 16-1,,,
NJH2024_Sub6_HIIT_Post,,,
AMK2021_30R_p3,,,
AS2011_Ratio H/L Normalized RNAi_2,,,
RM2024_Intensity D0-2___2,,,
KS2014_Intensity pY_N4,,,
CK2022_13 200-1,,,
AS2011_Ratio H/L Normalized_2,,,
PG2020_Intensity 6h_D,,,
CK2022_16 16-1,,,
FS2019_db/db3,,,
CK2022_15 40-1,,,
NJH2024_Sub9_MICT_Pre,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,
WZ2023_Su_005_10min,0.5384608060653991,0.4251858985211891,0.6745351863224145
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,
KBE2022_Log2_Ex_41_T,,,0.6368371777030243
AMK2021_Ctrl_p1,,,
AH2018_LFQ_IT_3_X,,,
HS2024_5_PD_T3,,,0.6445443471250438
AH2018_TMTMS3_3_X,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,
KBE2022_Log2_Ex_40_U,,,
AH2018_LFQ_M_1_N,,,
KBE2022_Log2_Ex_27_U,,,0.6431497001967038
HW2015_Ratio M/L normalized Exp3,,,
RKK2015_TNF-α/IKKb(K44M),,,
AH2018_SILAC_M_1_N,,,
HW2015_Ratio M/L normalized Exp1,,,
RB2022_5_RecoveryStrength,0.5175044406104591,,0.6369401349563389
YP2020_Intensity P10_R1_mult_log2,,,
RB2022_7_PreStrength,0.5247996475765816,,0.6507621859962145
YA2020_Reporter_intensity_Normal_No.4,,,
NJH2025_Sub13_HIIT_Pre,,,
PG2020_Intensity CT_D,,,
NJH2025_Sub9_MICT_Post,,,
VOI2024_Veh1 mono,,,
CK2022_12 16-1,,,
RN2012_L13,,,
LG2023_Control-1_intensity,,,
RM2024_Intensity D6-3___2,,,
KBE2022_Log2_Ex_8_U,,,
SR2019_SKBR3_Biol_repl_3,,,
NJH2024_Sub1_MICT_Post,,,
HS2024_3_I_T2,0.5033623686122284,,0.6222169248776622
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,
RM2024_Intensity D0-3___3,,,
HS2024_6_I_T2,,,0.6245042825789805
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,
AS2011_Ratio H/L Protein Inhi_1,,,
FSO2013_Ratio H/M normalized Rep2___1,,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,,
CK2022_10 40-1,,,
NJH2024_Sub12_HIIT_Pre,,,
NJH2024_Sub8_MICT_Pre,,,
RM2024_Intensity D0-1___1,,,
LY2019_P3+,,,
HH2022_Reporter intensity 6,,,
RB2022_2_RecoveryStrength,0.5192255975340659,,
KTGR2014_Ratio-AA 15 mins,,,
AS2011_Ratio H/L Normalized RNAi_2_2,,,
KS2014_Intensity pY_N3,,,
MV2014_Ratio H/L normalized B1___2 (30 min),0.5406551656486421,,0.6417122269369087
LY2019_P5-,,,
HW2015_Ratio M/L normalized Exp2,,,
SR2019_HCC1419_Biol_repl_1,,,
AH2018_TMTMS2_3_X,,,
GF2025_P3_Adh,,,
SR2019_JIMT1_Biol_repl_2,,,
AH2018_TMTMS2_1_C,,,
RM2024_Intensity D0-1___2,,,
LY2019_P4+,,,
KBE2022_Log2_Ex_19_U,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,,
RB2022_4_PostStrength,0.5087911905795821,,
LG2023_GSK3α-3_intensity,,,
YA2020_Reporter_intensity_Cancer_No.1,,,
AST2020_Control,,,
JAW2011_Ratio H/L LS1a,,,
RCJD2014_5min_mean,,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,
NJH2025_Sub1_MICT_Mid,,,
TM2022_S2.12h.C,,,
NJH2025_Sub9_MICT_Mid,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,
FSO2013_Ratio M/L normalized Rep2___1,,,
LG2023_Control-2_intensity,,,
NJH2024_Sub8_HIIT_Pre,,,
KS2014_Intensity pY_N2,,,
RB2022_5_RecoverySprint,0.52681700891373,,0.6489695025885894
RB2022_7_RecoverySprint,0.5034472259303635,,0.6464616666617804
YA2020_Reporter_intensity_Normal_No.3,,,
HS2024_8_B_T2,,,0.6525281768264681
AH2018_LFQ_1_X,,,
RM2024_Intensity D6-1___1,,,
RCJD2014_10min_2,,,
FR2021_Norm.Intensity.M,,,
RM2024_Intensity D0-3___1,,,
KS2014_Intensity N2,,,
HH2022_Reporter intensity 1,,,
HH2022_Reporter intensity 2,,,
RM2024_Intensity D6-2___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,
RM2024_Intensity D2-3___2,,,
YA2020_Reporter_intensity_Normal_No.5,,,
SR2019_MCF7_Biol_repl_1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,
HS2024_8_B_T1,0.5305573766072594,,0.6127999807019441
NJH2025_Sub6_HIIT_Pre,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,
EP2017_Untreated R#2 log2 ratio,,,
SR2019_LM2_Biol_repl_3,,,
RB2022_4_RecoveryStrength,0.5220264809181292,,
CR2017_Ratio Replicate 2,,,0.5908908528500458
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,
FSO2013_Ratio H/M normalized Rep3,,,
AR2021_KD 72h,,,
MV2014_Ratio H/M normalized B2___3 (5 min),0.533016486199658,,0.6312065894082537
KBE2022_Log2_Ex_18_U,0.5209272932637267,0.42725069836513774,0.6331325156737929
AS2011_Ratio H/L Inhi_1_1,,,
NJH2024_Sub8_MICT_Post,,,
AH2018_TMTMS3_3_C,,,
KBE2022_Log2_Ex_9_U,0.5199111794013306,0.42187140985260907,0.6358614544746781
AH2018_SILAC_M_3_N,,,
KBE2022_Log2_Ex_13_T,,,
RM2024_Intensity D0-3,,,
SR2019_SKBR3_Biol_repl_1,,,
PG2020_Intensity Mock_10h_C,,,
CF2017_OSE 29,,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,,
NJH2025_Sub1_HIIT_Post,,,
DL2023_24h-2,,,
HS2024_7_B_N2,,,0.6036678251341708
PG2020_Intensity 10h_A,,,
RN2012_L12,,,
MV2014_Ratio M/L normalized B1___3 (5 min),,,
NJH2024_Sub8_MICT_Mid,,,
AH2018_LFQ_IT_4_C,,,
SAS2015_PLX/AZD_Exp1,,,
FR2021_Norm.Intensity.A,,,
FSO2013_Ratio H/M normalized Rep1___1,,,
JW2015_Intensity cap2,,,
BS2014_Log2(Ratio H/L normalized Rep_2),,,
NJH2024_Sub6_MICT_Post,,,
CK2022_8 40-1,,,
RB2022_7_RecoveryEndurance,0.4814432369301864,,0.6491319057168126
NJH2025_Sub12_HIIT_Post,,,
EJN2021_4_Ex_Basal,,,
TM2022_S2.12h.B,,,
RN2012_L15,,,
KS2014_Intensity pY_PV3,,,
TM2022_S2.4h.B,,,
PG2020_Intensity 4h_A,,,
FSO2013_Ratio H/M normalized Rep2___2,,,
TM2022_mock.4h.B,,,
KBE2022_Log2_Ex_24_U,,,0.6432659651393762
NJH2025_Sub13_MICT_Mid,,,
KS2014_Intensity C3,,,
RB2022_1_PreSprint,,,
HS2024_4_I_N1,,,0.668393820697089
CK2022_7 200-1,,,
CK2022_5 200-1,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,,
FSO2013_Ratio H/L normalized Rep2___1,,,
NJH2024_Sub10_HIIT_Mid,,,
RB2022_2_PostEndurance,0.5087625966968162,,
AH2018_LFQ_2_C,,,
AH2018_SILAC_MR_1_X,,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,
IMM2018_normalised rep. int. Empty-2,,,
RM2024_Intensity D4-1,,,
KBE2022_Log2_Ex_25_U,,,0.6367334057392715
AH2018_SILAC_3_C,,,
EJN2021_5_Rest_Ins,,,
VOI2024_0.1uM 24 h_3 di,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,
DB2022_LFQ intensity L2.1,,,
FSO2013_Ratio H/M normalized Rep1,,,
CK2022_4 16-1,,,
AS2011_Ratio H/L,,,
SR2019_MCF7_Biol_repl_4,,,
EJN2021_2_Ex_Ins,,,
AS2011_Ratio H/L Inhi_2_3,,,
JAW2011_Ratio H/L LS1a_1,,,
AH2018_LFQ_1_N,,,
SAS2015_PLX/DMSO_Exp1,,,
SFR2015_HL_log2_ratio_avg_c,,,
JJ2018_Ratio M/L normalized pP2,,,
NJH2024_Sub7_MICT_Mid,,,
PG2020_Intensity 6h_B,,,
FSO2013_Ratio H/L normalized Rep3,,,
GRW2016_Ratio H/L normalized SILAC 2___2,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,
JJ2018_Ratio M/L normalized,,,
KTGR2014_Ratio-AA 30 mins,,,
JW2021_After_1,,,
NJH2025_Sub2_MICT_Mid,,,
HS2024_6_B_N2,0.5602553571253627,,0.6310648016330429
KBE2022_Log2_Ex_9_T,0.5209500902995035,0.420002037168363,0.6345824184294317
AH2018_SILAC_IT_2_N,,,
AH2018_SILAC_IT_1_X,,,
HW2015_Ratio H/L normalized Exp3,,,
HS2024_7_PD_T1,,,0.6171564624341149
UK2020_UA_2,,,
RM2024_Intensity D2-1___1,,,
GF2025_P10_Sph,,,
WZ2023_Pe_025_20min,0.49052560021772623,0.4032939784008297,0.6751368125810606
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,,
AH2018_LFQ_2_N,,,
HS2024_4_I_N2,,,0.6338302203360754
AH2018_TMTMS2_3_N,,,
RN2012_H06,,,
