DatasetName,CFL2_S(1) CFL2_S(24),CFL2_S(314) CFL2_T(6),CFL2_S(3)
RB2022_1_PostEndurance,0.5602734961134772,,0.6249724317961836
CR2017_Ratio Replicate 3,,,
SR2019_Hs578T_Biol_repl_3,,,
MV2014_Ratio L/H normalized B3___1 (5 min),,,
RBK2021_1244T Early,,,
RB2022_3_PostSprint,0.6709516142854817,0.46349546596748575,
NJH2024_Sub13_MICT_Mid,,,
KTGR2014_Ratio-AA 2 mins,,,1.0
GF2025_P7_Sph,,,0.7294128842898508
HS2024_8_I_T3,,,
CF2017_EOC 3,,,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,,
HS2024_6_PD_T3,,,0.7421206724193121
DL2023_12h-2,,,
RM2024_Intensity D6-3___1,,,
FS2019_Ctr1,,,0.5648926328243473
WZ2023_Pu_010_20min,,0.5364611623094155,0.8199602263560285
AS2011_Ratio H/L_3,,,
CK2022_1 40-1,,,0.8237989893844391
RNJ2017_Log2_ratio_Tsup:Trest_D1,,,
CK2022_8 16-1,,,0.7510580000591895
KS2014_Intensity N3,,,
RB2022_4_RecoveryEndurance,0.6689166766071091,,0.6044566901959699
RB2022_5_RecoveryEndurance,0.7323896922637461,,0.6079888898538363
JAW2011_Ratio H/L LS1a_2,,,
NJH2024_Sub12_HIIT_Mid,,,
AH2018_LFQ_IT_1_N,,,
FSO2013_Ratio H/M normalized Rep2,,,
RAM2015_Log2 A,,,
HS2024_8_PD_T1,,,
JJ2018_Ratio H/L normalized pP2,,,
CF2017_OSE 27,,,
KS2014_Intensity E15_2,,,
BS2014_Log2(Ratio H/L protein),,,
PG2020_Intensity 8h_A,,,0.6266551672895397
HS2024_7_I_T1,,,0.4199787233346682
VOI2024_Veh3 di,,,
RKK2015_TNF-α+SC-514/basal,,,
SR2019_JIMT1_Biol_repl_1,,,
HW2015_Ratio H/L normalized Exp2,,,
HS2024_3_I_N1,,,0.4314790892068183
AH2018_SILAC_M_3_X,,,
NJH2024_Sub9_HIIT_Post,,,
AS2011_Ratio H/L RNAi_1_3,,,
GRW2016_Ratio H/L normalized SILAC 1___2,,,
NJH2025_Sub1_HIIT_Pre,,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,,0.6484464460446263
NJH2024_Sub4_HIIT_Mid,,,
VOI2024_0.1uM 2 h_1 di,,,
KBE2022_Log2_Ex_6_T,,,0.5759710202644052
RM2024_Intensity D4-3___1,,,
AH2018_LFQ_4_X,,,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,,
RB2022_8_PostEndurance,0.7211108571562816,0.5113390259821622,0.7079527841797606
NJH2025_Sub4_MICT_Mid,,,
YP2020_Intensity C30_R1_mult_log2,,,
AST2020_anti-CD3.1,,,
NJH2025_Sub4_HIIT_Post,,,
EP2017_Untreated R#4 log2 ratio,,,
HS2024_6_B_N1,,,0.8691474111860267
KBE2022_Log2_Ex_27_T,,,0.6264890183257747
CW2012_10 µM Gef/control Experiment 1 Replicate A,,,
VOI2024_0.1uM 24 h_1 mono,,,
AMK2021_120R_p5,,,
AS2011_Ratio H/L Proteins,,,
NJH2024_Sub7_HIIT_Post,,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.6558161342280082,,0.6494057634938847
AS2011_Ratio H/L RNAi_2_2,,,
RB2022_7_RecoveryStrength,0.6220194341366634,,0.5179658338564783
AH2018_SILAC_IT_3_X,,,
JAW2011_Ratio H/L,,,
PG2020_Intensity 10h_C,,,0.4830035927372483
FSO2013_Ratio M/L normalized Rep2,,,0.4390147378951084
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,,
HH2022_Reporter intensity 5,,,
SR2019_HCC1954_Biol_repl_2,,,0.4916060123048431
CK2022_14 40-1,,,0.601288169203881
RB2022_6_PreSprint,,0.4879760743732743,0.500894296365464
NJH2025_Sub12_MICT_Mid,,,
PG2020_Intensity 4h_D,,,0.2010773922424654
NJH2025_Sub2_MICT_Post,,,
AH2018_LFQ_4_C,,,
DL2023_control-1,,,
AR2021_ALG 10 μM,,,0.6738853295612662
JAW2011_Ratio H/L LS2_2,,,
AH2018_SILAC_IT_3_N,,,
EJN2021_4_Rest_Ins,0.6370219584044909,,0.6645135079488701
RN2012_H05,,,
NJH2024_Sub7_HIIT_Mid,,,
GF2025_P2_Adh,,,0.5253575044830061
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,,
RB2022_8_PostSprint,0.6624093402755473,0.5074109818166531,0.5647579320423193
EJN2021_1_Rest_Ins,0.652675840512568,,0.6654993254517817
HH2022_Reporter intensity 3,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,,
AH2018_SILAC_IT_1_C,,,
JW2021_After_3,,,
GF2025_P8_Sph,,,0.6198349574973598
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,,
JJ2018_Ratio M/L normalized pP2___1,,,
AH2018_SILAC_2_N,,,
CK2022_11 200-1,,,0.5119361977640834
CK2022_12 200-1,,,0.4986921086268912
AS2011_Ratio H/L Normalized by Protein RNAi_1,,,
RM2024_Intensity D2-1___3,,,
NJH2024_Sub1_MICT_Pre,,,
HH2022_Reporter intensity 9,,,
WZ2023_Su_010_20min,,0.5398856097227769,0.8179900268123933
AH2018_TMTMS2_2_N,,0.370515888581406,
NJH2024_Sub13_MICT_Pre,,,
KBE2022_Log2_Ex_41_U,,,0.5998202807496439
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.6411103129252496,,0.6159103514488067
AH2018_TMTMS3_Pool,,,
KS2014_Intensity N4,,,
NJH2024_Sub1_HIIT_Post,,,
MM2018_Ratio H/L replicate2,,,
RM2024_Intensity D4-2___2,,,
NJH2024_Sub13_HIIT_Pre,,,
CF2017_OSE 26,,,0.437169445297426
CK2022_14 200-1,,,0.5182513029245434
SR2019_Hs578T_Biol_repl_1,,,0.4761825074100945
RB2022_7_PostSprint,0.6559542508838521,,0.5222451663449238
TM2022_mock.4h.A,,,
NJH2025_Sub12_HIIT_Pre,,,
AH2018_TMTMS3_1_N,,,
AST2020_anti-CD3+PDL2.2,,,
PG2020_Intensity Mock_10h_A,,,
JW2021_After_2,,,
NJH2024_Sub2_MICT_Post,,,
EJN2021_2_Rest_Ins,0.6564349709824585,,0.6950901198054195
SR2019_LM2_Biol_repl_4,,,0.5690994203806705
CP2009_Ratio H/M,,,
JAW2011_Ratio H/L HS,,,
CK2022_13 16-1,,,0.6543016148739867
GF2025_P1_Adh,,,0.6711483096547226
GF2025_P1_Sph,,,0.6691596029039375
EJN2021_5_Ex_Basal,0.6682982582469308,,0.6588350858441275
HS2024_7_I_T3,,,0.6480947296171228
JJ2018_Ratio H/L normalized pP2___2,,,
WZ2023_Pe_010_10min,,0.5448063731680952,0.825635061939635
CF2017_EOC 1,,,
CK2022_3 200-1,,,0.6175344681218298
AH2018_LFQ_IT_3_C,,,
SR2019_Hs578T_Biol_repl_2,,,0.4550383039009638
NJH2024_Sub12_HIIT_Post,,,
JJ2018_Ratio H/L normalized pP1___2,,,
MV2014_Ratio H/L normalized A1___2 (10 min),,,
NJH2024_Sub10_MICT_Mid,,,
NJH2024_Sub13_MICT_Post,,,
BS2014_Log2(Ratio H/L normalized Rep_1),,,
RB2022_3_RecoverySprint,0.6845476490311688,0.5924411165488104,0.660509598728311
NJH2025_Sub1_HIIT_Mid,,,
RCJD2014_20min_2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,,
HS2024_6_PD_T2,,,0.5066123343209105
HS2024_5_B_T1,,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,,
DL2023_12h-3,,,
SR2019_MDAMB231_Biol_repl_2,,,0.5029406243466884
HS2024_3_B_T2,,,0.6108868127153395
RB2022_6_PreStrength,,0.5216555993856807,0.6664538621442807
CK2022_2 40-1,,,0.822417927798589
RB2022_1_PostSprint,0.6736704610425126,,0.4296023477085395
CK2022_4 200-1,,,0.6163705399981476
JW2021_Before_2,,,
TM2022_S2.12h.A,,,
MV2014_Ratio L/M normalized B2___2 (30 min),,,
CK2022_5 16-1,,,0.7565183330723971
AR2021_ALG 1 μM,,,0.398557876859283
HS2024_4_B_T1,,,0.5882826677009272
MV2014_Ratio M/H normalized A3___1 (10 min),,,
SR2019_BT549_Biol_repl_4,,,0.5162306520570455
EJN2021_1_Rest_Basal,0.6614707507236094,,0.6403842857330918
NJH2025_Sub8_MICT_Post,,,
RCJD2014_5min_3,,,
CR2017_Ratio Replicate 3.2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,,
GF2025_P7_Adh,,,0.3863828649958828
CK2022_9 16-1,,,0.6952186983978542
NJH2024_Sub6_HIIT_Post,,,
AMK2021_30R_p3,,,
AS2011_Ratio H/L Normalized RNAi_2,,,
RM2024_Intensity D0-2___2,,,
KS2014_Intensity pY_N4,,,
CK2022_13 200-1,,,0.5204997742806813
AS2011_Ratio H/L Normalized_2,,,
PG2020_Intensity 6h_D,,,0.679127701848044
CK2022_16 16-1,,,0.6482367696994332
FS2019_db/db3,,,0.4772270482002011
CK2022_15 40-1,,,0.6041835630417566
NJH2024_Sub9_MICT_Pre,,,
BS2014_Log2(Ratio H/L unmodified peptide),,,
WZ2023_Su_005_10min,,0.5353069445629167,0.8261003933193646
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,
KBE2022_Log2_Ex_41_T,,,0.6131898339967061
AMK2021_Ctrl_p1,,,
AH2018_LFQ_IT_3_X,,,
HS2024_5_PD_T3,,,
AH2018_TMTMS3_3_X,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,
KBE2022_Log2_Ex_40_U,,,0.5652340685384686
AH2018_LFQ_M_1_N,,,
KBE2022_Log2_Ex_27_U,,,0.6305740309755423
HW2015_Ratio M/L normalized Exp3,,,
RKK2015_TNF-α/IKKb(K44M),,,
AH2018_SILAC_M_1_N,,,
HW2015_Ratio M/L normalized Exp1,,,
RB2022_5_RecoveryStrength,0.5954575313150823,,0.4353263994228137
YP2020_Intensity P10_R1_mult_log2,,,
RB2022_7_PreStrength,0.620286207933975,,0.5976598305605227
YA2020_Reporter_intensity_Normal_No.4,,,
NJH2025_Sub13_HIIT_Pre,,,
PG2020_Intensity CT_D,,,
NJH2025_Sub9_MICT_Post,,,
VOI2024_Veh1 mono,,,
CK2022_12 16-1,,,0.6729474475414584
RN2012_L13,,,
LG2023_Control-1_intensity,,,
RM2024_Intensity D6-3___2,,,
KBE2022_Log2_Ex_8_U,,,0.5935168663874221
SR2019_SKBR3_Biol_repl_3,,,0.3805643885760305
NJH2024_Sub1_MICT_Post,,,
HS2024_3_I_T2,,,0.2744247020740743
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,0.8826696129019024
RM2024_Intensity D0-3___3,,,
HS2024_6_I_T2,,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,
AS2011_Ratio H/L Protein Inhi_1,,,
FSO2013_Ratio H/M normalized Rep2___1,,,
GRW2016_Ratio M/L normalized SILAC 5a___2,,,
CK2022_10 40-1,,,0.6480004722757581
NJH2024_Sub12_HIIT_Pre,,,
NJH2024_Sub8_MICT_Pre,,,
RM2024_Intensity D0-1___1,,,
LY2019_P3+,,,0.5550002707173208
HH2022_Reporter intensity 6,,,
RB2022_2_RecoveryStrength,,0.4767378600261599,0.4415822214340873
KTGR2014_Ratio-AA 15 mins,,,0.6867416034587172
AS2011_Ratio H/L Normalized RNAi_2_2,,,
KS2014_Intensity pY_N3,,,
MV2014_Ratio H/L normalized B1___2 (30 min),,,
LY2019_P5-,,,0.5059766292682536
HW2015_Ratio M/L normalized Exp2,,,
SR2019_HCC1419_Biol_repl_1,,,
AH2018_TMTMS2_3_X,,0.4725800135658672,
GF2025_P3_Adh,,,0.6202648102488431
SR2019_JIMT1_Biol_repl_2,,,
AH2018_TMTMS2_1_C,,0.34713105486214,
RM2024_Intensity D0-1___2,,,
LY2019_P4+,,,0.6882994422328761
KBE2022_Log2_Ex_19_U,,,0.5643599811916058
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,,
RB2022_4_PostStrength,0.6777168366127604,,0.5209416856972754
LG2023_GSK3α-3_intensity,,,
YA2020_Reporter_intensity_Cancer_No.1,,,
AST2020_Control,,,
JAW2011_Ratio H/L LS1a,,,
RCJD2014_5min_mean,,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,
NJH2025_Sub1_MICT_Mid,,,
TM2022_S2.12h.C,,,
NJH2025_Sub9_MICT_Mid,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,
FSO2013_Ratio M/L normalized Rep2___1,,,0.4412652542142108
LG2023_Control-2_intensity,,,
NJH2024_Sub8_HIIT_Pre,,,
KS2014_Intensity pY_N2,,,
RB2022_5_RecoverySprint,0.6222626770206683,,0.5945069283008017
RB2022_7_RecoverySprint,0.7145046974295315,,0.6201151594816987
YA2020_Reporter_intensity_Normal_No.3,,,
HS2024_8_B_T2,,,
AH2018_LFQ_1_X,,,
RM2024_Intensity D6-1___1,,,
RCJD2014_10min_2,,,
FR2021_Norm.Intensity.M,,,0.5846758915446545
RM2024_Intensity D0-3___1,,,
KS2014_Intensity N2,,,
HH2022_Reporter intensity 1,,,
HH2022_Reporter intensity 2,,,
RM2024_Intensity D6-2___2,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,
RM2024_Intensity D2-3___2,,,
YA2020_Reporter_intensity_Normal_No.5,,,
SR2019_MCF7_Biol_repl_1,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,
HS2024_8_B_T1,,,
NJH2025_Sub6_HIIT_Pre,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,
EP2017_Untreated R#2 log2 ratio,,,
SR2019_LM2_Biol_repl_3,,,0.5716208342039817
RB2022_4_RecoveryStrength,0.6177540127994705,,
CR2017_Ratio Replicate 2,,,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,
FSO2013_Ratio H/M normalized Rep3,,,
AR2021_KD 72h,,,0.3499083770241512
MV2014_Ratio H/M normalized B2___3 (5 min),,,
KBE2022_Log2_Ex_18_U,,,0.5598112634151181
AS2011_Ratio H/L Inhi_1_1,,,
NJH2024_Sub8_MICT_Post,,,
AH2018_TMTMS3_3_C,,,
KBE2022_Log2_Ex_9_U,,,0.5181724929941067
AH2018_SILAC_M_3_N,,,
KBE2022_Log2_Ex_13_T,,,0.5497756078271309
RM2024_Intensity D0-3,,,
SR2019_SKBR3_Biol_repl_1,,,0.3593577679357383
PG2020_Intensity Mock_10h_C,,,
CF2017_OSE 29,,,0.4706373232420697
YB2013_Ratio_H_L_Normalized_in_experiment_1,,,
NJH2025_Sub1_HIIT_Post,,,
DL2023_24h-2,,,
HS2024_7_B_N2,,,
PG2020_Intensity 10h_A,,,0.4828590848057306
RN2012_L12,,,
MV2014_Ratio M/L normalized B1___3 (5 min),,,
NJH2024_Sub8_MICT_Mid,,,
AH2018_LFQ_IT_4_C,,,
SAS2015_PLX/AZD_Exp1,,,
FR2021_Norm.Intensity.A,,,0.5919094333884194
FSO2013_Ratio H/M normalized Rep1___1,,,
JW2015_Intensity cap2,,,
BS2014_Log2(Ratio H/L normalized Rep_2),,,
NJH2024_Sub6_MICT_Post,,,
CK2022_8 40-1,,,0.779769788250522
RB2022_7_RecoveryEndurance,0.6640779288658338,,0.464276279208539
NJH2025_Sub12_HIIT_Post,,,
EJN2021_4_Ex_Basal,0.6533169107892485,,0.6216099096699336
TM2022_S2.12h.B,,,
RN2012_L15,,,
KS2014_Intensity pY_PV3,,,
TM2022_S2.4h.B,,,
PG2020_Intensity 4h_A,,,0.346279533724579
FSO2013_Ratio H/M normalized Rep2___2,,,
TM2022_mock.4h.B,,,
KBE2022_Log2_Ex_24_U,,,0.5642074144151138
NJH2025_Sub13_MICT_Mid,,,
KS2014_Intensity C3,,,
RB2022_1_PreSprint,0.6355905045889408,,0.5052457861914655
HS2024_4_I_N1,,,
CK2022_7 200-1,,,0.5938746261797567
CK2022_5 200-1,,,0.5970290830430459
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,,
FSO2013_Ratio H/L normalized Rep2___1,,,
NJH2024_Sub10_HIIT_Mid,,,
RB2022_2_PostEndurance,,0.525452121380189,0.6831118717965
AH2018_LFQ_2_C,,0.5660066618070179,
AH2018_SILAC_MR_1_X,,0.5830938981368234,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,0.8172906137042821
IMM2018_normalised rep. int. Empty-2,,,
RM2024_Intensity D4-1,,,
KBE2022_Log2_Ex_25_U,,,0.5725726252442596
AH2018_SILAC_3_C,,,
EJN2021_5_Rest_Ins,0.6436692147472124,,0.689143437458564
VOI2024_0.1uM 24 h_3 di,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,
DB2022_LFQ intensity L2.1,,,
FSO2013_Ratio H/M normalized Rep1,,,
CK2022_4 16-1,,,0.7795979962965208
AS2011_Ratio H/L,,,
SR2019_MCF7_Biol_repl_4,,,
EJN2021_2_Ex_Ins,0.6751563654407923,,0.7156123969761139
AS2011_Ratio H/L Inhi_2_3,,,
JAW2011_Ratio H/L LS1a_1,,,
AH2018_LFQ_1_N,,,
SAS2015_PLX/DMSO_Exp1,,,
SFR2015_HL_log2_ratio_avg_c,,,
JJ2018_Ratio M/L normalized pP2,,,
NJH2024_Sub7_MICT_Mid,,,
PG2020_Intensity 6h_B,,,0.6422774742668038
FSO2013_Ratio H/L normalized Rep3,,,
GRW2016_Ratio H/L normalized SILAC 2___2,,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,,
