DatasetName,MAP4_C(636) MAP4_M(280) MAP4_M(507) MAP4_M(624) MAP4_S(1) MAP4_S(10) MAP4_S(1002) MAP4_S(1046) MAP4_S(1058) MAP4_S(1073) MAP4_S(1092) MAP4_S(111) MAP4_S(1151) MAP4_S(116) MAP4_S(133) MAP4_S(1679) MAP4_S(1841) MAP4_S(1868) MAP4_S(1932) MAP4_S(1970) MAP4_S(1972) MAP4_S(1998) MAP4_S(2021) MAP4_S(2073) MAP4_S(2086) MAP4_S(2218) MAP4_S(2296) MAP4_S(276) MAP4_S(280) MAP4_S(295) MAP4_S(297) MAP4_S(3) MAP4_S(330) MAP4_S(352) MAP4_S(358) MAP4_S(375) MAP4_S(440) MAP4_S(5) MAP4_S(507) MAP4_S(510) MAP4_S(514) MAP4_S(524) MAP4_S(527) MAP4_S(580) MAP4_S(597) MAP4_S(6) MAP4_S(624) MAP4_S(633) MAP4_S(636) MAP4_S(641) MAP4_S(643) MAP4_S(653) MAP4_S(678) MAP4_S(68) MAP4_S(693) MAP4_S(696) MAP4_S(742) MAP4_S(784) MAP4_S(787) MAP4_S(789) MAP4_S(824) MAP4_S(825) MAP4_S(865) MAP4_S(868) MAP4_S(876) MAP4_S(9) MAP4_S(922) MAP4_S(928) MAP4_S(936) MAP4_S(938) MAP4_S(94) MAP4_S(941) MAP4_S(99) MAP4_T(101) MAP4_T(114) MAP4_T(2070) MAP4_T(2072) MAP4_T(282) MAP4_T(287) MAP4_T(3) MAP4_T(304) MAP4_T(354) MAP4_T(4) MAP4_T(451) MAP4_T(510) MAP4_T(514) MAP4_T(521) MAP4_T(526) MAP4_T(529) MAP4_T(538) MAP4_T(565) MAP4_T(571) MAP4_T(585) MAP4_T(588) MAP4_T(599) MAP4_T(602) MAP4_T(622) MAP4_T(627) MAP4_T(681) MAP4_T(686) MAP4_T(687) MAP4_T(689) MAP4_T(82) MAP4_T(828) MAP4_T(927) MAP4_T(938) MAP4_T(942),MAP4_S(1000) MAP4_S(1010) MAP4_S(1145) MAP4_S(14) MAP4_S(16) MAP4_S(163) MAP4_S(180) MAP4_S(2044) MAP4_S(2128) MAP4_S(2145) MAP4_S(2290) MAP4_S(384) MAP4_S(4) MAP4_S(401) MAP4_S(457) MAP4_S(504) MAP4_S(583) MAP4_S(60) MAP4_S(609) MAP4_S(7) MAP4_S(71) MAP4_S(723) MAP4_S(793) MAP4_S(823) MAP4_S(827) MAP4_S(853) MAP4_S(859) MAP4_S(937) MAP4_S(983) MAP4_T(11) MAP4_T(113) MAP4_T(1142) MAP4_T(1832) MAP4_T(2062) MAP4_T(22) MAP4_T(23) MAP4_T(28) MAP4_T(349) MAP4_T(512) MAP4_T(518) MAP4_T(582) MAP4_T(620) MAP4_T(722) MAP4_T(76) MAP4_T(874) MAP4_T(878) MAP4_T(917) MAP4_T(925) MAP4_T(96) MAP4_T(97) MAP4_Y(47)
AH2018_SILAC_M_2_N,0.5956096492942125,0.43080571312023175
HS2024_7_PD_T2,,
FSO2013_Ratio H/L normalized Rep1___1,0.5854415361328078,0.43333112591204537
AH2018_LFQ_1_C,0.5961540328474687,0.4294279873157931
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5873362606987605,0.42816454278238847
HS2024_3_B_N1,,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5985381894620172,0.4193439205166537
CK2022_11 40-1,0.5841592787810793,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,0.5963727551255698,0.43049343143548335
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5889170685563655,0.4245519987852634
FSO2013_Ratio H/L normalized Rep2,0.5845734938005276,0.4339222527673043
WZ2023_Pu_005_20min,0.5964097680992531,0.4192681299796183
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5845415019506102,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5955997468857934,0.427838604266589
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,0.5819231242854891,
HS2024_9_B_T2,,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,,
FSO2013_Ratio M/L normalized Rep3___2,0.5846509418754839,
SR2019_BT549_Biol_repl_3,0.5849911828896603,
RCJD2014_20min_mean,0.5867631363766307,
FR2021_Norm.Intensity.H,,
RB2022_2_PreStrength,0.5863283162383545,0.4323526342018791
DB2022_LFQ intensity L1.2,0.5858548508867237,
HS2024_4_B_N1,,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5872577114970571,
CK2022_1 200-1,0.5906915769485097,0.42805049095050957
PG2020_Intensity Mock_10h_D,0.584800236872831,
SR2019_MCF10A_Biol_repl_2,0.5786710544883136,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,0.5842882727130628,0.4308835940874324
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,0.5866490342096761,
EP2017_Mitotic R#2 normalized log2 ratio,0.5771072413056051,0.43236037505259445
RCJD2014_5min_1,0.5841410171868193,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,0.5859705367819086,
TM2022_S2.4h.C,,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.5790624944557548,
PG2020_Intensity 2h_C,0.5843784730059765,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5612298361309114,0.4280520532591913
KBE2022_Log2_Ex_8_T,0.5871629894395921,
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,,
RN2012_L11,0.5806124666826764,0.43027044217149496
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,,
HS2024_5_PD_T1,,
AH2018_LFQ_M_2_C,0.5939504976563259,0.43197456106599375
CK2022_3 40-1,0.5884424512903057,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,,
YA2020_Reporter_intensity_Cancer_No.5,0.5944446438365824,0.42350577338727435
HH2022_Reporter intensity 8,0.5841926675603606,
ZQ2022_N2,0.5871761786340438,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,0.586926274882229,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.6116855022878888,0.434047698731725
EJN2021_5_Rest_Basal,0.5885533906631581,0.4291097494544717
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,0.5867274310242002,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5969497957965042,0.4282948847970627
YA2020_Reporter_intensity_Normal_No.1,0.5899735497081751,0.4259885383621186
HS2024_3_B_T1,,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,0.5878763935012583,0.4294573439792908
RB2022_1_PostEndurance,0.5879233690485262,
CR2017_Ratio Replicate 3,0.5828365731108116,0.4269936959483547
SR2019_Hs578T_Biol_repl_3,0.5853875372503667,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.5858994974057791,0.42934868989878183
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5816426258567823,
HS2024_8_I_T3,,
CF2017_EOC 3,0.5887170713644585,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,0.584208279430269,0.43487005859030897
HS2024_6_PD_T3,,
DL2023_12h-2,0.5862642230599113,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5864339566184035,
WZ2023_Pu_010_20min,0.5967846511010391,0.4187490153864904
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5887729833711638,
RNJ2017_Log2_ratio_Tsup:Trest_D1,,
CK2022_8 16-1,0.5821964597169428,
KS2014_Intensity N3,0.5887422577456162,0.429119142991997
RB2022_4_RecoveryEndurance,0.5889409733203647,0.4269288305680596
RB2022_5_RecoveryEndurance,0.5836897252736994,0.43094962374518986
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5938601093346393,0.4293922029786396
FSO2013_Ratio H/M normalized Rep2,0.5683933587101084,0.430779283883459
RAM2015_Log2 A,0.5848156782148838,0.43094132207923336
HS2024_8_PD_T1,,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,0.587253054038893,
KS2014_Intensity E15_2,0.5900729022777389,0.42137083702075573
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5895230348592791,0.4305135585765778
HS2024_7_I_T1,,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.5824570326446491,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,,
AH2018_SILAC_M_3_X,0.5944103299323324,0.4281527138929176
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5860881568390478,0.4274922074804063
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5868953536701373,0.42634058071856634
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,0.5830273126006611,0.42589826158468386
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5855037601191475,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5899622293301529,0.429911340359923
HS2024_6_B_N1,,
KBE2022_Log2_Ex_27_T,0.5857440510414341,
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,0.5856524644615129,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5884282749077374,0.43197898297467363
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5899863926640712,0.43756311250333507
AH2018_SILAC_IT_3_X,0.59659354916218,0.4286784249116366
JAW2011_Ratio H/L,,0.4287961020614724
PG2020_Intensity 10h_C,0.5782859898779154,0.4260351065602806
FSO2013_Ratio M/L normalized Rep2,0.573123420192338,0.4317497455181365
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5842384870582316,
SR2019_HCC1954_Biol_repl_2,0.5815934586457043,
CK2022_14 40-1,0.5856443412942041,
RB2022_6_PreSprint,0.5948684050053515,0.42836971466229556
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.583981812665801,0.42247871046348845
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5914941420043839,0.4271971663276456
DL2023_control-1,0.5867946651708004,
AR2021_ALG 10 μM,0.5868043830542891,0.43702356542744447
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5984962219509109,0.42919156605446845
EJN2021_4_Rest_Ins,0.5888289423520287,0.4298134276677101
RN2012_H05,0.5846948469718904,0.4250285098771317
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5862547273418451,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,0.5876647493142011,
RB2022_8_PostSprint,0.5898117885853008,0.4276270923895882
EJN2021_1_Rest_Ins,0.5889669251756832,0.4291671199677796
HH2022_Reporter intensity 3,0.5903250022899983,0.428667286638809
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,0.5855185281766526,
AH2018_SILAC_IT_1_C,0.5946552658885393,0.43032873267125227
JW2021_After_3,,
GF2025_P8_Sph,0.5846755336353939,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,0.5854228067446156,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5959900217710176,0.4306707560442615
CK2022_11 200-1,0.5843380322169807,0.4265430094255895
CK2022_12 200-1,0.5847960001218652,0.4261242755520851
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5837623534830783,
WZ2023_Su_010_20min,0.5959483681497713,0.4196025701986436
AH2018_TMTMS2_2_N,0.6065336220989377,0.4270487752723006
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5854416754513206,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.587901093019761,0.4313325349186235
AH2018_TMTMS3_Pool,0.6110680841486155,0.43437755540001693
KS2014_Intensity N4,0.5939127498349395,0.4351507674124514
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,0.5829606801775538,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5835457703073186,0.4293507025311289
CK2022_14 200-1,0.5863037554507813,0.4250944885764605
SR2019_Hs578T_Biol_repl_1,0.5849961268754313,
RB2022_7_PostSprint,0.5847138978959864,0.42486890768005026
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.60901345883576,0.4306272166357897
AST2020_anti-CD3+PDL2.2,0.585399485949772,
PG2020_Intensity Mock_10h_A,0.5869250639757043,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.5878744040513588,0.42872187151984226
SR2019_LM2_Biol_repl_4,0.5838342169452027,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,0.428661012633351
CK2022_13 16-1,0.5809023210572933,
GF2025_P1_Adh,0.5936976680980557,
GF2025_P1_Sph,0.5821799740326381,
EJN2021_5_Ex_Basal,0.5879488533724903,0.4282364984181674
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5974165585562655,0.4222429021158202
CF2017_EOC 1,0.5817781311579474,0.428679832800292
CK2022_3 200-1,0.5903305690466693,0.4277764232052822
AH2018_LFQ_IT_3_C,0.5956979249702438,0.4296592342211149
SR2019_Hs578T_Biol_repl_2,0.5852588400874523,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.5857800655928229,0.4318258688176925
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,0.586895988498683,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,0.5859102556106426,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.5872713277160072,
SR2019_MDAMB231_Biol_repl_2,0.5806348715961871,
HS2024_3_B_T2,,
RB2022_6_PreStrength,0.5794742532565685,
CK2022_2 40-1,0.588406018783387,
RB2022_1_PostSprint,0.5866486720234589,
CK2022_4 200-1,0.5904151947408894,0.428126940857326
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.583409846907379,
AR2021_ALG 1 μM,0.5806552226693449,0.42645080823730097
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.58476339955995,
EJN2021_1_Rest_Basal,0.5888152674239814,0.4284450657314581
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,0.5874078353418243,
CR2017_Ratio Replicate 3.2,0.58078993617022,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,0.5866066796335944,
GF2025_P7_Adh,0.579159724375281,
CK2022_9 16-1,0.5821925609648588,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,0.5853851563060832,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.5869057503867705,
CK2022_13 200-1,0.5860789144440954,0.4251502862025728
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5855769152561494,0.4295550453109137
CK2022_16 16-1,0.581273596596797,
FS2019_db/db3,0.5865697256851767,
CK2022_15 40-1,0.5850238324667497,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5941741059687691,0.41321919863879986
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.5889626128126693,
AMK2021_Ctrl_p1,0.5852174968673416,
AH2018_LFQ_IT_3_X,0.5963359279750977,0.43047721674013834
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,0.6085950866579093,0.43328350736632415
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,0.5864478823069181,
KBE2022_Log2_Ex_40_U,0.5858003944365142,
AH2018_LFQ_M_1_N,0.5933940636543857,0.42420201000203184
KBE2022_Log2_Ex_27_U,0.5848432608354489,
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.594725762672364,0.42945052127112987
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5937236392667157,0.43963870818460893
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5887923111133917,0.42524453564859904
YA2020_Reporter_intensity_Normal_No.4,0.5921654247356007,0.42483342483269665
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5876279612006545,0.4264429724942012
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5823718273536236,
RN2012_L13,0.5752401881051219,0.4252764106408131
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5872922397327135,
SR2019_SKBR3_Biol_repl_3,0.5847666058978558,
NJH2024_Sub1_MICT_Post,,
