DatasetName,ASMTL_S(165) ASMTL_S(181) ASMTL_S(19) ASMTL_S(21) ASMTL_S(223) ASMTL_S(228) ASMTL_S(239) ASMTL_S(255) ASMTL_S(421),ASMTL_S(246)
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5057265245196191,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5357939337906449,
GF2025_P3_Adh,0.4934257580322618,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5327401127927792,
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5051871831214751,
KBE2022_Log2_Ex_19_U,0.5254240678150677,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5168891944686747,
AST2020_Control,0.5145739123359223,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.5289103893624211,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5298699607721271,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5212563553593087,
HH2022_Reporter intensity 1,,
HH2022_Reporter intensity 2,,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5224911054932162,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.5290399119199368,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,0.5111650998781649,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,,
AR2021_KD 72h,0.5059333798033583,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5211535637174797,
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5145155191759142,
KBE2022_Log2_Ex_9_U,0.5245406048622042,
AH2018_SILAC_M_3_N,0.527303435332136,
KBE2022_Log2_Ex_13_T,0.5186928329338166,
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5211399340030501,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,,
RN2012_L12,0.5079142679556474,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5255356177988482,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.520218605387897,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5230556854228179,
TM2022_S2.12h.B,,
RN2012_L15,0.5101543686670662,
KS2014_Intensity pY_PV3,,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5243806978058175,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5254408235865102,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.47757687497245194,
RB2022_1_PreSprint,,
HS2024_4_I_N1,,
CK2022_7 200-1,0.5104560700248153,
CK2022_5 200-1,0.5127979302192824,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5307751580206139,
AH2018_SILAC_MR_1_X,0.5277161827622445,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5264364897232398,
AH2018_SILAC_3_C,0.5255477360612584,
EJN2021_5_Rest_Ins,0.5204332972814889,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,,
CK2022_4 16-1,0.5116949787967187,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,0.5194551883750026,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.5332822407278078,
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5041850103408475,
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,0.517597760853063,
FSO2013_Ratio H/L normalized Rep3,,
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,0.5133220581993836,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,,
KBE2022_Log2_Ex_9_T,0.5231845878036494,
AH2018_SILAC_IT_2_N,0.5353469679391768,
AH2018_SILAC_IT_1_X,0.5347991009258201,
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,,
UK2020_UA_2,0.5208589610754678,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5405443768763911,
WZ2023_Pe_025_20min,0.5195010486850512,
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.5296125540329264,
HS2024_4_I_N2,,
AH2018_TMTMS2_3_N,0.5343227602055751,
RN2012_H06,0.5137435304279071,
AS2011_Inhi 1_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
HS2024_4_PD_T3,,
WZ2023_Su_005_30min,0.5179831398494597,
SR2019_HCC1419_Biol_repl_4,,
JJ2018_Ratio H/M normalized___2,,
SR2019_JIMT1_Biol_repl_3,,
AS2011_Ratio H/L Protein,,
UK2020_HCM_3,0.518599578011668,
NJH2024_Sub10_HIIT_Post,,
CR2017_Ratio Replicate 3.1,0.5544811082097688,
WZ2023_Su_025_10min,0.5188021683948314,
AH2018_LFQ_IT_4_X,0.5250096725822962,
CP2009_Ratio H/L,,
VOI2024_0.1uM 24 h_3 mono,,
RB2022_4_RecoverySprint,,
RM2024_Intensity D6-3,,
WZ2023_Su_005_20min,0.5182512337264414,
CW2012_10 µM Gef/control Experiment 1 Replicate B,,
SFR2015_HL_log2_ratio_avg_a,0.47868862119905514,
CW2012_10 µM Erl/control Experiment 3 Replicate A,,
RB2022_1_PreEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3a,,
LG2023_GSK3α-2_intensity,,
EP2017_Pervanadate R#1 log2 ratio,0.5223340909055375,
NJH2025_Sub6_HIIT_Post,,
RB2022_6_RecoverySprint,,
KS2014_Intensity,0.5309613803594155,0.3009261839123969
MV2014_Ratio H/M normalized A2___1 (2 min),,
PG2020_Intensity 8h_D,0.5019047567686813,
LY2019_P7+,0.5355057886640019,
