DatasetName,H1_S(1) H1_S(102) H1_S(103) H1_S(104) H1_S(105) H1_S(106) H1_S(108) H1_S(11) H1_S(113) H1_S(114) H1_S(115) H1_S(116) H1_S(124) H1_S(141) H1_S(146) H1_S(154) H1_S(17) H1_S(173) H1_S(18) H1_S(183) H1_S(187) H1_S(188) H1_S(189) H1_S(19) H1_S(190) H1_S(2) H1_S(23) H1_S(27) H1_S(31) H1_S(33) H1_S(36) H1_S(37) H1_S(4) H1_S(41) H1_S(42) H1_S(43) H1_S(44) H1_S(49) H1_S(5) H1_S(54) H1_S(55) H1_S(56) H1_S(58) H1_S(59) H1_S(61) H1_S(66) H1_S(7) H1_S(71) H1_S(75) H1_S(8) H1_S(81) H1_S(85) H1_S(92) H1_T(1) H1_T(10) H1_T(11) H1_T(12) H1_T(13) H1_T(138) H1_T(139) H1_T(140) H1_T(146) H1_T(147) H1_T(153) H1_T(163) H1_T(165) H1_T(18) H1_T(193) H1_T(2) H1_T(226) H1_T(31) H1_T(36) H1_T(38) H1_T(39) H1_T(4) H1_T(41) H1_T(45) H1_T(6) H1_T(9),H1_S(555) H1_S(82) H1_T(101)
RM2024_Intensity D6-1___2,,
NJH2025_Sub7_MICT_Mid,0.5283362958592375,
LY2019_P1+,0.5338936208932578,
AS2011_Ratio H/L Proteins Inhi_2,0.5266774537544046,
BS2014_Log2(Ratio H/L normalized),0.5296495813403901,
UK2020_HCM_2,,
FSO2013_Ratio H/L normalized Rep2___2,,
EP2017_Pervanadate R#3 normalized log2 ratio,0.5313592519766629,
RM2024_Intensity D4-3___3,,
RB2022_5_PreStrength,0.5265301616528132,
NJH2024_Sub4_MICT_Mid,0.5307403863457753,
TM2022_S2.4h.A,0.5327216610249247,
RB2022_5_PostStrength,0.5295560720723875,
GF2025_P6_Sph,0.5094865620396356,
RB2022_2_PreSprint,,
ZX2022_CB treated Replicate 3,0.5255504101468095,
RM2024_Intensity D6-2___3,,
WZ2023_Pe_025_10min,0.5366141634506432,
AS2011_Ratio H/L Normalized by Proteins RNAi_1,,
AST2020_anti-CD3+PDL2.1,0.5331115270995815,
KBE2022_Log2_Ex_34_U,0.541935928559592,
WZ2023_Pu_005_10min,0.5320853628673687,
AS2011_Ratio H/L RNAi_2_1,,
NJH2024_Sub9_HIIT_Mid,0.5293767077478091,
CK2022_9 40-1,0.5432751016400594,
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,,
WZ2023_Pu_025_30min,0.534818727045231,
AH2018_SILAC_MR_2_X,0.5314701940816348,
HS2024_4_PD_T2,0.5418665927816976,
NJH2024_Sub4_HIIT_Pre,0.5303208224707548,
RB2022_2_RecoverySprint,,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,0.5312343516725494,
CR2017_Ratio Replicate 1.4,0.5377643686721637,
FR2021_Norm.Intensity.B,0.5309709345539206,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,0.5334346051354679,
RB2022_5_PostSprint,0.5288116981905271,
EJN2021_3_Rest_Basal,0.5289286532202594,
CR2017_Ratio Replicate 1.3,0.5473718138869399,
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.529343444719645,
JJ2018_Ratio M/L normalized pP3,0.5174296942073139,
AH2018_SILAC_M_2_N,0.5306644524133727,
HS2024_7_PD_T2,0.5201962216485633,
FSO2013_Ratio H/L normalized Rep1___1,0.5267216919240295,
AH2018_LFQ_1_C,0.5283961318887547,
AS2011_Ratio H/L Normalized Inhi_1_3,0.5287852816450148,
KBE2022_Log2_Ex_28_T,0.5476579114231852,
HS2024_3_B_N1,0.5054154873175796,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5391745413879139,
CK2022_11 40-1,0.5435149317666661,
CW2012_10 µM Erl/control Experiment 3 Replicate B,0.5312784224126522,
AH2018_SILAC_2_X,0.5321928439038682,
MV2014_Ratio H/M normalized A2___2 (2 min),0.5258573736786127,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5300854639233905,
FSO2013_Ratio H/L normalized Rep2,0.5296653748429739,
WZ2023_Pu_005_20min,0.5344596772823569,
NJH2024_Sub10_MICT_Post,0.5276816238354005,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5275162402154796,
CW2012_10 µM Gef/control Experiment 2 Replicate B,0.5321574844103555,
HS2024_7_B_T3,0.5021440526115111,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,0.5261055137766956,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,0.5296999816422648,
AH2018_LFQ_M_1_C,0.5277637655728018,
NJH2025_Sub7_MICT_Pre,0.5281234140629077,
SR2019_SKBR3_Biol_repl_2,0.5290252329767772,
HS2024_9_B_T2,0.5017417648962469,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,0.5507297164077554,
FSO2013_Ratio M/L normalized Rep3___2,0.5295381060152169,
SR2019_BT549_Biol_repl_3,0.5384261395753454,
RCJD2014_20min_mean,0.5334880157744011,
FR2021_Norm.Intensity.H,0.5301099647237638,
RB2022_2_PreStrength,,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,0.5421155705212625,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5418855073277913,
CK2022_1 200-1,0.5427224767376043,
PG2020_Intensity Mock_10h_D,0.5302711274612324,
SR2019_MCF10A_Biol_repl_2,0.5378960376820907,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,0.4989010667406225,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,0.53105808041243,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5362622508673989,
RCJD2014_5min_1,0.5279557090898401,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,0.531304118433587,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,0.5328032379816506,
SAS2015_PLX/AZD_Exp2,0.5247931674402352,
CR2017_Ratio Replicate 3.3,0.5451815557763301,
PG2020_Intensity 2h_C,0.5339257434559214,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5214650874627205,
KBE2022_Log2_Ex_8_T,0.5517099831292259,
NJH2025_Sub10_MICT_Post,0.5276816238354005,
HS2024_6_I_T3,0.49826114248109843,
RN2012_L11,0.5224472265731479,
AS2011_Ratio H/L Normalized Inhi_2_2,0.5209192829388372,
IMM2018_normalised rep. int. Empty-1,0.5418321307804465,
HS2024_5_PD_T1,0.5189363959078191,
AH2018_LFQ_M_2_C,0.5314619816927905,
CK2022_3 40-1,0.5377128508857039,
RBK2021_1260T Early,,
NJH2024_Sub4_HIIT_Post,0.5304772702290581,
HS2024_4_I_T1,0.5205445555668246,
YA2020_Reporter_intensity_Cancer_No.5,0.5349178709302765,
HH2022_Reporter intensity 8,0.5316027030724275,
ZQ2022_N2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5359990533562565,
EJN2021_5_Rest_Basal,0.5311555509607265,
NJH2025_Sub2_HIIT_Post,0.5286250665846103,
NJH2025_Sub1_MICT_Post,0.5314653265948538,
HS2024_9_B_T1,0.5116919252149071,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,0.5303225813408823,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,0.5353854316367033,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5284264981294987,
YA2020_Reporter_intensity_Normal_No.1,0.5331726418263835,
HS2024_3_B_T1,0.547906815594703,
JJ2018_Ratio H/L normalized___2,0.5289009138468092,
RM2024_Intensity D0-2,0.5304364957771184,
MV2014_Ratio M/L normalized B1___2 (5 min),0.5288740512501583,
RB2022_7_PostStrength,0.5304830925987943,
RB2022_1_PostEndurance,0.5348506215157819,
CR2017_Ratio Replicate 3,0.5104187661696387,
SR2019_Hs578T_Biol_repl_3,0.5371507060929004,
MV2014_Ratio L/H normalized B3___1 (5 min),0.5279632769417747,
RBK2021_1244T Early,,
RB2022_3_PostSprint,0.5308627413403222,
NJH2024_Sub13_MICT_Mid,0.5300952918286619,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5152695391405728,
HS2024_8_I_T3,0.5182069335686852,
CF2017_EOC 3,0.535547439466908,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,0.5294188356224995,
HS2024_6_PD_T3,0.49668756353097493,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,0.5314796706172887,
WZ2023_Pu_010_20min,0.5379699210762736,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.537334416136619,
RNJ2017_Log2_ratio_Tsup:Trest_D1,0.5296968057722308,
CK2022_8 16-1,0.545384151068674,
KS2014_Intensity N3,0.5302286118481176,
RB2022_4_RecoveryEndurance,0.5313354041000555,
RB2022_5_RecoveryEndurance,0.5322019984554859,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,0.5281614862867476,
AH2018_LFQ_IT_1_N,0.5303575105297162,
FSO2013_Ratio H/M normalized Rep2,0.5301924388087578,
RAM2015_Log2 A,0.5297546094688473,
HS2024_8_PD_T1,0.5105775985320478,
JJ2018_Ratio H/L normalized pP2,0.5413661513838901,
CF2017_OSE 27,0.5301712065129578,
KS2014_Intensity E15_2,0.5288567341021272,
BS2014_Log2(Ratio H/L protein),0.5227564631577457,
PG2020_Intensity 8h_A,0.5313187685870424,
HS2024_7_I_T1,0.5057160492643972,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,0.4930930889552014,
SR2019_JIMT1_Biol_repl_1,0.5264921927360063,
HW2015_Ratio H/L normalized Exp2,0.532698947654053,
HS2024_3_I_N1,0.5536052048227597,
AH2018_SILAC_M_3_X,0.5295457964078457,
NJH2024_Sub9_HIIT_Post,0.529710739346942,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,0.5313710732660498,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,0.5320617787483612,
NJH2024_Sub4_HIIT_Mid,0.5295160926488888,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5432348244284687,
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5289112013289421,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),0.5303238817866673,
RB2022_8_PostEndurance,0.5302588237729576,
NJH2025_Sub4_MICT_Mid,0.5307403863457753,
YP2020_Intensity C30_R1_mult_log2,0.5341826690121237,
AST2020_anti-CD3.1,0.5330662723143829,
NJH2025_Sub4_HIIT_Post,0.5304772702290581,
EP2017_Untreated R#4 log2 ratio,0.5228722144835276,
HS2024_6_B_N1,0.5257808429378783,
KBE2022_Log2_Ex_27_T,0.5461847319593363,
CW2012_10 µM Gef/control Experiment 1 Replicate A,0.5320495565916449,
VOI2024_0.1uM 24 h_1 mono,0.5337645566737631,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,0.5298145249013879,
NJH2024_Sub7_HIIT_Post,0.5286803672203333,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5321835261755261,
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5312624459176677,
AH2018_SILAC_IT_3_X,0.5292288026290641,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5317477450723423,
FSO2013_Ratio M/L normalized Rep2,0.5269162657458252,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5310690835474263,
SR2019_HCC1954_Biol_repl_2,0.536813549385255,
CK2022_14 40-1,0.5465794728603225,
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,0.5287763542880219,
PG2020_Intensity 4h_D,0.5300232025314459,
NJH2025_Sub2_MICT_Post,0.5294841298223493,
AH2018_LFQ_4_C,0.5318155507114906,
DL2023_control-1,,
AR2021_ALG 10 μM,0.5334057456500652,
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5272998556572593,
EJN2021_4_Rest_Ins,0.5258881422798679,
RN2012_H05,0.5306216717875678,
NJH2024_Sub7_HIIT_Mid,0.5285568223502631,
GF2025_P2_Adh,0.5282501898171599,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5285274424811576,
EJN2021_1_Rest_Ins,0.5286251508525002,
HH2022_Reporter intensity 3,0.5343888594617224,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5305465288253485,
JW2021_After_3,0.5378954988715682,
GF2025_P8_Sph,0.5104011276530421,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,0.5338955627581723,
AH2018_SILAC_2_N,0.5300931801109197,
CK2022_11 200-1,0.5453783158946873,
CK2022_12 200-1,0.5453954416372508,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,0.5313888675252242,
HH2022_Reporter intensity 9,0.5282727350846769,
WZ2023_Su_010_20min,0.5349296806243322,
AH2018_TMTMS2_2_N,0.5304080818057127,
NJH2024_Sub13_MICT_Pre,0.5298374150906716,
KBE2022_Log2_Ex_41_U,0.5489169319402086,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5317501268297107,
AH2018_TMTMS3_Pool,0.5341216181502256,
KS2014_Intensity N4,0.5313048650579248,
NJH2024_Sub1_HIIT_Post,0.5315166244153297,
MM2018_Ratio H/L replicate2,0.5340598571248821,
RM2024_Intensity D4-2___2,0.5286206567838024,
NJH2024_Sub13_HIIT_Pre,0.5300203704850074,
CF2017_OSE 26,0.5339110209798199,
CK2022_14 200-1,0.5500430337945291,
SR2019_Hs578T_Biol_repl_1,0.536558049564561,
RB2022_7_PostSprint,0.5272001918036182,
TM2022_mock.4h.A,0.5328667816222958,
NJH2025_Sub12_HIIT_Pre,0.5287310364611422,
AH2018_TMTMS3_1_N,0.5346010995693288,
AST2020_anti-CD3+PDL2.2,0.5329394328181661,
PG2020_Intensity Mock_10h_A,0.5229172186311026,
JW2021_After_2,0.541996595895296,
NJH2024_Sub2_MICT_Post,0.5294841298223493,
EJN2021_2_Rest_Ins,0.529877206554596,
SR2019_LM2_Biol_repl_4,0.5346286047714008,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.549830430712976,
GF2025_P1_Adh,0.5169115883629412,
GF2025_P1_Sph,0.5197225763690978,
EJN2021_5_Ex_Basal,0.5286448750567648,
HS2024_7_I_T3,0.5282555555540434,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.537463182112465,
CF2017_EOC 1,0.5338984656237581,
CK2022_3 200-1,0.5437655334489222,
AH2018_LFQ_IT_3_C,0.5312946576324745,
SR2019_Hs578T_Biol_repl_2,0.5387794114689936,
NJH2024_Sub12_HIIT_Post,0.5311614230724941,
JJ2018_Ratio H/L normalized pP1___2,0.5260040166467184,
MV2014_Ratio H/L normalized A1___2 (10 min),0.5306140651133736,
NJH2024_Sub10_MICT_Mid,0.5284634619327414,
NJH2024_Sub13_MICT_Post,0.5301758979684078,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5299366255316729,
RB2022_3_RecoverySprint,0.5323035942551823,
NJH2025_Sub1_HIIT_Mid,0.5314701956404342,
RCJD2014_20min_2,0.5232419207115845,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.5182127305825778,
HS2024_5_B_T1,0.5317760652161498,
CW2012_10 µM Gef/control Experiment 2 Replicate A,0.531440458513854,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,0.541526051181854,
HS2024_3_B_T2,0.5496392308415776,
RB2022_6_PreStrength,,
CK2022_2 40-1,0.5376046401895266,
RB2022_1_PostSprint,0.5296984116380908,
CK2022_4 200-1,0.54371606345849,
JW2021_Before_2,0.5272770813316633,
TM2022_S2.12h.A,0.5327280881149911,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5444393063391889,
AR2021_ALG 1 μM,0.5309597168934309,
HS2024_4_B_T1,0.5289656258465196,
MV2014_Ratio M/H normalized A3___1 (10 min),0.529104252775455,
SR2019_BT549_Biol_repl_4,0.5402115185943508,
EJN2021_1_Rest_Basal,0.5284756540214406,
NJH2025_Sub8_MICT_Post,0.5311207191554774,
RCJD2014_5min_3,0.53396010716143,
CR2017_Ratio Replicate 3.2,0.5279286127438816,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5126326816040015,
CK2022_9 16-1,0.5444952912374956,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,0.533762830069065,
RM2024_Intensity D0-2___2,0.5307654336317826,
KS2014_Intensity pY_N4,0.5314770247830508,
CK2022_13 200-1,0.5502618755624076,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5310062685088082,
CK2022_16 16-1,0.550158150025478,
FS2019_db/db3,0.5361040202782767,
CK2022_15 40-1,0.5470391330299977,
NJH2024_Sub9_MICT_Pre,0.5290946981062017,
BS2014_Log2(Ratio H/L unmodified peptide),0.5288138027167232,
WZ2023_Su_005_10min,0.5344157659177377,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),0.5285707840929391,
KBE2022_Log2_Ex_41_T,0.5475205501978032,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5321798691609823,
HS2024_5_PD_T3,0.540100491539842,
AH2018_TMTMS3_3_X,0.5336869876544068,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,0.5318147422331476,
KBE2022_Log2_Ex_40_U,0.5415859128038158,
AH2018_LFQ_M_1_N,0.5316862605620672,
KBE2022_Log2_Ex_27_U,0.5475176621334155,
HW2015_Ratio M/L normalized Exp3,0.5322355145098027,
RKK2015_TNF-α/IKKb(K44M),0.5233497209794231,
AH2018_SILAC_M_1_N,0.5266514602204194,
HW2015_Ratio M/L normalized Exp1,0.5298506835130176,
RB2022_5_RecoveryStrength,0.5302164556271574,
YP2020_Intensity P10_R1_mult_log2,0.5339873296822061,
RB2022_7_PreStrength,0.5321566788856777,
YA2020_Reporter_intensity_Normal_No.4,0.5336790205601819,
NJH2025_Sub13_HIIT_Pre,0.5300203704850074,
PG2020_Intensity CT_D,0.5278319476561321,
NJH2025_Sub9_MICT_Post,0.5293767077478091,
VOI2024_Veh1 mono,0.5318329004731105,
CK2022_12 16-1,0.544324204316282,
RN2012_L13,0.5255716028299066,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5505261273351775,
SR2019_SKBR3_Biol_repl_3,0.5288362789505298,
NJH2024_Sub1_MICT_Post,0.5314653265948538,
HS2024_3_I_T2,0.5535405097583951,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.4938339276399779,
CW2012_10 µM Erl/control Experiment 2 Replicate B,0.5313970956522499,
AS2011_Ratio H/L Protein Inhi_1,0.5273439939192334,
FSO2013_Ratio H/M normalized Rep2___1,0.5315592568962298,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.543313113723992,
NJH2024_Sub12_HIIT_Pre,0.5287310364611422,
NJH2024_Sub8_MICT_Pre,0.5309437717643662,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5195281058897915,
HH2022_Reporter intensity 6,0.5236174989003194,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,0.5323072735092601,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),0.5312469248955811,
LY2019_P5-,0.5232340005163324,
HW2015_Ratio M/L normalized Exp2,0.5301412721962514,
SR2019_HCC1419_Biol_repl_1,0.5330019521414059,
AH2018_TMTMS2_3_X,0.5301835789861347,
GF2025_P3_Adh,0.5253941300348052,
SR2019_JIMT1_Biol_repl_2,0.526912642342835,
AH2018_TMTMS2_1_C,0.530974812069244,
RM2024_Intensity D0-1___2,0.5306985451895517,
LY2019_P4+,0.5442037377923515,
KBE2022_Log2_Ex_19_U,0.5439470164182133,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,0.5296747372305408,
RB2022_4_PostStrength,0.5278537537895974,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5369493856969076,
AST2020_Control,0.5334394962544146,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,0.5264719952483087,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,0.5314112070890785,
TM2022_S2.12h.C,0.53243626228507,
NJH2025_Sub9_MICT_Mid,0.5292715194434496,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,0.5282339573550336,
AS2011_Ratio H/L Normalized Inhi_1_2,0.5287852816450148,
FSO2013_Ratio M/L normalized Rep2___1,0.529110362122725,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,0.5309717572448435,
KS2014_Intensity pY_N2,0.5311695194457005,
RB2022_5_RecoverySprint,0.5365083231817036,
RB2022_7_RecoverySprint,0.5291510582655721,
YA2020_Reporter_intensity_Normal_No.3,0.5336408990078181,
HS2024_8_B_T2,0.5125664459681541,
AH2018_LFQ_1_X,0.5293432065832336,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,0.5162526039219484,
FR2021_Norm.Intensity.M,0.532454539931818,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.5333540946354539,
HH2022_Reporter intensity 1,0.5343509805384776,
HH2022_Reporter intensity 2,0.5356187259215555,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,0.5313587582675052,
YA2020_Reporter_intensity_Normal_No.5,0.5337424331336976,
SR2019_MCF7_Biol_repl_1,0.5475062484790036,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.507614658992903,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,0.5324552025481588,
EP2017_Untreated R#2 log2 ratio,0.5394868620801005,
SR2019_LM2_Biol_repl_3,0.5345896890549191,
RB2022_4_RecoveryStrength,0.5319637987251491,
CR2017_Ratio Replicate 2,0.5380986677316644,
