DatasetName,NOM1_S(280) NOM1_T(287),NOM1_S(129) NOM1_S(57) NOM1_T(65),NOM1_S(135) NOM1_S(139),NOM1_S(317) NOM1_S(320) NOM1_S(321)
BS2014_Log2(Ratio H/L unmodified peptide),,,,
WZ2023_Su_005_10min,0.4836027274147825,0.5176277769765796,,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,,,
KBE2022_Log2_Ex_41_T,,,,
AMK2021_Ctrl_p1,,,,
AH2018_LFQ_IT_3_X,,,,
HS2024_5_PD_T3,,,0.5728090151234728,0.3654248630976236
AH2018_TMTMS3_3_X,0.365687139204963,,,0.5628767181026914
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,,,
KBE2022_Log2_Ex_40_U,,,,
AH2018_LFQ_M_1_N,,,,
KBE2022_Log2_Ex_27_U,,,,
HW2015_Ratio M/L normalized Exp3,,,,
RKK2015_TNF-α/IKKb(K44M),,,,
AH2018_SILAC_M_1_N,,,,
HW2015_Ratio M/L normalized Exp1,,,,
RB2022_5_RecoveryStrength,,,,
YP2020_Intensity P10_R1_mult_log2,,,,
RB2022_7_PreStrength,,,,
YA2020_Reporter_intensity_Normal_No.4,,,,
NJH2025_Sub13_HIIT_Pre,,,,
PG2020_Intensity CT_D,,,,
NJH2025_Sub9_MICT_Post,,,,
VOI2024_Veh1 mono,,,,
CK2022_12 16-1,,,,
RN2012_L13,,,0.5499655576192997,
LG2023_Control-1_intensity,,,,
RM2024_Intensity D6-3___2,,,,
KBE2022_Log2_Ex_8_U,,,,
SR2019_SKBR3_Biol_repl_3,,,,
NJH2024_Sub1_MICT_Post,,,,
HS2024_3_I_T2,,,0.5441493012332026,0.6803033833722485
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,,,
RM2024_Intensity D0-3___3,,,,
HS2024_6_I_T2,,,0.4071169981970211,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,,,
AS2011_Ratio H/L Protein Inhi_1,,,,
FSO2013_Ratio H/M normalized Rep2___1,,0.5294518306575626,0.5005217573462931,
GRW2016_Ratio M/L normalized SILAC 5a___2,,,,
CK2022_10 40-1,,,,
NJH2024_Sub12_HIIT_Pre,,,,
NJH2024_Sub8_MICT_Pre,,,,
RM2024_Intensity D0-1___1,,,,
LY2019_P3+,,,,
HH2022_Reporter intensity 6,,0.4933075234871381,,
RB2022_2_RecoveryStrength,,,,
KTGR2014_Ratio-AA 15 mins,,,,
AS2011_Ratio H/L Normalized RNAi_2_2,,,,
KS2014_Intensity pY_N3,,,,
MV2014_Ratio H/L normalized B1___2 (30 min),,,,
LY2019_P5-,,,,
HW2015_Ratio M/L normalized Exp2,,,,
SR2019_HCC1419_Biol_repl_1,,,,
AH2018_TMTMS2_3_X,,,,0.6645804993484463
GF2025_P3_Adh,,,0.5705490455192859,
SR2019_JIMT1_Biol_repl_2,,,,
AH2018_TMTMS2_1_C,,,,0.6559896578279787
RM2024_Intensity D0-1___2,,,,
LY2019_P4+,,,,
KBE2022_Log2_Ex_19_U,,,,
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,,,
RB2022_4_PostStrength,,,,
LG2023_GSK3α-3_intensity,,,,
YA2020_Reporter_intensity_Cancer_No.1,,,,
AST2020_Control,0.427967610922507,,,0.5355963274262595
JAW2011_Ratio H/L LS1a,,,,
RCJD2014_5min_mean,0.499711998735254,,,0.44623087761137775
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,,,
NJH2025_Sub1_MICT_Mid,,,,
TM2022_S2.12h.C,,,,
NJH2025_Sub9_MICT_Mid,,,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,,,
AS2011_Ratio H/L Normalized Inhi_1_2,,,,
FSO2013_Ratio M/L normalized Rep2___1,,0.5160550339537204,,
LG2023_Control-2_intensity,,,,
NJH2024_Sub8_HIIT_Pre,,,,
KS2014_Intensity pY_N2,,,,
RB2022_5_RecoverySprint,,,,
RB2022_7_RecoverySprint,,,,
YA2020_Reporter_intensity_Normal_No.3,,,,
HS2024_8_B_T2,,,0.5415484344582954,
AH2018_LFQ_1_X,,,,
RM2024_Intensity D6-1___1,,,,
RCJD2014_10min_2,0.6163819929324785,,,0.6189712694625042
FR2021_Norm.Intensity.M,0.39325244663118464,,,
RM2024_Intensity D0-3___1,,,,
KS2014_Intensity N2,,,,
HH2022_Reporter intensity 1,,0.5383547590882322,,
HH2022_Reporter intensity 2,,0.534880122949965,,
RM2024_Intensity D6-2___2,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,,,
RM2024_Intensity D2-3___2,,,,
YA2020_Reporter_intensity_Normal_No.5,,,,
SR2019_MCF7_Biol_repl_1,,,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,,,
HS2024_8_B_T1,0.7597608885425093,,0.5220134114921728,
NJH2025_Sub6_HIIT_Pre,,,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,,,
EP2017_Untreated R#2 log2 ratio,,,0.5724553630278673,
SR2019_LM2_Biol_repl_3,,,,
RB2022_4_RecoveryStrength,,,,
CR2017_Ratio Replicate 2,,0.5068934254950751,,
CW2012_10 µM Erl/control Experiment 2 Replicate A,,,,
FSO2013_Ratio H/M normalized Rep3,,0.4890307397817477,0.5055604110221911,
AR2021_KD 72h,0.5950223674226477,,,0.3911055454930256
MV2014_Ratio H/M normalized B2___3 (5 min),,,,
KBE2022_Log2_Ex_18_U,,,,
AS2011_Ratio H/L Inhi_1_1,,,,
NJH2024_Sub8_MICT_Post,,,,
AH2018_TMTMS3_3_C,0.4011855206200209,,,0.5506023591389787
KBE2022_Log2_Ex_9_U,,,,
AH2018_SILAC_M_3_N,,,,
KBE2022_Log2_Ex_13_T,,,,
RM2024_Intensity D0-3,,,,
SR2019_SKBR3_Biol_repl_1,,,,
PG2020_Intensity Mock_10h_C,,,,
CF2017_OSE 29,,,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,,,
NJH2025_Sub1_HIIT_Post,,,,
DL2023_24h-2,,,,0.5497478783841095
HS2024_7_B_N2,,,0.5173735952212863,
PG2020_Intensity 10h_A,,,,
RN2012_L12,,,,
MV2014_Ratio M/L normalized B1___3 (5 min),,,,
NJH2024_Sub8_MICT_Mid,,,,
AH2018_LFQ_IT_4_C,,,,
SAS2015_PLX/AZD_Exp1,,0.519095129521873,,0.6432778807658823
FR2021_Norm.Intensity.A,0.3626605847178953,,,
FSO2013_Ratio H/M normalized Rep1___1,,0.5523021118542002,0.5291092789045921,
JW2015_Intensity cap2,,,,
BS2014_Log2(Ratio H/L normalized Rep_2),0.5608690270587297,,0.5260674860446228,
NJH2024_Sub6_MICT_Post,,,,
CK2022_8 40-1,,,,
RB2022_7_RecoveryEndurance,,,,
NJH2025_Sub12_HIIT_Post,,,,
EJN2021_4_Ex_Basal,,,,
TM2022_S2.12h.B,,,,
RN2012_L15,,,0.47905808082318485,
KS2014_Intensity pY_PV3,,,,
TM2022_S2.4h.B,,,,
PG2020_Intensity 4h_A,,,,
FSO2013_Ratio H/M normalized Rep2___2,,,,
TM2022_mock.4h.B,,,,
KBE2022_Log2_Ex_24_U,,,,
NJH2025_Sub13_MICT_Mid,,,,
KS2014_Intensity C3,,,,
RB2022_1_PreSprint,,,,
HS2024_4_I_N1,,,0.5256707034502776,
CK2022_7 200-1,,,0.5207016043256989,
CK2022_5 200-1,,,0.5224026684927267,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,,,
FSO2013_Ratio H/L normalized Rep2___1,,0.5353758191177725,0.5089793260392491,
NJH2024_Sub10_HIIT_Mid,,,,
RB2022_2_PostEndurance,,,,
AH2018_LFQ_2_C,,,,
AH2018_SILAC_MR_1_X,,,,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,,,
IMM2018_normalised rep. int. Empty-2,,,0.5684413136167901,
RM2024_Intensity D4-1,,,,
KBE2022_Log2_Ex_25_U,,,,
AH2018_SILAC_3_C,,,,
EJN2021_5_Rest_Ins,,,,
VOI2024_0.1uM 24 h_3 di,,,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,,,
DB2022_LFQ intensity L2.1,,,,
FSO2013_Ratio H/M normalized Rep1,,0.550681339728437,0.5229029708377657,
CK2022_4 16-1,,,,
