DatasetName,NCL_S(145) NCL_S(153) NCL_S(168) NCL_S(2) NCL_S(211) NCL_S(25) NCL_S(26) NCL_S(28) NCL_S(328) NCL_S(34) NCL_S(356) NCL_S(4) NCL_S(41) NCL_S(42) NCL_S(457) NCL_S(458) NCL_S(460) NCL_S(482) NCL_S(485) NCL_S(494) NCL_S(496) NCL_S(5) NCL_S(532) NCL_S(568) NCL_S(577) NCL_S(580) NCL_S(591) NCL_S(595) NCL_S(60) NCL_S(608) NCL_S(609) NCL_S(619) NCL_S(835) NCL_S(9) NCL_T(106) NCL_T(113) NCL_T(121) NCL_T(367) NCL_T(405) NCL_T(464) NCL_T(501) NCL_T(577) NCL_T(583) NCL_T(584) NCL_T(587) NCL_T(63) NCL_T(69) NCL_T(76) NCL_T(84) NCL_T(92) NCL_T(97) NCL_T(99),NCL_S(12) NCL_S(18) NCL_S(184) NCL_S(206) NCL_S(3) NCL_S(563) NCL_S(62) NCL_S(63) NCL_S(67) NCL_T(102) NCL_T(105) NCL_T(62) NCL_T(95)
YA2020_Reporter_intensity_Cancer_No.5,0.509070592120702,0.7268963126007246
HH2022_Reporter intensity 8,0.5017094957584176,0.7183764747964442
ZQ2022_N2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.5114037063814412,0.7350551967690324
EJN2021_5_Rest_Basal,,0.7169174717048414
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,0.4850189559093835,0.6874308435558807
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,0.5050859132217727,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.4990055882561436,0.7323588670950372
YA2020_Reporter_intensity_Normal_No.1,0.502515947596281,0.7248495622680545
HS2024_3_B_T1,0.5507462711005344,0.7360312791194373
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,0.7196030550684684
RB2022_1_PostEndurance,,0.7149610156477569
CR2017_Ratio Replicate 3,0.49608215342094775,0.6998589208051442
SR2019_Hs578T_Biol_repl_3,0.5056696737347339,0.7299887218478343
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,,
RB2022_3_PostSprint,,0.7167504025208931
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.5088086179021084,0.6842440340313855
HS2024_8_I_T3,0.475056403847779,0.6829807113347245
CF2017_EOC 3,0.502315937118873,0.7494849734577299
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,0.5102349468088699,0.7080745500488823
HS2024_6_PD_T3,0.4441005049483682,0.6962174345612939
DL2023_12h-2,0.508288690484725,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,0.5127736261016567,0.7469233683958426
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5045646903220724,0.7443467276552712
RNJ2017_Log2_ratio_Tsup:Trest_D1,,0.7124502500056438
CK2022_8 16-1,0.49758252597091385,0.7414355383734621
KS2014_Intensity N3,0.502083640406671,0.7379278175873438
RB2022_4_RecoveryEndurance,,0.7177928308425519
RB2022_5_RecoveryEndurance,,0.711929053851925
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5070069317756885,0.7249171287296652
FSO2013_Ratio H/M normalized Rep2,0.4891484495622688,0.704558889984553
RAM2015_Log2 A,0.48117479956322473,0.7125427916929371
HS2024_8_PD_T1,0.46808760811645744,0.6803577202453488
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,0.7210996563725703
KS2014_Intensity E15_2,0.5039433402857962,0.72931944633058
BS2014_Log2(Ratio H/L protein),0.5003016940330296,
PG2020_Intensity 8h_A,0.508681749023181,0.718504240835309
HS2024_7_I_T1,0.4747212897859586,0.6999680949540068
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,0.503856643496883,0.7611357346914548
HW2015_Ratio H/L normalized Exp2,0.507450068844831,
HS2024_3_I_N1,0.5069563910330444,0.7194034835450369
AH2018_SILAC_M_3_X,0.4913299294603012,0.7328905681319943
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,0.4966403650279156,0.7130966075049108
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,0.5011353585115332,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.49922393340423155,0.7383863107860998
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5037357969821595,0.7372017071078232
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),0.4985845539750985,0.6925611391752197
RB2022_8_PostEndurance,,0.7200526302063922
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,0.7454164913431373
AST2020_anti-CD3.1,0.5060071508636741,0.7296531320067768
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5000365797494939,0.7006150662042407
HS2024_6_B_N1,0.4867976035486737,0.7051120845762432
KBE2022_Log2_Ex_27_T,0.5070218316383458,0.7366483252721352
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,0.513206678736839,0.7003456391113126
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5073973188555274,0.7191975772350774
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,,0.7196284232075869
AH2018_SILAC_IT_3_X,0.5080259711280021,0.7269776016808593
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5069965747980987,0.7133888261268535
FSO2013_Ratio M/L normalized Rep2,0.4914087036618947,0.7116014301578704
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.49979171631276,0.7107948554421898
SR2019_HCC1954_Biol_repl_2,0.5053142831243682,0.7427218767997661
CK2022_14 40-1,0.5040743367127141,0.7443507431826591
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.504846872120135,0.7146407073495519
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.506814945064935,0.7361300791413606
DL2023_control-1,0.5099098850650594,
AR2021_ALG 10 μM,0.5108910429753935,0.7256222704455156
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5016032322174369,0.7337082240942313
EJN2021_4_Rest_Ins,,0.7170219314872591
RN2012_H05,0.5012552839675017,0.7069671900886051
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.4968512205443935,0.7005478599925409
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,,0.708613629303771
EJN2021_1_Rest_Ins,,0.7136741726556548
HH2022_Reporter intensity 3,0.5054641276797872,0.7315076610218246
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.512007647644285,0.7255793980304298
JW2021_After_3,,
GF2025_P8_Sph,0.4997179319191594,0.6988251501211824
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.5055886098569515,0.7257298031753752
CK2022_11 200-1,0.516313360220237,0.7349347926857518
CK2022_12 200-1,0.517873907321074,0.7349705958067597
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5037185951098988,0.7113051242343756
WZ2023_Su_010_20min,0.5076362830704669,0.744789967509945
AH2018_TMTMS2_2_N,0.5274055532877884,0.7331395457578689
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.49798086526385893,0.7448545380911592
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5028495084730562,0.7226829488898119
AH2018_TMTMS3_Pool,0.505290683887614,0.7378496249349572
KS2014_Intensity N4,0.5069784625980819,0.7387181854690328
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,0.71658414068168
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5032640070401218,0.7175911615880477
CK2022_14 200-1,0.5111341605397874,0.7378740654247818
SR2019_Hs578T_Biol_repl_1,0.5040015599131482,0.7258026018886414
RB2022_7_PostSprint,,0.713335376212616
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.5077526857894215,0.7347755995179832
AST2020_anti-CD3+PDL2.2,0.5058642693251673,0.7303823117080656
PG2020_Intensity Mock_10h_A,0.5035301170650347,0.7101989047092165
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,,0.7144204202736915
SR2019_LM2_Biol_repl_4,0.4991239479354995,0.7234995883453083
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.5021343334519709,0.746044418538169
GF2025_P1_Adh,0.49602973501988185,0.677502362684026
GF2025_P1_Sph,0.49779170615479335,0.6895888978940843
EJN2021_5_Ex_Basal,,0.7186567425528755
HS2024_7_I_T3,0.4770736114621178,0.6983657381523904
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5167680945844662,0.7397563662944591
CF2017_EOC 1,0.5164828850701724,0.7566527920989568
CK2022_3 200-1,0.5108954923310922,0.738442774552599
AH2018_LFQ_IT_3_C,0.5104810335534399,0.72570286818863
SR2019_Hs578T_Biol_repl_2,0.5054569729245733,0.7345095922426261
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),0.5039617294718234,
RB2022_3_RecoverySprint,,0.7179639259224339
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,0.45695127989986406,0.7045012260958962
HS2024_5_B_T1,0.5016027116865103,0.715294237864244
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,0.5079593588680331,
SR2019_MDAMB231_Biol_repl_2,0.5062744360973735,0.7374540542731393
HS2024_3_B_T2,0.5247838287677309,0.7286848401335663
RB2022_6_PreStrength,,
CK2022_2 40-1,0.504339765017905,0.7449306853788117
RB2022_1_PostSprint,,0.7139586323723737
CK2022_4 200-1,0.5106037884257337,0.7376187252326859
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.4972991349047752,0.7414355383734621
AR2021_ALG 1 μM,0.49677982274222404,0.7155415186033285
HS2024_4_B_T1,0.5109463894392007,0.705277900473087
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,0.503999959655106,0.7349678983169484
EJN2021_1_Rest_Basal,,0.714803862654213
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,0.5067460087645489,0.699422262196979
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.496810222932702,0.6899366385033192
CK2022_9 16-1,0.5083961816860316,0.7445327194396547
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,0.5097416411527805,0.7072905670367515
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.5075694721091144,0.7161328359097978
CK2022_13 200-1,0.5114872494728224,0.7364040768964865
AS2011_Ratio H/L Normalized_2,0.5055904812691969,
PG2020_Intensity 6h_D,0.5013250720921308,0.7265159258496019
CK2022_16 16-1,0.5033682513244557,0.7460404942148482
FS2019_db/db3,,
CK2022_15 40-1,0.5033746327139382,0.745587690195149
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),0.5024915015901263,
WZ2023_Su_005_10min,0.5140602809568648,0.749220016122729
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),0.4949431926654869,0.7065751663715697
KBE2022_Log2_Ex_41_T,0.5009509158957595,0.7427046602711844
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.5048315234414719,0.7259677315547821
HS2024_5_PD_T3,0.5454726495079258,0.7144298748145519
AH2018_TMTMS3_3_X,0.5067968114462111,0.7361932361871014
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.501091811193011,0.7423071162315311
AH2018_LFQ_M_1_N,0.5007542609069155,0.7333794920750657
KBE2022_Log2_Ex_27_U,0.5059373955387161,0.7402114469133523
HW2015_Ratio M/L normalized Exp3,0.4971156299763609,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5037944165183469,0.7296941353286784
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,,0.7281541119572267
YP2020_Intensity P10_R1_mult_log2,,0.742769410619106
RB2022_7_PreStrength,,0.7142415039658375
YA2020_Reporter_intensity_Normal_No.4,0.502081383318115,0.7242678179875564
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.5031928073260556,0.7223244991509474
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.508241270502205,0.7452038784622949
RN2012_L13,0.5041768728184031,0.7039388836487828
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.5067784487371617,0.7426078327116289
SR2019_SKBR3_Biol_repl_3,0.49821243707279944,0.7282606225020629
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5373783659574648,0.7344174574676999
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.4523347139981987,0.7029824937293585
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,0.5005417851916951,0.6919626649528303
FSO2013_Ratio H/M normalized Rep2___1,0.49624644187590344,0.7066961343345709
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.505710118109097,0.7416061292965218
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.49553402738572166,0.7024101172444104
HH2022_Reporter intensity 6,0.5028198223020843,0.7070139149094653
RB2022_2_RecoveryStrength,,0.7249460470210514
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,0.501860908251722,0.6873790442711789
KS2014_Intensity pY_N3,0.5073196987752886,0.71261702538249
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.503721352499572,0.7109496668570837
HW2015_Ratio M/L normalized Exp2,0.5082877871256588,
SR2019_HCC1419_Biol_repl_1,0.5029233980298691,0.7437815414154628
AH2018_TMTMS2_3_X,0.5274365178663284,0.7331788853668928
GF2025_P3_Adh,0.4973612519602805,0.6840171387270142
SR2019_JIMT1_Biol_repl_2,0.5048415555671526,0.7561035993311189
AH2018_TMTMS2_1_C,0.5276252114724541,0.7329919441897969
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5116973711135688,0.7190584262016854
KBE2022_Log2_Ex_19_U,0.5010414421761269,0.7445299349253385
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,0.7139170142849978
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5015345034816271,0.7275434905744635
AST2020_Control,0.5070669285154911,0.7323780363139456
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
