DatasetName,DBNL_M(269) DBNL_M(275) DBNL_S(129) DBNL_S(160) DBNL_S(166) DBNL_S(172) DBNL_S(180) DBNL_S(198) DBNL_S(204) DBNL_S(212) DBNL_S(232) DBNL_S(269) DBNL_S(270) DBNL_S(274) DBNL_S(275) DBNL_S(276) DBNL_S(283) DBNL_S(284) DBNL_S(38) DBNL_S(5) DBNL_S(647) DBNL_T(167) DBNL_T(168) DBNL_T(188) DBNL_T(220) DBNL_T(26) DBNL_T(266) DBNL_T(270) DBNL_T(288) DBNL_T(291) DBNL_T(292) DBNL_T(3) DBNL_Y(162) DBNL_Y(37),DBNL_S(141) DBNL_S(169) DBNL_S(223) DBNL_S(272) DBNL_S(273) DBNL_S(3) DBNL_S(9) DBNL_Y(140)
KTGR2014_Ratio H L Normalized Rep1_Rapamycin_0_15,,
LG2023_GSK3α-1_intensity,,
WZ2023_Pu_025_30min,0.5692385915665092,
AH2018_SILAC_MR_2_X,0.5452834908422561,
HS2024_4_PD_T2,,
NJH2024_Sub4_HIIT_Pre,,
RB2022_2_RecoverySprint,0.5477181761467022,
AS2011_Ratio H/L Protein RNAi_1,,
RM2024_Intensity D2-1___2,,
CR2017_Ratio Replicate 1.4,0.5294247591594183,
FR2021_Norm.Intensity.B,,
RM2024_Intensity D6-2___1,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.2-1,,
RB2022_5_PostSprint,0.5509650097247424,
EJN2021_3_Rest_Basal,0.5572033482025304,
CR2017_Ratio Replicate 1.3,0.5385125442896539,0.39072237262632753
AS2011_Ratio H/L Normalized by Protein RNAi_2,,
KTGR2014_Ratio-Rapa 7 mins,,
AMK2021_120R_p1,,
AH2018_SILAC_3_X,0.5488582461144617,
JJ2018_Ratio M/L normalized pP3,,
AH2018_SILAC_M_2_N,0.5483737640968475,
HS2024_7_PD_T2,,
FSO2013_Ratio H/L normalized Rep1___1,0.5506807250205987,
AH2018_LFQ_1_C,0.5514994627752127,
AS2011_Ratio H/L Normalized Inhi_1_3,,
KBE2022_Log2_Ex_28_T,0.5482243320409076,0.38599292000013186
HS2024_3_B_N1,,
RM2024_Intensity D4-2___3,,
WZ2023_Pe_025_30min,0.5683952423443772,
CK2022_11 40-1,0.5541807318571653,
CW2012_10 µM Erl/control Experiment 3 Replicate B,,
AH2018_SILAC_2_X,0.5528690510195711,
MV2014_Ratio H/M normalized A2___2 (2 min),,
AS2011_Ratio H/L RNAi_1_2,,
KS2014_Intensity E15_1,0.5587926452864597,0.4010575565183192
FSO2013_Ratio H/L normalized Rep2,0.5504701884527277,
WZ2023_Pu_005_20min,0.5697290853619035,
NJH2024_Sub10_MICT_Post,,
RM2024_Intensity D2-3___1,,
CR2017_Ratio Replicate 1.5,0.5468731138482714,
CW2012_10 µM Gef/control Experiment 2 Replicate B,,
HS2024_7_B_T3,,
CKC2017_log2 normalized phosphoproteomics_60min_rep#1,,
AS2011_Ratio H/L RNAi_1,,
JC2019_Normalised_intensity_A_TiOx_Testis_sample_URO0059,,
AH2018_LFQ_M_1_C,0.5544910013114694,
NJH2025_Sub7_MICT_Pre,,
SR2019_SKBR3_Biol_repl_2,,
HS2024_9_B_T2,,
KTGR2014_Ratio-AA 7 mins,,
MV2014_Ratio L/H normalized B3___3 (5 min),,
HS2024_3_PD_T1,,
FSO2013_Ratio M/L normalized Rep3___2,,
SR2019_BT549_Biol_repl_3,,
RCJD2014_20min_mean,,
FR2021_Norm.Intensity.H,,
RB2022_2_PreStrength,0.5508551797268827,
DB2022_LFQ intensity L1.2,,
HS2024_4_B_N1,,
KTGR2014_Ratio H M Normalized Rep2_Rapamycin_0_15,,
CK2022_1 16-1,0.5455584734979854,
CK2022_1 200-1,0.5477857601928803,
PG2020_Intensity Mock_10h_D,0.5340430172906724,
SR2019_MCF10A_Biol_repl_2,,
JJ2018_Ratio M/L normalized pP2___2,,
HS2024_6_PD_T1,,
JVO2010_Ratio M/L Normalized by Protein ThymON - Log2 G1/S,,
RB2022_6_RecoveryEndurance,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt3b,,
EP2017_Mitotic R#2 normalized log2 ratio,0.5587882679195113,
RCJD2014_5min_1,,
RM2024_Intensity D4-1___1,,
DL2023_24h-1,0.5477315236616128,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2b,,
TM2022_S2.4h.C,,
SAS2015_PLX/AZD_Exp2,,
CR2017_Ratio Replicate 3.3,0.5291281348114731,
PG2020_Intensity 2h_C,0.5539705169336495,
VOI2024_Veh2 di,,
ZX2022_CB treated Replicate 2,0.5504450137269212,
KBE2022_Log2_Ex_8_T,0.5574003089873203,0.38786876921982594
NJH2025_Sub10_MICT_Post,,
HS2024_6_I_T3,,
RN2012_L11,0.5581486416148976,
AS2011_Ratio H/L Normalized Inhi_2_2,,
IMM2018_normalised rep. int. Empty-1,,
HS2024_5_PD_T1,,
AH2018_LFQ_M_2_C,0.5545317220997874,
CK2022_3 40-1,0.5532859970091045,
RBK2021_1260T Early,0.5441350408757434,
NJH2024_Sub4_HIIT_Post,,
HS2024_4_I_T1,,
YA2020_Reporter_intensity_Cancer_No.5,0.565526294313314,
HH2022_Reporter intensity 8,0.5583368066519983,0.388859865609697
ZQ2022_N2,,0.3862400514876707
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1b,,
FSO2013_Ratio H/L normalized Rep3___3,,
AH2018_TMTMS3_2_N,0.550503472352052,0.4109168277331448
EJN2021_5_Rest_Basal,0.5577186815713687,
NJH2025_Sub2_HIIT_Post,,
NJH2025_Sub1_MICT_Post,,
HS2024_9_B_T1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt1a,,
JAW2011_Ratio H/L LS2_1,,
JVO2010_Log2 Ratio H/M Normalized aphidicolin,,
NJH2024_Sub6_HIIT_Pre,,
AH2018_SILAC_3_N,0.5486993678262142,
YA2020_Reporter_intensity_Normal_No.1,0.5615085435043523,
HS2024_3_B_T1,,
JJ2018_Ratio H/L normalized___2,,
RM2024_Intensity D0-2,,
MV2014_Ratio M/L normalized B1___2 (5 min),,
RB2022_7_PostStrength,,
RB2022_1_PostEndurance,0.552783797340321,
CR2017_Ratio Replicate 3,0.5555763498129924,
SR2019_Hs578T_Biol_repl_3,,
MV2014_Ratio L/H normalized B3___1 (5 min),,
RBK2021_1244T Early,0.5503029498334107,
RB2022_3_PostSprint,0.5578340714647536,
NJH2024_Sub13_MICT_Mid,,
KTGR2014_Ratio-AA 2 mins,,
GF2025_P7_Sph,0.550057367259817,
HS2024_8_I_T3,,
CF2017_EOC 3,0.549462008505862,
LATM2013_Normalized Log2 Ratio (Medium/Light) Forward,,
HS2024_6_PD_T3,,
DL2023_12h-2,,
RM2024_Intensity D6-3___1,,
FS2019_Ctr1,,
WZ2023_Pu_010_20min,0.5685144487270044,
AS2011_Ratio H/L_3,,
CK2022_1 40-1,0.5533494926974593,
RNJ2017_Log2_ratio_Tsup:Trest_D1,0.5485045367513565,
CK2022_8 16-1,0.545543258375022,
KS2014_Intensity N3,0.5671396177542084,0.38470001401545595
RB2022_4_RecoveryEndurance,0.5507281925966162,
RB2022_5_RecoveryEndurance,0.5516747215716817,
JAW2011_Ratio H/L LS1a_2,,
NJH2024_Sub12_HIIT_Mid,,
AH2018_LFQ_IT_1_N,0.5493630763728997,
FSO2013_Ratio H/M normalized Rep2,0.5472858386033264,
RAM2015_Log2 A,0.5372497050040776,0.38388284616812585
HS2024_8_PD_T1,,
JJ2018_Ratio H/L normalized pP2,,
CF2017_OSE 27,,
KS2014_Intensity E15_2,0.5591852167260645,0.40450910300358195
BS2014_Log2(Ratio H/L protein),,
PG2020_Intensity 8h_A,0.5503264951003077,
HS2024_7_I_T1,,
VOI2024_Veh3 di,,
RKK2015_TNF-α+SC-514/basal,,
SR2019_JIMT1_Biol_repl_1,,
HW2015_Ratio H/L normalized Exp2,,
HS2024_3_I_N1,,
AH2018_SILAC_M_3_X,0.54959046961871,
NJH2024_Sub9_HIIT_Post,,
AS2011_Ratio H/L RNAi_1_3,,
GRW2016_Ratio H/L normalized SILAC 1___2,,
NJH2025_Sub1_HIIT_Pre,,
YC2018_Log2(SKBR3-LR/SKBR3)_Rep.1-2,,
NJH2024_Sub4_HIIT_Mid,,
VOI2024_0.1uM 2 h_1 di,,
KBE2022_Log2_Ex_6_T,0.5496740338657863,0.3843920286538962
RM2024_Intensity D4-3___1,,
AH2018_LFQ_4_X,0.5503339938168188,
AS2011_Inhi 2_Ratio H/L normalized by corresponding protein level (H:TAL treatment; L: MA treatment),,
RB2022_8_PostEndurance,,
NJH2025_Sub4_MICT_Mid,,
YP2020_Intensity C30_R1_mult_log2,,
AST2020_anti-CD3.1,0.5512839279154669,
NJH2025_Sub4_HIIT_Post,,
EP2017_Untreated R#4 log2 ratio,0.5230006399436165,
HS2024_6_B_N1,,
KBE2022_Log2_Ex_27_T,0.543091467625581,0.39099320960238687
CW2012_10 µM Gef/control Experiment 1 Replicate A,,
VOI2024_0.1uM 24 h_1 mono,,
AMK2021_120R_p5,,
AS2011_Ratio H/L Proteins,,
NJH2024_Sub7_HIIT_Post,,
NJH2015_TMT Subject 1 127_N/126 (Exercise/Basal) (normalized),0.5528327251071001,0.39128424409043583
AS2011_Ratio H/L RNAi_2_2,,
RB2022_7_RecoveryStrength,0.5392809396832255,
AH2018_SILAC_IT_3_X,0.5499648151002262,
JAW2011_Ratio H/L,,
PG2020_Intensity 10h_C,0.5399104179655174,
FSO2013_Ratio M/L normalized Rep2,0.5476964067676056,
CP2009_Ratio H/M Normalized (50 nM dasatinib vs 5 nM dasatinib),,
HH2022_Reporter intensity 5,0.5595053331147369,0.3954108651542882
SR2019_HCC1954_Biol_repl_2,,
CK2022_14 40-1,0.5540195909227382,
RB2022_6_PreSprint,,
NJH2025_Sub12_MICT_Mid,,
PG2020_Intensity 4h_D,0.5397905705558345,
NJH2025_Sub2_MICT_Post,,
AH2018_LFQ_4_C,0.5467117207177369,
DL2023_control-1,0.5482634991269735,
AR2021_ALG 10 μM,0.558261592264692,0.3919802024569421
JAW2011_Ratio H/L LS2_2,,
AH2018_SILAC_IT_3_N,0.5503605381538499,
EJN2021_4_Rest_Ins,0.557590801888051,
RN2012_H05,0.5467149653406336,
NJH2024_Sub7_HIIT_Mid,,
GF2025_P2_Adh,0.5542533227514583,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as4b,,
RB2022_8_PostSprint,0.5480229602701603,
EJN2021_1_Rest_Ins,0.558432778681106,
HH2022_Reporter intensity 3,0.541809201665252,0.3919248665942393
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4b,,
AH2018_SILAC_IT_1_C,0.5522073101403127,
JW2021_After_3,,
GF2025_P8_Sph,0.5516082272603929,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt4,,
JJ2018_Ratio M/L normalized pP2___1,,
AH2018_SILAC_2_N,0.553613741324462,
CK2022_11 200-1,0.5491593670768864,
CK2022_12 200-1,0.5499527617278588,
AS2011_Ratio H/L Normalized by Protein RNAi_1,,
RM2024_Intensity D2-1___3,,
NJH2024_Sub1_MICT_Pre,,
HH2022_Reporter intensity 9,0.5568422183192572,0.4131115216481598
WZ2023_Su_010_20min,0.5674599709565002,
AH2018_TMTMS2_2_N,0.5530611644691215,0.3948282652189361
NJH2024_Sub13_MICT_Pre,,
KBE2022_Log2_Ex_41_U,0.5573398177666528,
NJH2015_TMT Subject 3 129_N/128_C (Exercise/Basal) (normalized),0.5510383706613513,0.3989903320621393
AH2018_TMTMS3_Pool,0.5513171120897932,0.4063906990627252
KS2014_Intensity N4,0.5641559510480388,0.41109078241047936
NJH2024_Sub1_HIIT_Post,,
MM2018_Ratio H/L replicate2,,
RM2024_Intensity D4-2___2,,
NJH2024_Sub13_HIIT_Pre,,
CF2017_OSE 26,0.5454054010918213,
CK2022_14 200-1,0.5486655147116029,
SR2019_Hs578T_Biol_repl_1,,
RB2022_7_PostSprint,0.5523127127110772,
TM2022_mock.4h.A,,
NJH2025_Sub12_HIIT_Pre,,
AH2018_TMTMS3_1_N,0.5499221024717257,0.40609221233053194
AST2020_anti-CD3+PDL2.2,0.5515930302281308,
PG2020_Intensity Mock_10h_A,0.5515875637470783,
JW2021_After_2,,
NJH2024_Sub2_MICT_Post,,
EJN2021_2_Rest_Ins,0.5577215685118281,
SR2019_LM2_Biol_repl_4,,
CP2009_Ratio H/M,,
JAW2011_Ratio H/L HS,,
CK2022_13 16-1,0.546521373091025,
GF2025_P1_Adh,0.5638633790142272,
GF2025_P1_Sph,0.5512620684470603,
EJN2021_5_Ex_Basal,0.5578816453088908,
HS2024_7_I_T3,,
JJ2018_Ratio H/L normalized pP2___2,,
WZ2023_Pe_010_10min,0.5740095626264352,
CF2017_EOC 1,0.5469981585317302,
CK2022_3 200-1,0.5475194589779636,
AH2018_LFQ_IT_3_C,0.5516676967359764,
SR2019_Hs578T_Biol_repl_2,,
NJH2024_Sub12_HIIT_Post,,
JJ2018_Ratio H/L normalized pP1___2,,
MV2014_Ratio H/L normalized A1___2 (10 min),,
NJH2024_Sub10_MICT_Mid,,
NJH2024_Sub13_MICT_Post,,
BS2014_Log2(Ratio H/L normalized Rep_1),,
RB2022_3_RecoverySprint,0.5326092978269866,
NJH2025_Sub1_HIIT_Mid,,
RCJD2014_20min_2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. wt2,,
HS2024_6_PD_T2,,
HS2024_5_B_T1,,
CW2012_10 µM Gef/control Experiment 2 Replicate A,,
DL2023_12h-3,,
SR2019_MDAMB231_Biol_repl_2,,
HS2024_3_B_T2,,
RB2022_6_PreStrength,,
CK2022_2 40-1,0.5531040405805303,
RB2022_1_PostSprint,0.5468045093684236,
CK2022_4 200-1,0.5474338087583647,
JW2021_Before_2,,
TM2022_S2.12h.A,,
MV2014_Ratio L/M normalized B2___2 (30 min),,
CK2022_5 16-1,0.5466663418166575,
AR2021_ALG 1 μM,0.5599609937777652,0.41395198328345467
HS2024_4_B_T1,,
MV2014_Ratio M/H normalized A3___1 (10 min),,
SR2019_BT549_Biol_repl_4,,
EJN2021_1_Rest_Basal,0.557714583820337,
NJH2025_Sub8_MICT_Post,,
RCJD2014_5min_3,,
CR2017_Ratio Replicate 3.2,0.546798453248326,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as3a,,
GF2025_P7_Adh,0.5391755180142862,
CK2022_9 16-1,0.5468126613870589,
NJH2024_Sub6_HIIT_Post,,
AMK2021_30R_p3,,
AS2011_Ratio H/L Normalized RNAi_2,,
RM2024_Intensity D0-2___2,,
KS2014_Intensity pY_N4,0.5538744458854626,
CK2022_13 200-1,0.5484810516244971,
AS2011_Ratio H/L Normalized_2,,
PG2020_Intensity 6h_D,0.5496545164413699,
CK2022_16 16-1,0.5472335131655532,
FS2019_db/db3,,
CK2022_15 40-1,0.5539773284171858,
NJH2024_Sub9_MICT_Pre,,
BS2014_Log2(Ratio H/L unmodified peptide),,
WZ2023_Su_005_10min,0.5707900343615837,
RM2009_Ratio M/L (M:15 min timepoint;L:0 min. timepoint),,
KBE2022_Log2_Ex_41_T,0.559519754217006,
AMK2021_Ctrl_p1,,
AH2018_LFQ_IT_3_X,0.552798543281558,
HS2024_5_PD_T3,,
AH2018_TMTMS3_3_X,0.547283237503376,0.4045855001362637
FSO2012_Ratio -/+ 3-MB-PP1 exp. as2,,
KBE2022_Log2_Ex_40_U,0.5534393919703833,0.37412069285318406
AH2018_LFQ_M_1_N,0.5553323661066143,
KBE2022_Log2_Ex_27_U,0.5442577401215435,0.3895274790863548
HW2015_Ratio M/L normalized Exp3,,
RKK2015_TNF-α/IKKb(K44M),,
AH2018_SILAC_M_1_N,0.5467924358622845,
HW2015_Ratio M/L normalized Exp1,,
RB2022_5_RecoveryStrength,0.5500959812402936,
YP2020_Intensity P10_R1_mult_log2,,
RB2022_7_PreStrength,0.5523053491033748,
YA2020_Reporter_intensity_Normal_No.4,0.5642259631773433,
NJH2025_Sub13_HIIT_Pre,,
PG2020_Intensity CT_D,0.549429859362572,
NJH2025_Sub9_MICT_Post,,
VOI2024_Veh1 mono,,
CK2022_12 16-1,0.5470528915140087,
RN2012_L13,0.5488473058595327,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,0.552080733172815,0.4045927817565183
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,,
CW2012_10 µM Erl/control Experiment 2 Replicate B,,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.5478543248185244,
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,0.5535248832072499,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5592533090266567,
HH2022_Reporter intensity 6,0.5609702104506298,0.40933912220242896
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,0.5533925873129865,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5550945839547073,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5555141631911366,0.39425939963124335
GF2025_P3_Adh,0.5569244821281656,
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5558141369656534,0.3949304059718319
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.5639887507194202,
KBE2022_Log2_Ex_19_U,0.5523736544443356,0.3677650547854268
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,0.5516493275979089,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5669429482107319,
AST2020_Control,0.551557700941902,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),0.5470202124479892,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.5477459940638024,
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,0.5534598433119851,
RB2022_5_RecoverySprint,0.5469912115094914,
RB2022_7_RecoverySprint,0.5451614939831811,
YA2020_Reporter_intensity_Normal_No.3,0.5654603843496061,
HS2024_8_B_T2,,
AH2018_LFQ_1_X,0.5497796253603758,
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,0.566756017781131,0.4049808561086556
HH2022_Reporter intensity 1,0.540161697520528,0.383803838677954
HH2022_Reporter intensity 2,0.5416716691002422,0.39110845055297977
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.5634774725765015,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,0.5463782208522816,
EP2017_Untreated R#2 log2 ratio,0.5365325322715864,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,0.5484773012152886,
CR2017_Ratio Replicate 2,0.5495473269908934,0.3874748134131634
CW2012_10 µM Erl/control Experiment 2 Replicate A,,
FSO2013_Ratio H/M normalized Rep3,0.5505537232186154,
AR2021_KD 72h,0.5409311581913135,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,0.5523549316764212,0.4065995418176301
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5511873305266745,0.40552915075197105
KBE2022_Log2_Ex_9_U,0.5401777402752745,0.3719508756080783
AH2018_SILAC_M_3_N,0.5493759374250518,
KBE2022_Log2_Ex_13_T,0.5566693152121811,0.38301874180254925
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,0.5497621317608945,
CF2017_OSE 29,0.5493015112183943,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,,
PG2020_Intensity 10h_A,0.5395473538448572,
RN2012_L12,0.5564770779332991,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,0.5503258178353578,
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.547902225937545,
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,0.5533204561202902,
RB2022_7_RecoveryEndurance,0.5575091447240483,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,0.5574077767015544,
TM2022_S2.12h.B,,
RN2012_L15,0.549229550501532,0.41197353914273716
KS2014_Intensity pY_PV3,0.5546823874501735,0.40871111543066535
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,0.5481528503266891,
FSO2013_Ratio H/M normalized Rep2___2,,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.5623120132249588,
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,0.5553441564579622,0.3939787065157681
RB2022_1_PreSprint,0.5507668807411717,
HS2024_4_I_N1,,
CK2022_7 200-1,0.548876276445965,
CK2022_5 200-1,0.5503007640535658,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.5504891043606615,
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.5508796139289325,
AH2018_SILAC_MR_1_X,0.5451826696438067,
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,,
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.5543604197444076,
AH2018_SILAC_3_C,0.5503283718660816,
EJN2021_5_Rest_Ins,0.5577851113036844,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,0.544487555553773,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.5474814689021313,
