DatasetName,ISCU_S(14) ISCU_S(20) ISCU_S(3) ISCU_Y(43),ISCU_S(29)
VOI2024_Veh1 mono,,
CK2022_12 16-1,,
RN2012_L13,0.5027654467220708,
LG2023_Control-1_intensity,,
RM2024_Intensity D6-3___2,,
KBE2022_Log2_Ex_8_U,,0.5347703851900367
SR2019_SKBR3_Biol_repl_3,,
NJH2024_Sub1_MICT_Post,,
HS2024_3_I_T2,0.5171461486675549,
KTGR2014_Ratio M L Normalized Rep2_Rapamycin_0_15,,
RM2024_Intensity D0-3___3,,
HS2024_6_I_T2,0.3886102957241201,
CW2012_10 µM Erl/control Experiment 2 Replicate B,0.4565549366669388,
AS2011_Ratio H/L Protein Inhi_1,,
FSO2013_Ratio H/M normalized Rep2___1,0.4814318556396866,0.4946195980132256
GRW2016_Ratio M/L normalized SILAC 5a___2,,
CK2022_10 40-1,,
NJH2024_Sub12_HIIT_Pre,,
NJH2024_Sub8_MICT_Pre,,
RM2024_Intensity D0-1___1,,
LY2019_P3+,0.5731811090704884,
HH2022_Reporter intensity 6,,
RB2022_2_RecoveryStrength,,
KTGR2014_Ratio-AA 15 mins,,
AS2011_Ratio H/L Normalized RNAi_2_2,,
KS2014_Intensity pY_N3,,
MV2014_Ratio H/L normalized B1___2 (30 min),,
LY2019_P5-,0.5080781227773669,
HW2015_Ratio M/L normalized Exp2,,
SR2019_HCC1419_Biol_repl_1,,
AH2018_TMTMS2_3_X,0.5016737814189671,0.5924693950111968
GF2025_P3_Adh,0.40616416439911196,0.3587923729911992
SR2019_JIMT1_Biol_repl_2,,
AH2018_TMTMS2_1_C,0.5000799646284726,0.5918563338630165
RM2024_Intensity D0-1___2,,
LY2019_P4+,0.3687837536282384,
KBE2022_Log2_Ex_19_U,,0.4625751317591339
CKC2017_log2 normalized phosphoproteomics_0min_rep#1,,
RB2022_4_PostStrength,,
LG2023_GSK3α-3_intensity,,
YA2020_Reporter_intensity_Cancer_No.1,0.5077312772511995,
AST2020_Control,,
JAW2011_Ratio H/L LS1a,,
RCJD2014_5min_mean,,
NJH2015_iTRAQ Subject 4 114/115 (Exercise/Basal) (normalized),,
NJH2025_Sub1_MICT_Mid,,
TM2022_S2.12h.C,,
NJH2025_Sub9_MICT_Mid,,
CKC2017_log2 normalized phosphoproteomics_120min_rep#2,,
AS2011_Ratio H/L Normalized Inhi_1_2,,
FSO2013_Ratio M/L normalized Rep2___1,0.44244408930164303,0.5760400952585978
LG2023_Control-2_intensity,,
NJH2024_Sub8_HIIT_Pre,,
KS2014_Intensity pY_N2,,
RB2022_5_RecoverySprint,,
RB2022_7_RecoverySprint,,
YA2020_Reporter_intensity_Normal_No.3,0.47156046725828826,
HS2024_8_B_T2,0.5305219499689486,
AH2018_LFQ_1_X,0.4454072221678397,0.5774248919854907
RM2024_Intensity D6-1___1,,
RCJD2014_10min_2,,
FR2021_Norm.Intensity.M,,
RM2024_Intensity D0-3___1,,
KS2014_Intensity N2,,
HH2022_Reporter intensity 1,,
HH2022_Reporter intensity 2,,
RM2024_Intensity D6-2___2,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1,,
RM2024_Intensity D2-3___2,,
YA2020_Reporter_intensity_Normal_No.5,0.47513496543555167,
SR2019_MCF7_Biol_repl_1,,
FSO2012_Ratio -/+ 3-MB-PP1 exp. as1a,,
HS2024_8_B_T1,0.528724473368357,
NJH2025_Sub6_HIIT_Pre,,
RNJ2017_Log2_ratio_Tsup:Tstim_D1,,
EP2017_Untreated R#2 log2 ratio,0.47847865076381546,
SR2019_LM2_Biol_repl_3,,
RB2022_4_RecoveryStrength,,
CR2017_Ratio Replicate 2,,0.618279542641331
CW2012_10 µM Erl/control Experiment 2 Replicate A,0.49414287904767207,
FSO2013_Ratio H/M normalized Rep3,0.510961733006875,0.557386137437112
AR2021_KD 72h,,
MV2014_Ratio H/M normalized B2___3 (5 min),,
KBE2022_Log2_Ex_18_U,,0.4368659852524696
AS2011_Ratio H/L Inhi_1_1,,
NJH2024_Sub8_MICT_Post,,
AH2018_TMTMS3_3_C,0.5330872023576797,0.682480905652718
KBE2022_Log2_Ex_9_U,,0.4893952525861096
AH2018_SILAC_M_3_N,,0.641920542396368
KBE2022_Log2_Ex_13_T,,0.4763193335164967
RM2024_Intensity D0-3,,
SR2019_SKBR3_Biol_repl_1,,
PG2020_Intensity Mock_10h_C,,
CF2017_OSE 29,,
YB2013_Ratio_H_L_Normalized_in_experiment_1,,
NJH2025_Sub1_HIIT_Post,,
DL2023_24h-2,,
HS2024_7_B_N2,0.5053327497746982,
PG2020_Intensity 10h_A,,
RN2012_L12,,
MV2014_Ratio M/L normalized B1___3 (5 min),,
NJH2024_Sub8_MICT_Mid,,
AH2018_LFQ_IT_4_C,,0.6368681741270305
SAS2015_PLX/AZD_Exp1,,
FR2021_Norm.Intensity.A,,
FSO2013_Ratio H/M normalized Rep1___1,0.48001102839804605,0.4742183965475934
JW2015_Intensity cap2,,
BS2014_Log2(Ratio H/L normalized Rep_2),,
NJH2024_Sub6_MICT_Post,,
CK2022_8 40-1,,
RB2022_7_RecoveryEndurance,,
NJH2025_Sub12_HIIT_Post,,
EJN2021_4_Ex_Basal,,
TM2022_S2.12h.B,,
RN2012_L15,0.5416806615312262,
KS2014_Intensity pY_PV3,0.47739013776495276,
TM2022_S2.4h.B,,
PG2020_Intensity 4h_A,,0.240958933320219
FSO2013_Ratio H/M normalized Rep2___2,0.47401867271162224,
TM2022_mock.4h.B,,
KBE2022_Log2_Ex_24_U,0.47106529815944953,0.5126750950112599
NJH2025_Sub13_MICT_Mid,,
KS2014_Intensity C3,,
RB2022_1_PreSprint,,
HS2024_4_I_N1,0.5631000885088213,
CK2022_7 200-1,0.46866115087166593,
CK2022_5 200-1,0.46729925708065123,
CKC2017_log2 normalized phosphoproteomics_120min_rep#3,,
FSO2013_Ratio H/L normalized Rep2___1,0.49303529196844226,0.651906663974856
NJH2024_Sub10_HIIT_Mid,,
RB2022_2_PostEndurance,,
AH2018_LFQ_2_C,0.4435117402131198,0.5581761371941986
AH2018_SILAC_MR_1_X,0.44338046897087124,0.5133487871289464
KTGR2014_Ratio H M Normalized Rep1_Rapamycin_0_15,,
IMM2018_normalised rep. int. Empty-2,0.4706049917603079,0.5503268299576147
RM2024_Intensity D4-1,,
KBE2022_Log2_Ex_25_U,0.48148674949249104,0.5164678791207092
AH2018_SILAC_3_C,,0.6368833168445388
EJN2021_5_Rest_Ins,,
VOI2024_0.1uM 24 h_3 di,,
RNJ2017_Log2_ratio_Tstim:Trest_D3,,
DB2022_LFQ intensity L2.1,,
FSO2013_Ratio H/M normalized Rep1,0.46494499039010273,0.4605646082887743
CK2022_4 16-1,,
AS2011_Ratio H/L,,
SR2019_MCF7_Biol_repl_4,,
EJN2021_2_Ex_Ins,,
AS2011_Ratio H/L Inhi_2_3,,
JAW2011_Ratio H/L LS1a_1,,
AH2018_LFQ_1_N,0.46071696048161,0.5447141396002353
SAS2015_PLX/DMSO_Exp1,,
SFR2015_HL_log2_ratio_avg_c,0.5228008825599523,0.5508863319032675
JJ2018_Ratio M/L normalized pP2,,
NJH2024_Sub7_MICT_Mid,,
PG2020_Intensity 6h_B,,
FSO2013_Ratio H/L normalized Rep3,0.4725212104684661,0.6371511107163303
GRW2016_Ratio H/L normalized SILAC 2___2,,
RKK2015_IKKb(K44M)+TNF-α/TNF-α,,
JJ2018_Ratio M/L normalized,,
KTGR2014_Ratio-AA 30 mins,,
JW2021_After_1,,0.6753622295885056
NJH2025_Sub2_MICT_Mid,,
HS2024_6_B_N2,0.49788875512685415,
KBE2022_Log2_Ex_9_T,,0.4773475090876932
AH2018_SILAC_IT_2_N,0.4639288452286735,0.6676955093204893
AH2018_SILAC_IT_1_X,0.46067751979469923,0.6488923835132895
HW2015_Ratio H/L normalized Exp3,,
HS2024_7_PD_T1,0.3705084669876559,
UK2020_UA_2,,
RM2024_Intensity D2-1___1,,
GF2025_P10_Sph,0.5389490736816532,0.5996709100012341
WZ2023_Pe_025_20min,0.5030982785425447,0.6577710433562373
JVO2010_Log2 Ratio M/L Normalized aphidicolin,,
AH2018_LFQ_2_N,0.4354682861748433,0.5477541955100932
HS2024_4_I_N2,0.5403829855318574,
AH2018_TMTMS2_3_N,0.49979301659968367,0.5909486564047326
