phosphosite_ID,Ratio M/L normalized,Ratio M/L normalized___1,Ratio M/L normalized___2,Ratio M/L normalized___3,Ratio M/L normalized pP1,Ratio M/L normalized pP1___1,Ratio M/L normalized pP1___2,Ratio M/L normalized pP1___3,Ratio M/L normalized pP2,Ratio M/L normalized pP2___1,Ratio M/L normalized pP2___2,Ratio M/L normalized pP2___3,Ratio M/L normalized pP3,Ratio M/L normalized pP3___1,Ratio M/L normalized pP3___2,Ratio M/L normalized pP3___3,Ratio H/L normalized,Ratio H/L normalized___1,Ratio H/L normalized___2,Ratio H/L normalized___3,Ratio H/L normalized pP1,Ratio H/L normalized pP1___1,Ratio H/L normalized pP1___2,Ratio H/L normalized pP1___3,Ratio H/L normalized pP2,Ratio H/L normalized pP2___1,Ratio H/L normalized pP2___2,Ratio H/L normalized pP2___3,Ratio H/L normalized pP3,Ratio H/L normalized pP3___1,Ratio H/L normalized pP3___2,Ratio H/L normalized pP3___3,Ratio H/M normalized,Ratio H/M normalized___1,Ratio H/M normalized___2,Ratio H/M normalized___3,Ratio H/M normalized pP1,Ratio H/M normalized pP1___1,Ratio H/M normalized pP1___2,Ratio H/M normalized pP1___3,Ratio H/M normalized pP2,Ratio H/M normalized pP2___1,Ratio H/M normalized pP2___2,Ratio H/M normalized pP2___3,Ratio H/M normalized pP3,Ratio H/M normalized pP3___1,Ratio H/M normalized pP3___2,Ratio H/M normalized pP3___3
ZFC3H1_S(949),-0.7499601058840469,-0.7499601058840469,-0.4988921076227084,,-0.3696504480138324,-0.3696504480138324,,,-1.1646903132609763,-1.1646903132609763,,,0.06777637204849275,0.06777637204849275,-0.4988921076227084,,-0.3600640288497157,-0.3600640288497157,0.16233895772459678,,0.6153221234947053,0.6153221234947053,,,-0.3692776923072646,-0.3692776923072646,,,-0.36121252397386433,-0.36121252397386433,0.16233895772459678,,0.6818540177410607,0.6818540177410607,0.717824454487637,,0.9526317670819686,0.9526317670819686,,,0.6818540177410607,0.6818540177410607,,,-0.4169238534855892,-0.4169238534855892,0.717824454487637,
PRPF40A_S(888),-0.5545063499139988,-0.5545063499139988,-0.35625461345931414,,-1.4365489663293323,-1.4365489663293323,,,0.9993506411148905,0.9993506411148905,,,-0.5545063499139988,-0.5545063499139988,-0.35625461345931414,,0.10835717809041852,0.10835717809041852,0.3186928331483354,,-1.4044199579300605,-1.4044199579300605,,,0.15510155812570256,0.15510155812570256,,,1.1900458868944388,1.1900458868944388,0.3186928331483354,,0.03421571533791298,0.03421571533791298,0.6015063629231642,,0.06860202737867153,0.06860202737867153,,,-0.8870997384674502,-0.8870997384674502,,,1.7038980379135034,1.7038980379135034,0.6015063629231642,
SF3B1_S(129),-0.25723490258308485,-0.25723490258308485,0.2522945412018369,,-0.25723490258308485,-0.25723490258308485,0.2083923997906761,,,,,,0.46425003391140407,,0.46425003391140407,,0.20439116292978027,0.20439116292978027,0.4419083640035892,,0.20439116292978027,0.20439116292978027,0.4242771641763054,,,,,,1.0519288849942356,,1.0519288849942356,,0.3091761874785146,0.3091761874785146,0.03843618165610792,,0.3091761874785146,0.3091761874785146,0.02715405150372665,,,,,,0.5534588096990934,,0.5534588096990934,
STK10_S(454),0.08691960673732627,0.08691960673732627,-0.3174446802727295,,0.08691960673732627,0.08691960673732627,-0.3174446802727295,,,,,,,,,,-1.0636805489976076,-1.0636805489976076,,,-1.0636805489976076,-1.0636805489976076,,,,,,,,,,,-1.123748288137177,-1.123748288137177,,,-1.123748288137177,-1.123748288137177,,,,,,,,,,
LUC7L3_S(425),0.14104034543359303,0.14104034543359303,0.46058531325366775,,0.14104034543359303,0.14104034543359303,,,-0.07045136511196602,-0.07045136511196602,,,-0.22833411651931088,-0.22833411651931088,0.46058531325366775,,0.08093048767298393,0.08093048767298393,-0.19890758106714965,,0.08093048767298393,0.08093048767298393,,,0.07436842178155338,0.07436842178155338,,,-0.19042092093100166,-0.19042092093100166,-0.19890758106714965,,-0.016468223683860507,-0.016468223683860507,-0.33898013972983576,,-0.016468223683860507,-0.016468223683860507,,,0.10929368902294001,0.10929368902294001,,,-0.14437700106887222,-0.14437700106887222,-0.33898013972983576,
LUC7L3_S(431),0.07189993156563308,0.07189993156563308,0.41467678042688605,,0.33651191551276205,0.33651191551276205,,,-0.059464868894056486,-0.059464868894056486,,,-0.02222918571237178,-0.02222918571237178,0.41467678042688605,,-0.02351904695019433,-0.02351904695019433,-0.21134769515766938,,0.008630305143440056,0.008630305143440056,,,0.048654701840346405,0.048654701840346405,,,-0.2702949742516139,-0.2702949742516139,-0.21134769515766938,,-0.1339228736907003,-0.1339228736907003,-0.28340411800585746,,-0.15108967580421778,-0.15108967580421778,,,0.0714881055841824,0.0714881055841824,,,-0.2895450895757093,-0.2895450895757093,-0.28340411800585746,
BAG3_S(377),-0.1549716853504572,-0.1549716853504572,-0.27102594625216425,,-0.1575440514026879,-0.1575440514026879,0.6226492790536731,,-0.4244553076164837,-0.4244553076164837,-0.5853665118968097,,0.1589832511603865,0.1589832511603865,-0.39997769562024166,,-0.4066557912389046,-0.4066557912389046,0.2232989733327897,,0.05949372539167156,0.05949372539167156,0.3406192351293957,,-0.4529253302121101,-0.4529253302121101,0.20689323612177143,,-0.4121357933346485,-0.4121357933346485,-1.1487366852181018,,-0.12451872760602183,-0.12451872760602183,-0.19088194581645881,,0.3988975712024732,0.3988975712024732,-0.19088194581645881,,-0.12451872760602183,-0.12451872760602183,0.8021518487489913,,-0.45213563451069744,-0.45213563451069744,-0.7196375100262221,
BAG3_S(386),0.03759307554023308,0.03759307554023308,0.4827450453825729,,0.252052275031513,0.252052275031513,0.4827450453825729,,-0.7107793270667131,,-0.7107793270667131,,0.03759307554023308,0.03759307554023308,,,-0.28961562493841875,-0.28961562493841875,0.24379092506481007,,0.22860323194846943,0.22860323194846943,0.24379092506481007,,0.08351974882017292,,0.08351974882017292,,-0.28961562493841875,-0.28961562493841875,,,-0.2689905875792711,-0.2689905875792711,-0.3344435023677899,,-0.023240456550905033,-0.023240456550905033,-0.3344435023677899,,0.5771508369744686,,0.5771508369744686,,-0.2689905875792711,-0.2689905875792711,,
FOSL2_S(320),1.5818814636913345,,1.5818814636913345,,2.2637856138908026,,2.2637856138908026,,,,,,0.8999489861896718,,0.8999489861896718,,0.9344787589068828,,0.9344787589068828,,3.798361630401302,,3.798361630401302,,,,,,-1.9293908496122314,,-1.9293908496122314,,-0.7103071560104803,,-0.7103071560104803,,1.4076790543020663,,1.4076790543020663,,,,,,-2.828280760912152,,-2.828280760912152,
H1_S(2),-0.3015147923431765,-0.3015147923431765,-0.26150019436612626,,-0.3015147923431765,-0.3015147923431765,-0.26150019436612626,,-0.3107008394641082,-0.3107008394641082,,,0.475188670225608,0.475188670225608,,,0.6155104648841228,0.6155104648841228,-0.026734057555373995,,0.6155104648841228,0.6155104648841228,-0.026734057555373995,,0.05116325258211458,0.05116325258211458,,,0.369494402007409,0.369494402007409,,,0.9863745260849649,0.9863745260849649,0.2968978577000777,,0.9863745260849649,0.9863745260849649,0.2968978577000777,,0.4302852729777807,0.4302852729777807,,,-0.1392199087467603,-0.1392199087467603,,
H1_S(18),0.05297227481398869,0.05297227481398869,-0.26150019436612626,,0.06846445096690573,0.06846445096690573,-0.26150019436612626,,0.44794940991624665,0.44794940991624665,,,-0.4992999077924476,-0.4992999077924476,0.0404015152842066,,0.09112433366116472,0.09112433366116472,0.06901467791518046,,-0.19157375949533945,-0.19157375949533945,-0.026734057555373995,,0.9282755616119349,0.9282755616119349,,,0.047677975144475616,0.047677975144475616,0.6882251273272407,,0.37506724206761044,0.37506724206761044,0.2968978577000777,,-0.13752083619430044,-0.13752083619430044,0.23192387329376352,,0.46142378478668494,0.46142378478668494,,,0.6631168673661029,0.6631168673661029,0.8526381170789891,
HMGA1_S(36),0.1536756497972376,0.1536756497972376,-0.2346689426094143,,-0.6536727876693984,,-0.6536727876693984,,0.1536756497972376,0.1536756497972376,1.0657790853618698,,-0.17076742057744554,,-0.17076742057744554,,0.46863544596713697,0.46863544596713697,0.38460245765075496,,-0.6136084063357613,,-0.6136084063357613,,0.46863544596713697,0.46863544596713697,0.5424066458950655,,0.8586971900383338,,0.8586971900383338,,0.252052275031513,0.252052275031513,-0.05911912776656559,,-0.09244783997323819,,-0.09244783997323819,,0.252052275031513,0.252052275031513,-0.6763186537038666,,0.9325903649085177,,0.9325903649085177,
HMGA1_S(49),0.32665239100440335,0.32665239100440335,0.18878069779214163,,-0.8635460907313494,,-0.8635460907313494,,0.32665239100440335,0.32665239100440335,1.2411079749340546,,-0.10056138206243982,-0.10056138206243982,,,0.1449600047208578,0.1449600047208578,-0.10642033342541504,,-0.6136084063357613,,-0.6136084063357613,,0.1449600047208578,0.1449600047208578,0.40075650318325134,,-0.4055852164559303,-0.4055852164559303,,,-0.17021537303891332,-0.17021537303891332,-0.4580490974071091,,-0.13226164823731204,,-0.13226164823731204,,-0.17021537303891332,-0.17021537303891332,-0.783836962827746,,-0.15638591905359825,-0.15638591905359825,,
CTPS1_S(575),-0.43537794756301923,-0.43537794756301923,-0.1167076394842485,,0.3160298585195769,0.3160298585195769,-0.8873665830147547,,-0.7239917596224656,-0.7239917596224656,,,-0.43863964500979474,-0.43863964500979474,-0.1167076394842485,,-0.1440103026915193,-0.1440103026915193,-0.05859315889085497,,-0.0017322736212371209,-0.0017322736212371209,-0.5655025381636251,,0.2788174030747215,0.2788174030747215,,,-0.49187563861580075,-0.49187563861580075,-0.05859315889085497,,0.013640910669386311,0.013640910669386311,0.14704614341731534,,-0.1549234972656057,-0.1549234972656057,0.24123003551544533,,0.6012210855849464,0.6012210855849464,,,0.013640910669386311,0.013640910669386311,0.14704614341731534,
OSBP_S(193),0.24610400988391654,0.24610400988391654,0.0211954245144897,,0.24610400988391654,0.24610400988391654,0.0211954245144897,,,,,,,,,,-0.06497784175345708,-0.06497784175345708,0.11423374442708778,,-0.06497784175345708,-0.06497784175345708,0.11423374442708778,,,,,,,,,,-0.23341331850162492,-0.23341331850162492,0.18243805572490956,,-0.23341331850162492,-0.23341331850162492,0.18243805572490956,,,,,,,,,
OSBP_S(379),0.501005953141009,0.501005953141009,-0.2713393333785172,,0.501005953141009,0.501005953141009,-0.2713393333785172,,0.9444087045327724,0.9444087045327724,,,-0.9071972008826716,-0.9071972008826716,,,-0.9303253266293432,-0.9303253266293432,-0.39524545627217067,,-0.9303253266293432,-0.9303253266293432,-0.39524545627217067,,0.6532434960620659,0.6532434960620659,,,0.023042392665863817,0.023042392665863817,,,-1.3731030117060352,-1.3731030117060352,-0.08202602303349381,,-1.3731030117060352,-1.3731030117060352,-0.08202602303349381,,-0.31931557700551816,-0.31931557700551816,,,0.9316830570598057,0.9316830570598057,,
POLR2A_S(1913),-0.11900892607027565,-0.11900892607027565,0.14717642698094646,,-0.11900892607027565,-0.11900892607027565,0.058385771000352735,,-0.31114825613411956,-0.31114825613411956,,,0.3911077999745782,0.3911077999745782,0.32238968345021496,,0.08433644572332372,0.08433644572332372,0.14443799836839158,,0.37373172237872887,0.37373172237872887,0.16710096896307505,,-0.27273298926508777,-0.27273298926508777,,,0.08433644572332372,0.08433644572332372,-0.025955338239110566,,0.10902617649836696,0.10902617649836696,-0.23533113045058454,,0.5489297694763999,0.5489297694763999,0.05547333589843156,,0.10902617649836696,0.10902617649836696,,,-0.334388930966485,-0.334388930966485,-0.24833062268257794,
POLR2A_S(1917),-0.5016878511525097,-0.5016878511525097,0.14717642698094646,,0.3902274368406915,0.3902274368406915,0.13119435170845012,,-0.5016878511525097,-0.5016878511525097,,,0.14717642698094646,,0.14717642698094646,,-0.01789900539527712,-0.01789900539527712,-0.19640923531227128,,0.3715031052044355,0.3715031052044355,0.03365205248999707,,-0.01789900539527712,-0.01789900539527712,,,-0.19640923531227128,,-0.19640923531227128,,0.4446670668419076,0.4446670668419076,-0.26132726533324524,,-0.04424084115311946,-0.04424084115311946,-0.12845595861792936,,0.4446670668419076,0.4446670668419076,,,-0.26132726533324524,,-0.26132726533324524,
POLR2A_S(1920),-0.1927110312232088,-0.1927110312232088,0.27798474729976524,,-0.19295838288275655,-0.19295838288275655,0.058385771000352735,,-0.19246372196510664,-0.19246372196510664,,,0.15003969277415322,0.15003969277415322,0.49753572639600424,,0.03717133764464353,0.03717133764464353,0.18218376912146833,,0.19610339771480698,0.19610339771480698,0.2199583975849177,,-0.12183183665177764,-0.12183183665177764,,,-0.04906880320025267,-0.04906880320025267,0.14443799836839158,,0.24622564851987147,0.24622564851987147,-0.08992744533268385,,0.4533331974603884,0.4533331974603884,0.05547333589843156,,0.039278795351367586,0.039278795351367586,,,0.06239806379847849,0.06239806379847849,-0.23533113045058454,
POLR2A_S(1878),0.12882128065013393,0.12882128065013393,0.5780208913023093,,0.1772162008360635,0.1772162008360635,0.439676323490687,,-0.23336243786394706,-0.23336243786394706,,,0.32423456227053127,0.32423456227053127,0.7164202862002441,,0.21698248926876826,0.21698248926876826,0.19408705211630226,,0.5174268847672862,0.5174268847672862,0.03787416566112011,,-0.23823816274908574,-0.23823816274908574,,,0.12961273813046964,0.12961273813046964,0.35027092422840367,,-0.012242571113746688,-0.012242571113746688,-0.4699492398390704,,0.41748799851366614,0.41748799851366614,-0.5592816278492118,,0.0897693086335084,0.0897693086335084,,,-0.1143163151125332,-0.1143163151125332,-0.38061516272920903,
MARCKS_S(145),-0.2522431114830279,-0.2522431114830279,0.07162539397376963,,-0.6610679143568834,-0.6610679143568834,-0.05101049946208069,,-0.21113057147013992,-0.21113057147013992,0.27798474729976524,,0.7095553261269787,0.7095553261269787,-0.32248724755853486,,-0.05725655829622086,-0.05725655829622086,-0.1657256629647177,,0.0475383887633606,0.0475383887633606,-0.2751925900127675,,-0.6197138438769215,-0.6197138438769215,-0.019170379249326304,,0.3912178076028973,0.3912178076028973,-0.2645471430494729,,-0.15609653117333763,-0.15609653117333763,-0.10029844253637989,,0.6490175651315995,0.6490175651315995,-0.005999642306125403,,-0.34945599711063585,-0.34945599711063585,-0.19880822646625038,,-0.28684969737907834,-0.28684969737907834,0.24646889502877495,
MARCKS_S(147),0.08827730968045189,0.08827730968045189,-0.46289282524537345,,-0.5655452397675971,-0.5655452397675971,-0.05101049946208069,,0.13802804476676123,0.13802804476676123,0.3617683594191533,,0.3081278441787414,0.3081278441787414,-0.46289282524537345,,-0.21184887456967438,-0.21184887456967438,-0.2705037856052775,,-0.28231590085689523,-0.28231590085689523,-0.2751925900127675,,-0.25868403257248823,-0.25868403257248823,0.03449746419944489,,0.0418036876570852,0.0418036876570852,-0.2705037856052775,,-0.1911783967722727,-0.1911783967722727,0.20539251298968486,,0.4113177683369715,0.4113177683369715,-0.005999642306125403,,-0.3904719539746502,-0.3904719539746502,-0.19460847861329258,,-0.13557016572712452,-0.13557016572712452,0.20539251298968486,
MARCKS_S(170),-0.0056375109653629095,-0.0056375109653629095,-0.6312875162716691,,-0.2754195729853885,-0.2754195729853885,-0.6312875162716691,,0.004896843214847462,0.004896843214847462,,,0.015497569395325591,0.015497569395325591,,,0.07203718077288009,0.07203718077288009,0.30392683648069474,,0.10420244938244294,0.10420244938244294,0.30392683648069474,,-0.14335685405073978,-0.14335685405073978,,,0.19912264201360064,0.19912264201360064,,,0.10218779322361488,0.10218779322361488,0.977389838934878,,0.45048545986111993,0.45048545986111993,0.977389838934878,,-0.20220672482184396,-0.20220672482184396,,,0.12353377229099427,0.12353377229099427,,
NUP214_S(433),0.06901467791518046,0.06901467791518046,0.18472462050188018,,0.18370881687541188,0.18370881687541188,0.49374979447316797,,-0.16872265561026908,-0.16872265561026908,-0.8163165873813771,,0.16272565284620308,0.16272565284620308,-0.08239257305061815,,0.12326888749434657,0.12326888749434657,0.35264554528092595,,0.23167816179851056,0.23167816179851056,0.7505207551823299,,0.018064389360361564,0.018064389360361564,-0.0013278903608875431,,-0.19315629474920773,-0.19315629474920773,-0.8523546495830103,,0.18052981281072059,0.18052981281072059,0.3036930880937789,,0.15016970629570192,0.15016970629570192,0.3036930880937789,,0.2801248919757295,0.2801248919757295,0.8457509669739889,,-0.13560186286083736,-0.13560186286083736,-0.7085614655459018,
MKI67_S(1131),-0.34745384815057756,-0.34745384815057756,-0.33846928329703885,,-0.33846928329703885,,-0.33846928329703885,,-0.34745384815057756,-0.34745384815057756,,,,,,,0.358396261956654,0.358396261956654,-0.7084200156104113,,-0.7084200156104113,,-0.7084200156104113,,0.358396261956654,0.358396261956654,,,,,,,0.8200768210975135,0.8200768210975135,0.04460395064976797,,0.04460395064976797,,0.04460395064976797,,0.8200768210975135,0.8200768210975135,,,,,,
ATRX_S(598),-0.08175117162460581,-0.08175117162460581,0.16195215892674233,,-0.40228291423048496,-0.40228291423048496,,,0.6987518877846765,0.6987518877846765,,,-0.49703807090796415,-0.49703807090796415,0.16195215892674233,,0.2623128779163344,0.2623128779163344,0.6315234064788974,,-0.6178307912317509,-0.6178307912317509,,,0.5270703355126606,0.5270703355126606,,,0.2623128779163344,0.2623128779163344,0.6315234064788974,,-0.07900553364509987,-0.07900553364509987,0.7936046097363223,,-0.16313868053326286,-0.16313868053326286,,,-0.07900553364509987,-0.07900553364509987,,,0.876566058751721,0.876566058751721,0.7936046097363223,
MAP1B_S(832),2.994778827734011,2.994778827734011,0.32262042236168464,,2.994778827734011,2.994778827734011,,,,,,,0.32262042236168464,,0.32262042236168464,,1.148153178868286,1.148153178868286,-0.1800375857641749,,1.148153178868286,1.148153178868286,,,,,,,-0.1800375857641749,,-0.1800375857641749,,-1.8387701430792782,-1.8387701430792782,-0.4819282092164929,,-1.8387701430792782,-1.8387701430792782,,,,,,,-0.4819282092164929,,-0.4819282092164929,
MAP1B_S(1260),0.6668474674503835,,0.6668474674503835,,0.6668474674503835,,0.6668474674503835,,,,,,,,,,0.2862897581340969,,0.2862897581340969,,0.2862897581340969,,0.2862897581340969,,,,,,,,,,-0.20287078091554042,,-0.20287078091554042,,-0.20287078091554042,,-0.20287078091554042,,,,,,,,,
MAP1B_S(1265),-1.9739790292856298,-1.9739790292856298,-0.014280996095592574,,1.8929349699727516,1.8929349699727516,0.6668474674503835,,-2.158364958013464,-2.158364958013464,,,0.26279393662065453,0.26279393662065453,-0.6953955072869902,,-0.7855518681990811,-0.7855518681990811,-0.7243730845107698,,1.5447326559326233,1.5447326559326233,0.2862897581340969,,-0.7855518681990811,-0.7855518681990811,,,-2.0029461039321768,-2.0029461039321768,-1.7350432820351775,,1.3779011231215252,1.3779011231215252,-0.5858644670155488,,0.007195501404203765,0.007195501404203765,-0.20287078091554042,,1.4560175758077856,1.4560175758077856,,,-2.122365673860788,-2.122365673860788,-0.9688306836436509,
MAP1B_S(1298),-0.20591274161742606,-0.20591274161742606,-0.21019564281139025,,-0.2075777293276323,-0.2075777293276323,-0.21019564281139025,,0.27738969881086384,0.27738969881086384,,,-0.13672756253279256,,-0.13672756253279256,,-0.5061682423674144,-0.5061682423674144,0.4020672498278252,,-0.49140908509499986,-0.49140908509499986,-1.378982018515654,,-0.5061682423674144,-0.5061682423674144,,,0.40392210473979556,,0.40392210473979556,,-0.49463747788668283,-0.49463747788668283,0.5965535527425057,,-0.3623619341160705,-0.3623619341160705,-1.1104797312606993,,-0.9736956756480915,-0.9736956756480915,,,0.6839209808093251,,0.6839209808093251,
YAP1_S(138),1.6638000155317627,1.6638000155317627,-0.9772984081485454,,-0.9772984081485454,,-0.9772984081485454,,1.6638000155317627,1.6638000155317627,,,,,,,1.6846841096506515,1.6846841096506515,-0.8274612806056033,,-0.8274612806056033,,-0.8274612806056033,,1.6846841096506515,1.6846841096506515,,,,,,,-0.14718613058042482,-0.14718613058042482,0.28451413324424535,,0.28451413324424535,,0.28451413324424535,,-0.14718613058042482,-0.14718613058042482,,,,,,
